person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
37,male,High School,50952.0,17,RENT,9600.0,VENTURE,12.62,0.19,12,683,Yes,0
34,male,Master,68220.0,13,RENT,6400.0,PERSONAL,11.01,0.09,5,548,Yes,0
24,male,Master,86232.0,0,RENT,13100.0,VENTURE,7.49,0.15,2,682,No,0
38,male,Master,240894.0,15,RENT,21000.0,HOMEIMPROVEMENT,10.37,0.09,11,566,No,0
23,male,Bachelor,34684.0,0,OWN,4200.0,EDUCATION,14.72,0.12,4,632,Yes,0
24,male,Associate,37180.0,1,RENT,1500.0,DEBTCONSOLIDATION,14.22,0.04,4,526,Yes,0
31,male,High School,128264.0,11,MORTGAGE,2400.0,DEBTCONSOLIDATION,9.63,0.02,5,650,No,0
26,female,Bachelor,90940.0,1,MORTGAGE,8000.0,MEDICAL,10.85,0.09,6,609,No,0
29,male,High School,149415.0,7,MORTGAGE,8100.0,MEDICAL,7.51,0.05,7,543,No,0
29,female,Bachelor,60823.0,6,MORTGAGE,5000.0,EDUCATION,10.05,0.08,6,655,Yes,0
37,male,Associate,67051.0,14,OWN,24375.0,VENTURE,10.37,0.36,13,632,Yes,0
26,male,Associate,97163.0,2,RENT,20000.0,EDUCATION,10.05,0.21,6,643,No,0
29,male,High School,65905.0,5,MORTGAGE,12000.0,MEDICAL,11.99,0.18,8,531,Yes,0
27,male,Bachelor,156813.0,6,RENT,10000.0,EDUCATION,7.74,0.06,5,663,Yes,0
22,female,Associate,72774.0,0,RENT,7500.0,EDUCATION,11.34,0.1,4,574,Yes,0
26,female,High School,49037.0,3,RENT,5000.0,PERSONAL,9.91,0.1,3,640,Yes,0
26,male,Bachelor,29774.0,5,MORTGAGE,8000.0,PERSONAL,9.76,0.27,3,626,No,0
29,female,Associate,52785.0,8,RENT,1600.0,EDUCATION,13.49,0.03,10,708,No,0
32,male,Associate,32852.0,10,RENT,8000.0,EDUCATION,7.51,0.24,10,720,No,0
27,male,Bachelor,317610.0,5,MORTGAGE,35000.0,MEDICAL,11.01,0.11,5,585,Yes,0
31,female,High School,61232.0,8,RENT,13000.0,VENTURE,11.01,0.21,9,624,Yes,0
42,male,Associate,61093.0,22,RENT,12000.0,PERSONAL,11.45,0.2,18,647,Yes,0
26,female,Master,169055.0,4,RENT,8400.0,VENTURE,12.53,0.05,2,703,No,0
32,male,Associate,77793.0,12,RENT,4875.0,HOMEIMPROVEMENT,10.74,0.06,9,633,Yes,0
30,female,High School,72818.0,8,MORTGAGE,15000.0,EDUCATION,13.55,0.21,9,630,No,0
29,female,Bachelor,55039.0,3,MORTGAGE,9227.0,MEDICAL,10.12,0.17,5,631,Yes,0
43,male,Doctorate,97048.0,19,RENT,10000.0,HOMEIMPROVEMENT,11.49,0.1,12,707,Yes,0
34,male,Associate,55966.0,12,RENT,5709.0,PERSONAL,13.47,0.1,9,455,Yes,0
26,female,Bachelor,80460.0,5,MORTGAGE,15000.0,VENTURE,10.27,0.19,4,674,Yes,0
24,male,High School,85436.0,1,MORTGAGE,25000.0,PERSONAL,10.77,0.29,2,674,Yes,0
38,male,Bachelor,63590.0,17,RENT,7000.0,EDUCATION,5.99,0.11,11,703,Yes,0
22,male,High School,84952.0,0,MORTGAGE,10000.0,DEBTCONSOLIDATION,7.29,0.12,3,659,Yes,0
29,female,Bachelor,120810.0,7,MORTGAGE,20000.0,MEDICAL,6.54,0.17,5,667,Yes,0
22,male,Master,60945.0,1,MORTGAGE,7000.0,DEBTCONSOLIDATION,13.11,0.11,4,725,No,0
24,male,Associate,48964.0,2,RENT,10000.0,PERSONAL,7.88,0.2,3,595,Yes,0
24,male,Bachelor,151085.0,1,OWN,28000.0,HOMEIMPROVEMENT,9.91,0.19,3,683,Yes,0
21,male,Bachelor,56871.0,0,RENT,12000.0,PERSONAL,15.21,0.21,3,647,No,0
30,female,Associate,123216.0,8,RENT,18000.0,MEDICAL,10.6,0.15,7,564,Yes,0
22,female,Associate,85079.0,0,RENT,12000.0,EDUCATION,7.29,0.14,4,639,No,0
25,female,Bachelor,77959.0,4,RENT,3835.0,DEBTCONSOLIDATION,9.55,0.05,4,633,No,1
22,male,Master,100640.0,1,MORTGAGE,5500.0,DEBTCONSOLIDATION,11.99,0.05,4,685,No,0
27,male,Bachelor,78754.0,6,MORTGAGE,3000.0,VENTURE,11.13,0.04,5,557,Yes,0
24,male,Bachelor,60341.0,3,RENT,4400.0,DEBTCONSOLIDATION,16.77,0.07,3,636,No,1
28,male,Associate,86532.0,7,RENT,20000.0,HOMEIMPROVEMENT,14.0,0.23,4,687,No,1
22,male,High School,49026.0,0,RENT,7000.0,EDUCATION,11.14,0.14,4,498,Yes,0
26,female,Master,67044.0,2,RENT,6000.0,HOMEIMPROVEMENT,7.14,0.09,4,547,Yes,0
25,female,Associate,40623.0,2,RENT,2500.0,DEBTCONSOLIDATION,10.59,0.06,2,558,Yes,0
25,male,High School,211017.0,5,MORTGAGE,10000.0,HOMEIMPROVEMENT,15.05,0.05,4,631,Yes,0
30,female,Bachelor,109217.0,5,MORTGAGE,18000.0,PERSONAL,8.49,0.16,7,565,Yes,0
25,female,Bachelor,31166.0,1,OWN,6000.0,VENTURE,7.51,0.19,2,579,No,0
22,male,Master,33467.0,0,RENT,11000.0,MEDICAL,11.48,0.33,4,646,No,1
25,male,Associate,57736.0,0,RENT,6000.0,DEBTCONSOLIDATION,10.63,0.1,2,645,Yes,0
33,female,High School,133111.0,7,MORTGAGE,5000.0,MEDICAL,7.51,0.04,7,594,Yes,0
24,female,High School,60864.0,2,RENT,2966.0,DEBTCONSOLIDATION,7.29,0.05,3,596,Yes,0
23,male,Associate,180968.0,2,MORTGAGE,10000.0,VENTURE,7.14,0.06,4,626,Yes,0
23,male,Bachelor,116092.0,3,RENT,10000.0,PERSONAL,10.65,0.09,3,645,Yes,0
22,female,Master,46183.0,0,RENT,10000.0,EDUCATION,10.75,0.22,2,643,Yes,0
34,male,Associate,37295.0,14,RENT,3350.0,VENTURE,10.99,0.09,10,658,Yes,0
23,female,Bachelor,104761.0,1,MORTGAGE,14000.0,PERSONAL,7.29,0.13,3,478,Yes,0
28,female,Bachelor,87104.0,5,RENT,12000.0,VENTURE,13.49,0.14,6,687,Yes,0
26,female,Bachelor,60970.0,5,MORTGAGE,10000.0,EDUCATION,8.39,0.16,4,674,Yes,0
31,female,High School,67161.0,5,RENT,10200.0,PERSONAL,13.07,0.15,6,700,Yes,0
25,male,Master,145354.0,4,RENT,12000.0,HOMEIMPROVEMENT,11.01,0.08,3,641,Yes,0
36,male,Master,53700.0,14,MORTGAGE,1800.0,MEDICAL,10.0,0.03,13,515,No,1
24,male,Bachelor,40727.0,0,OWN,12250.0,VENTURE,13.11,0.3,4,527,Yes,0
24,male,Master,48410.0,5,RENT,6400.0,PERSONAL,10.36,0.13,2,619,Yes,0
21,male,High School,26833.0,0,RENT,2000.0,MEDICAL,11.71,0.07,4,673,No,1
28,female,Associate,63633.0,2,RENT,8400.0,VENTURE,9.12,0.13,5,536,Yes,0
26,male,High School,102794.0,1,MORTGAGE,10000.0,EDUCATION,11.66,0.1,2,617,Yes,0
26,male,Bachelor,85184.0,7,RENT,10000.0,HOMEIMPROVEMENT,10.93,0.12,3,687,No,0
41,male,Associate,37774.0,23,RENT,6500.0,DEBTCONSOLIDATION,10.65,0.17,12,569,No,0
25,male,Master,72878.0,6,RENT,13500.0,DEBTCONSOLIDATION,7.49,0.19,2,700,Yes,0
24,male,High School,114880.0,3,MORTGAGE,20000.0,VENTURE,10.62,0.17,4,538,Yes,0
23,female,Bachelor,54919.0,0,RENT,6225.0,VENTURE,11.54,0.11,4,706,Yes,0
29,male,High School,71001.0,6,OTHER,14000.0,HOMEIMPROVEMENT,11.83,0.2,8,665,Yes,0
22,female,Bachelor,36918.0,0,OWN,7000.0,VENTURE,13.98,0.19,2,662,No,0
25,male,Associate,37382.0,4,MORTGAGE,8000.0,VENTURE,10.65,0.21,4,636,Yes,0
25,male,Master,46640.0,2,RENT,9000.0,MEDICAL,7.03,0.19,4,693,No,0
31,male,Bachelor,21602.0,6,RENT,2112.0,PERSONAL,10.23,0.1,8,600,Yes,0
41,male,Associate,69596.0,18,RENT,1200.0,PERSONAL,15.99,0.02,12,708,Yes,0
37,male,Master,54047.0,13,RENT,1717.0,MEDICAL,10.49,0.03,17,739,No,1
30,female,Master,145275.0,6,RENT,12000.0,VENTURE,11.0,0.08,6,558,Yes,0
23,female,Associate,90945.0,1,MORTGAGE,5000.0,EDUCATION,6.03,0.05,4,648,Yes,0
24,male,High School,130835.0,0,MORTGAGE,10000.0,DEBTCONSOLIDATION,8.49,0.08,2,613,Yes,0
26,female,Bachelor,44224.0,6,RENT,2000.0,MEDICAL,16.49,0.05,3,697,Yes,0
32,male,Bachelor,87679.0,10,MORTGAGE,6566.0,DEBTCONSOLIDATION,10.4,0.07,8,601,Yes,0
33,male,Associate,23529.0,8,OWN,3500.0,DEBTCONSOLIDATION,13.16,0.15,6,607,No,1
26,female,Associate,74273.0,1,MORTGAGE,21000.0,MEDICAL,11.01,0.28,2,659,No,0
27,female,Associate,70269.0,3,RENT,7500.0,EDUCATION,12.21,0.11,10,599,No,0
26,female,Master,60450.0,7,RENT,10000.0,VENTURE,13.11,0.17,3,591,Yes,0
26,male,Associate,62151.0,4,MORTGAGE,12000.0,DEBTCONSOLIDATION,7.29,0.19,4,607,No,0
25,female,High School,130576.0,0,MORTGAGE,10000.0,VENTURE,7.88,0.08,3,675,Yes,0
29,female,Doctorate,78876.0,4,MORTGAGE,15000.0,VENTURE,11.37,0.19,8,732,Yes,0
24,male,High School,47564.0,5,RENT,1500.0,MEDICAL,15.62,0.03,3,560,Yes,0
26,male,Associate,46563.0,2,RENT,1000.0,PERSONAL,15.27,0.02,3,639,Yes,0
22,male,Bachelor,58530.0,0,RENT,11000.0,EDUCATION,10.75,0.19,4,662,Yes,0
28,female,High School,48763.0,4,RENT,4553.0,VENTURE,11.59,0.09,4,615,No,0
28,male,Bachelor,144931.0,6,RENT,9600.0,MEDICAL,8.0,0.07,7,683,No,0
22,male,High School,73098.0,3,RENT,12500.0,PERSONAL,10.59,0.17,4,536,Yes,0
26,male,Master,132859.0,4,MORTGAGE,16000.0,VENTURE,9.79,0.12,5,477,Yes,0
34,male,Associate,108996.0,12,RENT,3000.0,VENTURE,13.99,0.03,9,611,Yes,0
22,male,Master,91005.0,2,RENT,19200.0,VENTURE,11.01,0.21,2,559,Yes,0
36,female,High School,84936.0,10,MORTGAGE,10000.0,VENTURE,9.88,0.12,14,623,Yes,0
30,male,Associate,75455.0,9,RENT,12800.0,VENTURE,10.93,0.17,7,709,Yes,0
28,female,Bachelor,170283.0,7,MORTGAGE,9000.0,HOMEIMPROVEMENT,7.14,0.05,8,656,Yes,0
27,male,Associate,78986.0,3,RENT,12000.0,PERSONAL,11.01,0.15,5,584,Yes,0
38,male,Bachelor,63903.0,16,RENT,6532.0,HOMEIMPROVEMENT,14.14,0.1,16,754,No,1
26,male,Master,71811.0,0,MORTGAGE,6400.0,PERSONAL,8.63,0.09,3,677,Yes,0
31,female,Bachelor,104257.0,9,RENT,5000.0,DEBTCONSOLIDATION,11.01,0.05,8,660,Yes,0
26,female,Bachelor,74350.0,2,RENT,6000.0,EDUCATION,10.94,0.08,4,641,No,0
25,female,Associate,75937.0,1,RENT,7250.0,MEDICAL,10.65,0.1,4,521,No,0
23,female,High School,63196.0,2,RENT,4800.0,PERSONAL,9.48,0.08,2,667,Yes,0
31,male,Associate,50344.0,10,RENT,5000.0,PERSONAL,15.28,0.1,5,617,No,0
25,female,Associate,61521.0,0,MORTGAGE,20000.0,HOMEIMPROVEMENT,11.51,0.33,4,529,Yes,0
27,male,Bachelor,87619.0,6,MORTGAGE,6150.0,MEDICAL,11.01,0.07,5,658,Yes,0
27,male,Bachelor,61086.0,1,MORTGAGE,12000.0,VENTURE,9.32,0.2,8,665,Yes,0
45,male,Bachelor,47061.0,22,RENT,1000.0,DEBTCONSOLIDATION,14.72,0.02,12,706,No,0
26,female,Bachelor,30911.0,5,OWN,5400.0,DEBTCONSOLIDATION,16.49,0.17,2,609,No,0
28,female,Bachelor,93789.0,4,RENT,10000.0,PERSONAL,9.2,0.11,7,673,Yes,0
27,male,Master,146222.0,4,MORTGAGE,16800.0,HOMEIMPROVEMENT,6.91,0.11,8,731,No,0
27,female,Bachelor,106563.0,4,RENT,9000.0,DEBTCONSOLIDATION,6.91,0.08,10,580,Yes,0
43,female,Associate,119326.0,22,RENT,5000.0,VENTURE,14.84,0.04,14,651,No,0
23,female,Bachelor,56062.0,1,OWN,10000.0,EDUCATION,13.16,0.18,3,692,Yes,0
41,male,Associate,73224.0,20,MORTGAGE,16800.0,PERSONAL,17.99,0.23,16,694,Yes,0
43,female,Associate,82558.0,20,MORTGAGE,7000.0,PERSONAL,12.61,0.08,11,701,Yes,0
24,male,Bachelor,118802.0,4,MORTGAGE,25000.0,VENTURE,11.66,0.21,3,622,No,0
28,male,High School,108908.0,5,MORTGAGE,21000.0,MEDICAL,10.74,0.19,7,637,No,0
28,female,High School,73085.0,7,RENT,3500.0,HOMEIMPROVEMENT,11.01,0.05,10,593,No,0
25,male,High School,18701.0,3,RENT,1124.0,VENTURE,8.48,0.06,6,582,Yes,0
30,male,Master,50744.0,8,MORTGAGE,14935.0,VENTURE,10.11,0.29,9,642,Yes,0
29,male,Associate,190644.0,5,OWN,11000.0,EDUCATION,8.49,0.06,6,577,Yes,0
31,male,Associate,90801.0,10,RENT,10000.0,PERSONAL,13.47,0.11,5,715,No,0
27,female,Bachelor,73016.0,5,MORTGAGE,2000.0,EDUCATION,7.29,0.03,7,653,Yes,0
35,female,Associate,71342.0,11,MORTGAGE,11000.0,HOMEIMPROVEMENT,7.88,0.15,9,635,Yes,0
37,male,High School,89816.0,14,RENT,19200.0,HOMEIMPROVEMENT,12.87,0.21,12,617,No,1
36,male,Master,58763.0,15,RENT,6000.0,PERSONAL,9.4,0.1,14,611,Yes,0
25,female,Bachelor,60739.0,5,RENT,9000.0,DEBTCONSOLIDATION,12.69,0.15,3,675,No,0
34,female,Bachelor,96830.0,12,MORTGAGE,3600.0,VENTURE,5.99,0.04,9,721,No,0
23,female,Master,83349.0,3,MORTGAGE,4200.0,VENTURE,11.66,0.05,3,659,Yes,0
24,male,High School,54777.0,0,MORTGAGE,5000.0,MEDICAL,5.79,0.09,3,705,Yes,0
23,female,High School,102828.0,2,RENT,10000.0,DEBTCONSOLIDATION,6.16,0.1,4,628,Yes,0
23,male,Bachelor,157003.0,2,MORTGAGE,6000.0,DEBTCONSOLIDATION,5.75,0.04,3,710,No,0
33,female,Master,38526.0,11,RENT,5000.0,EDUCATION,12.32,0.13,8,694,No,1
24,female,Associate,98108.0,4,OWN,12000.0,PERSONAL,11.76,0.12,4,656,Yes,0
24,female,Associate,55082.0,2,MORTGAGE,15000.0,VENTURE,13.06,0.27,3,676,Yes,0
30,male,High School,26261.0,9,RENT,5000.0,EDUCATION,13.49,0.19,7,625,Yes,0
30,male,Bachelor,31109.0,6,RENT,5475.0,PERSONAL,12.68,0.18,6,574,No,0
26,male,Associate,41874.0,6,MORTGAGE,4000.0,MEDICAL,17.58,0.1,3,649,No,1
23,female,Bachelor,66831.0,0,MORTGAGE,7200.0,VENTURE,11.71,0.11,3,706,No,0
30,female,Master,70412.0,5,MORTGAGE,6000.0,PERSONAL,11.01,0.09,10,607,Yes,0
33,female,Bachelor,87174.0,12,RENT,9000.0,PERSONAL,11.14,0.1,5,626,Yes,0
40,female,Associate,179191.0,20,MORTGAGE,5000.0,VENTURE,6.03,0.03,11,708,Yes,0
25,female,Bachelor,109309.0,3,MORTGAGE,6000.0,PERSONAL,7.74,0.05,4,671,No,0
25,male,Master,132830.0,3,OWN,28000.0,PERSONAL,9.91,0.21,2,592,Yes,0
26,male,Associate,36913.0,3,RENT,8000.0,EDUCATION,12.61,0.22,4,614,Yes,0
29,female,Bachelor,74324.0,4,MORTGAGE,17000.0,HOMEIMPROVEMENT,6.03,0.23,10,687,No,0
32,male,High School,61304.0,9,RENT,11100.0,HOMEIMPROVEMENT,10.59,0.18,10,631,Yes,0
23,male,Associate,35885.0,0,RENT,6000.0,VENTURE,5.99,0.17,3,524,Yes,0
24,male,Bachelor,42689.0,0,RENT,6000.0,VENTURE,13.98,0.14,4,642,No,0
21,male,Bachelor,33082.0,0,RENT,2600.0,PERSONAL,13.22,0.08,2,671,Yes,0
24,female,Master,31233.0,2,RENT,2400.0,VENTURE,13.8,0.08,4,664,Yes,0
24,male,High School,85401.0,0,OTHER,9000.0,PERSONAL,9.9,0.11,2,622,No,0
35,male,Bachelor,28953.0,12,RENT,4991.0,VENTURE,15.17,0.17,9,640,Yes,0
23,female,High School,81467.0,5,MORTGAGE,5525.0,EDUCATION,6.99,0.07,4,690,Yes,0
25,male,High School,48823.0,4,RENT,10400.0,EDUCATION,9.91,0.21,4,574,Yes,0
30,female,Bachelor,77694.0,5,MORTGAGE,15000.0,HOMEIMPROVEMENT,17.99,0.19,5,659,No,0
49,male,High School,54883.0,27,RENT,10000.0,PERSONAL,14.22,0.18,12,716,No,0
30,female,Bachelor,121025.0,10,MORTGAGE,3600.0,HOMEIMPROVEMENT,11.01,0.03,10,651,No,0
21,male,High School,43345.0,0,RENT,2200.0,EDUCATION,7.49,0.05,2,539,Yes,0
26,male,High School,157041.0,3,RENT,12000.0,EDUCATION,14.22,0.08,2,515,Yes,0
26,female,High School,187161.0,7,RENT,24000.0,DEBTCONSOLIDATION,10.99,0.13,4,633,Yes,0
28,male,High School,37122.0,8,MORTGAGE,3000.0,DEBTCONSOLIDATION,7.29,0.08,5,567,No,0
22,male,High School,61435.0,3,RENT,12000.0,EDUCATION,12.73,0.2,4,609,Yes,0
30,male,Bachelor,138693.0,7,MORTGAGE,19000.0,DEBTCONSOLIDATION,12.34,0.14,7,654,Yes,0
26,female,Associate,120166.0,4,MORTGAGE,15000.0,MEDICAL,6.99,0.12,3,621,Yes,0
26,male,Associate,39351.0,7,RENT,8575.0,MEDICAL,15.91,0.22,3,611,No,1
22,female,Bachelor,51430.0,0,RENT,7500.0,DEBTCONSOLIDATION,17.04,0.15,2,678,No,1
54,male,Doctorate,61146.0,31,RENT,20000.0,DEBTCONSOLIDATION,7.9,0.33,20,714,No,1
30,female,High School,45581.0,8,RENT,8000.0,EDUCATION,9.58,0.18,9,525,No,0
23,male,Associate,91016.0,1,RENT,5000.0,VENTURE,11.01,0.05,3,650,Yes,0
23,male,Associate,65674.0,0,MORTGAGE,2000.0,EDUCATION,10.74,0.03,3,637,Yes,0
27,male,Bachelor,144947.0,6,MORTGAGE,6000.0,PERSONAL,13.79,0.04,10,717,No,0
23,female,Bachelor,50131.0,3,RENT,3000.0,DEBTCONSOLIDATION,11.03,0.06,4,678,Yes,0
24,male,High School,39646.0,4,MORTGAGE,3000.0,VENTURE,10.75,0.08,4,633,Yes,0
22,female,Associate,35244.0,2,OWN,10000.0,DEBTCONSOLIDATION,16.49,0.28,4,594,No,0
24,female,High School,96160.0,0,RENT,16000.0,HOMEIMPROVEMENT,11.14,0.17,4,508,Yes,0
25,male,Master,166588.0,2,MORTGAGE,20000.0,DEBTCONSOLIDATION,15.94,0.12,4,659,No,1
26,male,High School,337133.0,7,RENT,10000.0,PERSONAL,15.96,0.03,3,623,Yes,0
22,male,Associate,68594.0,1,RENT,9500.0,DEBTCONSOLIDATION,8.9,0.14,4,593,Yes,0
23,male,Bachelor,177406.0,1,MORTGAGE,24216.0,DEBTCONSOLIDATION,10.83,0.14,3,616,Yes,0
26,male,Master,84970.0,5,MORTGAGE,7000.0,EDUCATION,7.88,0.08,4,691,No,0
35,female,Bachelor,56963.0,16,MORTGAGE,17000.0,EDUCATION,11.83,0.3,10,709,No,0
25,female,High School,62972.0,1,RENT,10000.0,HOMEIMPROVEMENT,6.91,0.16,2,588,Yes,0
22,male,Bachelor,65941.0,0,MORTGAGE,10000.0,PERSONAL,10.72,0.15,4,583,Yes,0
26,male,Bachelor,72997.0,3,RENT,7200.0,EDUCATION,11.37,0.1,4,603,Yes,0
37,female,Doctorate,28420.0,14,RENT,10000.0,EDUCATION,13.21,0.35,15,691,No,1
31,female,Master,44145.0,9,RENT,11873.0,DEBTCONSOLIDATION,11.61,0.27,8,623,No,1
25,male,Bachelor,52048.0,1,RENT,3000.0,DEBTCONSOLIDATION,10.71,0.06,2,712,Yes,0
24,male,Associate,72969.0,1,MORTGAGE,10000.0,PERSONAL,9.63,0.14,2,506,Yes,0
24,female,Master,106097.0,2,RENT,20000.0,DEBTCONSOLIDATION,13.25,0.19,5,585,Yes,0
27,male,Bachelor,72808.0,2,MORTGAGE,6000.0,MEDICAL,8.94,0.08,10,602,Yes,0
24,male,High School,88707.0,5,RENT,5000.0,DEBTCONSOLIDATION,9.01,0.06,2,656,No,0
27,male,High School,64284.0,5,RENT,9688.0,HOMEIMPROVEMENT,10.44,0.15,5,592,Yes,0
26,male,Master,105578.0,3,MORTGAGE,15000.0,HOMEIMPROVEMENT,14.74,0.14,3,699,No,0
33,male,Master,169142.0,10,MORTGAGE,9600.0,MEDICAL,6.91,0.06,10,675,No,0
30,male,Master,106537.0,6,MORTGAGE,13339.0,VENTURE,12.06,0.13,7,625,Yes,0
27,female,Bachelor,121131.0,5,RENT,18000.0,VENTURE,7.88,0.15,5,686,Yes,0
36,male,Bachelor,64572.0,14,RENT,3514.0,DEBTCONSOLIDATION,9.31,0.05,16,668,Yes,0
22,female,High School,65761.0,0,RENT,16075.0,DEBTCONSOLIDATION,10.37,0.24,3,572,Yes,0
30,female,Associate,44061.0,8,OWN,10000.0,MEDICAL,12.69,0.23,10,642,No,0
24,male,Bachelor,58456.0,4,RENT,7500.0,VENTURE,11.84,0.13,3,630,No,0
32,female,High School,127187.0,6,RENT,3000.0,DEBTCONSOLIDATION,11.01,0.02,5,641,No,0
33,female,Master,163000.0,10,MORTGAGE,22250.0,MEDICAL,11.01,0.14,9,688,Yes,0
28,female,Associate,275769.0,4,MORTGAGE,35000.0,HOMEIMPROVEMENT,14.28,0.13,6,530,Yes,0
29,male,Bachelor,175767.0,7,MORTGAGE,2271.0,MEDICAL,9.96,0.01,6,583,Yes,0
24,female,Master,151029.0,2,MORTGAGE,15000.0,VENTURE,12.16,0.1,4,544,Yes,0
26,male,Associate,122142.0,1,MORTGAGE,16493.0,DEBTCONSOLIDATION,9.77,0.14,3,567,No,0
43,male,Doctorate,58727.0,23,RENT,5500.0,MEDICAL,12.61,0.09,17,756,No,0
24,male,Master,69553.0,1,MORTGAGE,5572.0,MEDICAL,10.15,0.08,3,715,No,0
30,female,Bachelor,59713.0,7,MORTGAGE,8500.0,MEDICAL,12.79,0.14,10,682,Yes,0
26,female,Associate,51088.0,6,RENT,10000.0,MEDICAL,6.54,0.2,4,693,No,0
21,male,Bachelor,39347.0,0,RENT,7000.0,VENTURE,11.49,0.18,2,652,Yes,0
29,female,Master,41837.0,2,RENT,8994.0,HOMEIMPROVEMENT,10.99,0.21,9,666,No,1
22,male,High School,30090.0,2,RENT,8000.0,EDUCATION,11.01,0.27,2,524,No,1
27,female,Associate,56039.0,3,MORTGAGE,1450.0,HOMEIMPROVEMENT,8.49,0.03,8,610,No,0
32,male,Master,90929.0,13,MORTGAGE,14000.0,MEDICAL,6.03,0.15,10,629,No,0
31,female,Bachelor,29281.0,9,RENT,1800.0,MEDICAL,13.06,0.06,7,564,Yes,0
37,female,Master,48337.0,12,OWN,8000.0,VENTURE,8.49,0.17,13,617,Yes,0
25,female,Associate,127756.0,3,MORTGAGE,25000.0,EDUCATION,7.51,0.2,6,674,Yes,0
24,male,Associate,86139.0,5,RENT,4899.0,MEDICAL,12.27,0.06,3,636,Yes,0
29,female,Associate,70914.0,6,RENT,9600.0,VENTURE,11.48,0.14,5,574,Yes,0
35,female,Bachelor,192882.0,13,MORTGAGE,7500.0,EDUCATION,9.57,0.04,10,644,No,0
26,female,Bachelor,65379.0,4,RENT,8000.0,MEDICAL,5.63,0.12,4,662,No,0
26,male,Associate,67376.0,3,RENT,10000.0,MEDICAL,11.01,0.15,4,680,Yes,0
24,female,Master,81639.0,4,RENT,20000.0,HOMEIMPROVEMENT,13.48,0.24,2,681,No,0
29,male,Associate,181267.0,8,MORTGAGE,12000.0,HOMEIMPROVEMENT,10.62,0.07,9,719,Yes,0
27,male,Master,38032.0,4,RENT,4000.0,MEDICAL,10.44,0.11,6,639,Yes,0
23,female,Master,60675.0,2,RENT,12000.0,DEBTCONSOLIDATION,6.54,0.2,3,641,Yes,0
26,female,High School,20991.0,1,RENT,1052.0,VENTURE,13.37,0.05,7,632,Yes,0
31,male,Associate,41407.0,8,RENT,5000.0,VENTURE,8.87,0.12,7,703,No,0
26,female,Master,121008.0,2,RENT,11200.0,EDUCATION,13.98,0.09,2,696,No,0
23,male,High School,67070.0,2,RENT,11000.0,MEDICAL,11.01,0.16,2,681,Yes,0
26,male,Bachelor,34484.0,3,RENT,5187.0,MEDICAL,12.03,0.15,4,698,No,0
26,male,Master,41807.0,2,RENT,6000.0,DEBTCONSOLIDATION,12.69,0.14,4,648,No,0
26,female,Bachelor,80625.0,2,MORTGAGE,10000.0,VENTURE,7.88,0.12,4,630,Yes,0
26,male,Associate,42965.0,4,RENT,6600.0,MEDICAL,8.59,0.15,3,677,No,0
22,female,Bachelor,60953.0,0,RENT,4000.0,EDUCATION,6.92,0.07,4,662,Yes,0
25,female,Bachelor,36979.0,2,RENT,3200.0,MEDICAL,13.99,0.09,2,701,No,0
28,female,Bachelor,65467.0,5,RENT,10000.0,EDUCATION,16.49,0.15,7,717,No,1
24,female,Bachelor,75557.0,2,MORTGAGE,4000.0,PERSONAL,8.9,0.05,4,713,No,0
30,male,High School,172345.0,7,MORTGAGE,18000.0,PERSONAL,8.49,0.1,7,574,Yes,0
24,female,Master,54738.0,0,MORTGAGE,10000.0,PERSONAL,5.79,0.18,4,658,Yes,0
22,male,High School,102851.0,0,MORTGAGE,12000.0,VENTURE,11.01,0.12,3,680,Yes,0
21,female,High School,51370.0,0,MORTGAGE,7000.0,EDUCATION,15.23,0.14,4,598,Yes,0
27,female,Master,84776.0,7,MORTGAGE,6000.0,HOMEIMPROVEMENT,10.75,0.07,10,634,Yes,0
24,female,High School,85089.0,2,MORTGAGE,12000.0,VENTURE,11.01,0.14,2,581,Yes,0
28,male,Master,81388.0,9,MORTGAGE,14400.0,VENTURE,9.88,0.18,10,657,Yes,0
25,male,Master,30182.0,3,OWN,6000.0,MEDICAL,11.79,0.2,6,650,Yes,0
32,female,Bachelor,144964.0,8,MORTGAGE,5600.0,VENTURE,10.75,0.04,8,661,Yes,0
29,female,High School,79030.0,4,MORTGAGE,12000.0,PERSONAL,9.62,0.15,5,597,No,0
26,male,Doctorate,174997.0,1,MORTGAGE,20000.0,HOMEIMPROVEMENT,10.25,0.11,2,694,No,1
23,female,High School,42717.0,0,RENT,2000.0,EDUCATION,6.92,0.05,2,654,No,0
23,male,Master,37104.0,0,RENT,10625.0,EDUCATION,6.92,0.29,2,643,No,1
30,male,Bachelor,51623.0,5,OWN,1200.0,EDUCATION,6.62,0.02,8,717,Yes,0
24,male,Associate,163088.0,2,MORTGAGE,8800.0,HOMEIMPROVEMENT,6.03,0.05,2,614,No,0
23,male,Bachelor,16845.0,0,RENT,1559.0,MEDICAL,8.49,0.09,4,586,Yes,0
35,female,Bachelor,62125.0,13,MORTGAGE,12000.0,DEBTCONSOLIDATION,9.69,0.19,13,714,Yes,0
