customer_id,tenure_months,monthly_spend,support_calls,city,plan,churned
675,19,926.83,2,Mumbai,premium,1
676,37,546.84,1,Chennai,basic,0
677,24,1318.33,2,Pune,standard,0
678,56,1866.19,1,Mumbai,standard,0
679,8,359.78,1,Delhi,standard,0
680,36,1116.73,2,Pune,basic,0
681,19,592.67,2,Delhi,premium,0
682,15,1789.4,0,Delhi,standard,0
683,21,984.96,0,Pune,standard,0
684,71,1312.99,0,Delhi,basic,0
685,39,1382.06,2,Chennai,basic,0
686,46,2010.81,4,Delhi,standard,0
687,59,1166.86,0,Delhi,standard,0
688,32,1695.39,0,Chennai,basic,0
689,43,743.32,0,Mumbai,standard,0
690,67,1207.75,3,Delhi,standard,0
691,16,1262.32,3,Mumbai,premium,1
692,40,772.64,4,Pune,premium,0
693,36,1808.31,2,Delhi,premium,0
694,29,1072.74,3,Chennai,premium,0
695,11,1490.85,1,Pune,basic,0
696,15,823.7,2,Delhi,basic,0
697,46,844.22,0,Pune,basic,0
698,24,1372.13,0,Delhi,basic,0
699,46,679.37,1,Pune,premium,0
700,58,1847.69,1,Mumbai,premium,0
701,19,822.31,2,Chennai,standard,0
702,12,1112.78,0,Delhi,premium,0
703,64,647.94,3,Pune,standard,0
704,33,,2,Chennai,basic,0
705,41,1784.55,2,Mumbai,basic,0
706,46,321.06,0,Pune,basic,0
707,47,1436.67,2,Delhi,premium,0
708,32,1958.21,2,Mumbai,premium,1
709,38,1364.8,1,Mumbai,basic,0
710,29,,0,Delhi,basic,1
711,16,525.89,3,Pune,basic,0
712,3,669.82,1,Chennai,basic,0
713,63,807.88,1,Delhi,premium,0
714,58,1292.56,1,Mumbai,standard,0
715,2,1424.92,0,Mumbai,standard,0
716,6,2927.64,0,Mumbai,standard,0
717,67,944.66,0,Delhi,premium,0
718,31,1731.99,0,Mumbai,basic,0
719,67,995.59,3,Delhi,basic,1
720,6,1119.01,1,Mumbai,premium,0
721,30,1021.41,2,Pune,premium,0
722,23,1811.63,1,Chennai,standard,0
723,27,1502.13,4,Pune,basic,1
724,56,538.6,0,Chennai,basic,0
725,31,1743.02,2,Chennai,premium,0
726,66,1526.43,2,Mumbai,standard,0
727,61,1388.15,1,Delhi,standard,0
728,3,1686.56,2,Mumbai,basic,0
729,69,609.83,0,Mumbai,standard,0
730,22,520.46,2,Delhi,standard,0
731,13,857.31,2,Mumbai,standard,0
732,49,1327.67,0,Mumbai,basic,0
733,32,1585.3,5,Delhi,premium,0
734,27,790.01,0,Pune,standard,0
735,44,946.9,2,Mumbai,premium,0
736,71,1723.22,1,Chennai,standard,0
737,7,,0,Pune,premium,0
738,11,805.89,3,Mumbai,standard,1
739,35,675.44,0,Mumbai,basic,0
740,10,1872.59,2,Chennai,basic,1
741,56,516.08,1,Pune,basic,0
742,52,1028.24,2,Mumbai,basic,0
743,44,1241.78,0,Delhi,basic,0
744,50,514.34,1,Delhi,basic,0
745,62,1351.53,2,Mumbai,basic,0
746,67,2124.92,0,Chennai,standard,0
747,24,1262.81,3,Mumbai,standard,0
748,6,423.02,0,Delhi,basic,0
749,3,418.92,2,Mumbai,basic,0
750,2,1918.77,0,Mumbai,basic,0
751,48,854.58,1,Mumbai,basic,0
752,10,829.56,1,Mumbai,basic,0
753,21,399.88,0,Mumbai,standard,0
754,66,1175.38,0,Delhi,standard,0
755,55,1501.96,0,Delhi,basic,0
756,31,713.34,0,Mumbai,premium,0
757,47,733.17,0,Mumbai,standard,0
758,31,973.8,2,Mumbai,premium,0
759,53,1084.87,1,Mumbai,standard,0
760,20,2341.41,0,Delhi,premium,0
761,49,1041.5,2,Mumbai,basic,0
762,14,541.79,2,Chennai,basic,0
763,22,,0,Mumbai,standard,0
764,9,1939.25,0,Delhi,standard,0
765,28,530.4,1,Mumbai,basic,0
766,54,769.43,1,Mumbai,basic,0
767,51,1363.58,2,Mumbai,premium,0
768,4,949.22,2,Pune,basic,0
769,52,1785.06,2,Chennai,basic,0
770,53,994.05,2,Pune,standard,0
771,59,1119.05,1,Mumbai,basic,0
772,36,1159.68,1,Mumbai,standard,0
773,1,1342.95,1,Delhi,standard,0
774,13,666.6,0,Mumbai,standard,0
775,67,1069.08,1,Mumbai,basic,0
776,-1,862.41,3,Delhi,basic,0
777,1,2117.89,3,Pune,basic,0
778,4,435.12,1,Delhi,basic,0
779,52,,1,Mumbai,standard,0
780,60,2174.25,1,Delhi,standard,0
781,25,1180.04,2,Chennai,basic,0
782,43,762.43,5,Pune,premium,0
783,65,1287.44,1,Mumbai,premium,0
784,53,407.9,1,Mumbai,standard,0
785,55,479.35,1,Delhi,standard,0
786,39,919.08,3,Pune,basic,1
787,47,936.96,0,Mumbai,basic,0
788,5,980.3,1,Mumbai,basic,0
789,7,1171.34,1,Mumbai,basic,1
790,51,1014.62,0,Mumbai,basic,1
791,25,655.96,0,Delhi,premium,0
792,64,2528.92,0,Mumbai,basic,0
793,62,,0,Mumbai,standard,0
794,19,851.45,4,Pune,premium,0
795,23,2617.53,3,Mumbai,standard,0
796,28,1676.32,0,Delhi,standard,0
797,3,879.15,0,Pune,basic,0
798,71,1404.2,3,Pune,standard,0
799,24,,2,Mumbai,basic,0
800,44,1060.63,1,Delhi,basic,0
801,56,410.32,1,Mumbai,premium,0
802,10,1188.24,1,Mumbai,basic,0
803,25,215.61,0,Chennai,standard,0
804,13,1476.21,1,Chennai,premium,0
805,13,234.8,1,Chennai,basic,0
806,19,1277.47,0,Pune,premium,0
807,33,879.79,2,Delhi,basic,0
808,66,499.05,0,Pune,basic,0
809,64,1967.88,1,Mumbai,standard,0
810,58,1101.01,1,Mumbai,standard,0
811,9,1086.38,2,Delhi,premium,1
812,2,963.96,2,Delhi,standard,0
813,69,1848.81,2,Mumbai,premium,0
814,40,,1,Delhi,premium,0
815,57,1708.55,2,Mumbai,standard,0
816,15,1851.04,1,Mumbai,basic,0
817,18,689.01,2,Delhi,basic,0
818,18,2054.08,1,Chennai,standard,0
819,66,701.38,0,Mumbai,basic,0
820,38,1119.16,3,Delhi,standard,0
821,24,1282.8,2,Pune,standard,0
822,14,,1,Pune,premium,0
823,27,1403.8,3,Delhi,basic,0
824,49,1237.24,3,Mumbai,basic,0
825,45,508.37,0,Chennai,basic,0
826,3,1650.75,1,Mumbai,standard,0
827,44,1954.69,3,Mumbai,basic,0
828,3,2489.5,1,Delhi,standard,0
829,12,950.67,2,Chennai,basic,1
830,21,1224.68,1,Delhi,basic,0
831,68,2137.93,1,Pune,standard,0
832,7,411.91,2,Chennai,basic,0
833,13,1199.71,2,Delhi,standard,0
834,61,1605.64,1,Delhi,premium,0
835,12,2248.06,1,Mumbai,standard,0
836,55,802.1,1,Delhi,basic,0
837,61,1367.98,1,Delhi,basic,0
838,40,643.82,0,Mumbai,premium,0
839,13,931.65,1,Delhi,basic,0
840,53,,3,Pune,basic,0
841,44,1535.79,1,Delhi,basic,0
842,1,1256.03,3,Delhi,premium,1
843,32,480.75,1,Delhi,basic,0
844,17,753.65,1,Mumbai,basic,0
845,49,,1,Pune,premium,0
846,37,2139.81,1,Pune,premium,0
847,-1,393.59,1,Mumbai,basic,0
848,58,420.64,2,Chennai,basic,0
849,38,1010.49,1,Mumbai,standard,0
850,42,1342.02,2,Mumbai,basic,0
851,56,912.27,1,Delhi,basic,0
852,24,2350.37,0,Mumbai,standard,0
853,67,989.72,1,Pune,standard,0
854,18,1863.94,2,Delhi,standard,0
855,50,492.8,0,Pune,premium,0
856,62,2344.81,3,Chennai,basic,0
857,41,817.16,1,Pune,premium,0
858,40,324.76,1,Pune,basic,0
859,59,1227.45,3,Pune,basic,0
860,61,1457.57,0,Mumbai,basic,0
861,26,388.8,2,Mumbai,premium,0
862,8,541.21,1,Mumbai,premium,0
863,31,1875.06,0,Pune,basic,0
864,57,1531.47,0,Pune,standard,0
865,43,1232.05,1,Mumbai,premium,0
866,5,310.96,1,Chennai,premium,0
867,70,918.64,0,Chennai,standard,0
868,25,758.6,0,Mumbai,standard,0
869,57,3108.24,2,Delhi,basic,0
870,29,1865.85,1,Mumbai,basic,0
871,14,2311.18,1,Mumbai,premium,0
872,5,1361.92,3,Mumbai,basic,0
873,53,818.06,1,Delhi,premium,0
874,66,1663.04,0,Mumbai,standard,0
875,28,1631.5,4,Pune,premium,0
876,30,1238.43,1,Delhi,standard,0
877,52,1103.56,1,Delhi,basic,0
878,5,1249.85,1,Delhi,basic,0
879,21,,1,Chennai,standard,0
880,50,539.44,2,Pune,basic,0
881,14,421.3,5,Delhi,standard,0
882,24,1111.64,1,Chennai,basic,0
883,53,2208.96,2,Mumbai,premium,0
884,43,3261.95,0,Pune,premium,0
885,2,,0,Mumbai,basic,0
886,48,1381.39,0,Pune,standard,0
887,20,1508.19,2,Pune,basic,0
888,69,1551.43,0,Delhi,premium,0
889,38,451.44,2,Delhi,premium,0
890,41,2642.35,3,Pune,premium,0
891,64,,0,Mumbai,standard,0
892,46,1312.66,0,Chennai,basic,0
893,46,1822.24,2,Mumbai,standard,1
894,69,750.32,0,Pune,basic,0
895,12,,2,Delhi,basic,1
896,23,837.26,0,Pune,standard,0
897,23,,3,Pune,basic,0
898,24,1073.18,0,Mumbai,basic,0
899,23,609.97,0,Chennai,standard,0
900,51,555.5,1,Delhi,basic,0
901,11,1135.24,3,Chennai,basic,1
902,46,601.81,1,Chennai,standard,0
903,64,2105.08,1,Chennai,standard,0
904,24,817.09,0,Mumbai,standard,0
905,69,,1,Mumbai,basic,0
906,67,1272.89,2,Delhi,basic,0
907,64,1479.7,0,Pune,premium,0
908,70,735.6,0,Chennai,basic,0
909,31,1157.52,3,Chennai,standard,0
910,71,1428.4,1,Pune,basic,0
911,39,1207.14,3,Chennai,standard,0
912,50,2786.08,1,Delhi,standard,0
913,62,1161.15,1,Chennai,basic,0
914,59,1003.66,1,Delhi,standard,0
915,5,2107.55,2,Pune,basic,0
916,64,1090.88,2,Delhi,standard,0
917,35,1238.4,2,Mumbai,basic,1
918,43,555.12,0,Mumbai,basic,0
919,35,1654.8,2,Mumbai,basic,1
920,65,2133.1,3,Delhi,basic,0
921,60,1182.4,0,Mumbai,standard,0
922,40,1936.36,0,Delhi,basic,0
923,30,1083.07,0,Mumbai,basic,0
924,24,1330.22,1,Delhi,standard,1
925,27,1086.0,2,Delhi,basic,0
926,37,653.58,0,Delhi,basic,0
927,29,1113.5,5,Mumbai,standard,0
928,12,1763.21,1,Chennai,standard,0
929,53,943.09,2,Delhi,basic,1
930,70,925.42,0,Mumbai,premium,0
931,43,442.73,1,Mumbai,standard,0
932,12,1363.82,2,Mumbai,basic,0
933,12,1263.65,1,Mumbai,basic,0
934,24,325.67,2,Chennai,premium,0
935,19,1569.08,4,Mumbai,basic,1
936,9,605.66,1,Pune,basic,0
937,24,574.04,1,Chennai,basic,0
938,59,1602.47,0,Pune,basic,0
939,58,,2,Chennai,standard,0
940,53,1344.28,3,Delhi,premium,0
941,18,1971.34,3,Delhi,basic,1
942,61,1839.52,1,Mumbai,standard,0
943,11,1221.85,0,Mumbai,standard,0
944,66,3103.01,0,Mumbai,standard,0
945,61,1037.76,3,Delhi,premium,0
946,56,1025.61,1,Delhi,premium,0
947,8,1333.07,1,Pune,standard,0
948,43,580.99,1,Pune,standard,0
949,25,1528.03,3,Mumbai,standard,0
950,50,1365.72,0,Mumbai,standard,0
951,22,3628.35,3,Mumbai,basic,0
952,61,1142.51,2,Mumbai,basic,1
953,22,1579.31,0,Chennai,standard,0
954,12,,2,Chennai,basic,0
955,52,836.51,1,Chennai,standard,0
956,17,894.61,1,Delhi,premium,0
957,27,769.85,3,Mumbai,basic,0
958,42,1668.11,2,Delhi,basic,0
959,26,699.02,0,Mumbai,premium,0
960,34,1147.02,3,Mumbai,basic,0
961,48,436.18,1,Chennai,standard,0
962,67,1696.74,1,Mumbai,basic,0
963,27,609.63,1,Mumbai,basic,0
964,24,1731.49,2,Delhi,premium,0
965,28,481.06,5,Mumbai,basic,1
966,5,1219.45,0,Delhi,basic,0
967,54,744.49,1,Chennai,premium,0
968,21,1268.31,1,Pune,basic,0
969,50,985.65,0,Mumbai,premium,0
970,13,825.2,2,Mumbai,basic,0
971,3,406.22,2,Chennai,premium,0
972,31,800.8,2,Mumbai,basic,0
973,47,262.94,2,Chennai,basic,0
974,8,1859.97,0,Chennai,standard,0
975,5,1616.11,3,Pune,basic,0
976,45,,0,Mumbai,basic,0
977,51,1960.34,1,Mumbai,standard,0
978,28,2045.96,0,Delhi,premium,0
979,47,901.73,0,Pune,standard,0
980,17,1279.16,0,Delhi,basic,0
981,45,594.01,3,Pune,standard,0
982,64,2241.21,1,Chennai,basic,0
983,68,,2,Pune,basic,0
984,71,1143.84,1,Delhi,basic,0
985,21,609.21,2,Delhi,premium,0
986,49,687.16,2,Pune,basic,0
987,13,592.67,2,Delhi,standard,0
988,8,658.37,2,Chennai,premium,0
989,30,1626.51,3,Mumbai,standard,0
990,38,1420.57,1,Pune,standard,0
991,10,713.87,0,Pune,basic,0
992,50,2221.46,1,Mumbai,basic,0
993,69,1457.1,3,Delhi,premium,0
994,34,750.95,1,Mumbai,basic,0
995,51,752.3,1,Delhi,premium,0
996,12,1356.12,0,Mumbai,standard,0
997,55,2304.51,4,Pune,basic,0
998,25,,2,Delhi,standard,0
999,52,781.83,0,Pune,standard,0
1000,64,328.92,1,Pune,standard,0
1001,57,1154.51,1,Mumbai,basic,0
1002,3,882.29,1,Mumbai,basic,0
1003,69,761.62,1,Delhi,standard,0
1004,4,1934.77,2,Pune,basic,1
1005,25,737.07,1,Chennai,basic,0
1006,50,986.48,1,Mumbai,premium,0
1007,24,1797.41,1,Delhi,standard,0
1008,59,743.66,0,Pune,standard,0
1009,1,1080.22,3,Delhi,standard,1
1010,44,379.0,3,Pune,standard,0
1011,29,2640.64,0,Delhi,basic,0
1012,64,802.97,0,Delhi,standard,0
1013,2,1146.25,2,Mumbai,standard,0
1014,37,2456.36,0,Chennai,basic,1
1015,1,1376.03,0,Delhi,standard,0
1016,47,1590.2,2,Pune,premium,0
1017,33,1652.49,3,Pune,standard,0
1018,31,1406.29,1,Delhi,basic,0
1019,44,1452.01,0,Pune,basic,0
1020,57,716.17,2,Mumbai,standard,0
1021,20,884.05,2,Delhi,basic,1
1022,3,,0,Delhi,premium,0
1023,64,889.02,1,Mumbai,standard,0
1024,28,837.52,2,Delhi,basic,0
1025,42,1106.54,1,Delhi,premium,0
1026,26,376.0,2,Mumbai,standard,0
1027,64,844.89,1,Mumbai,basic,0
1028,8,869.75,1,Chennai,basic,0
1029,71,697.08,0,Delhi,standard,0
1030,34,783.55,1,Chennai,standard,0
1031,22,526.2,1,Pune,basic,1
1032,53,2349.79,0,Mumbai,basic,0
1033,44,973.15,1,Mumbai,premium,0
1034,11,1277.62,2,Mumbai,basic,0
1035,57,1352.0,2,Pune,standard,0
1036,71,2891.01,1,Delhi,standard,0
1037,21,1133.03,1,Delhi,basic,0
1038,15,1534.38,2,Chennai,standard,0
1039,56,586.18,1,Mumbai,basic,0
1040,64,1668.22,0,Mumbai,standard,0
1041,61,2407.95,2,Mumbai,premium,0
1042,2,1161.21,2,Mumbai,basic,0
1043,69,1677.36,2,Mumbai,premium,0
1044,37,173.01,1,Mumbai,standard,0
1045,67,837.16,1,Mumbai,premium,0
1046,5,1541.2,2,Pune,standard,0
1047,46,754.56,0,Mumbai,basic,0
1048,21,827.04,1,Delhi,basic,0
1049,10,2494.65,2,Delhi,basic,0
1050,58,1803.73,0,Mumbai,premium,0
1051,23,574.12,0,Pune,standard,0
1052,44,1427.48,4,Mumbai,basic,0
1053,62,888.99,3,Chennai,basic,0
1054,64,421.32,1,Chennai,premium,0
1055,3,452.4,0,Pune,premium,0
1056,35,,0,Pune,premium,0
1057,20,752.66,2,Mumbai,standard,1
1058,8,724.44,0,Delhi,premium,0
1059,28,769.95,2,Chennai,basic,0
1060,-1,1654.16,1,Chennai,basic,0
1061,18,641.72,0,Delhi,basic,0
1062,38,1991.65,4,Chennai,premium,0
1063,47,1083.58,1,Delhi,standard,0
1064,66,1403.12,0,Mumbai,premium,0
1065,16,763.17,0,Chennai,basic,0
1066,70,1183.85,3,Pune,standard,0
1067,15,624.62,1,Delhi,premium,0
1068,54,1678.57,1,Mumbai,basic,0
1069,62,2744.53,0,Mumbai,standard,0
1070,5,1390.06,0,Mumbai,standard,0
1071,46,1429.47,1,Delhi,basic,0
1072,13,1276.99,1,Delhi,basic,0
1073,65,817.04,1,Pune,basic,0
1074,45,1457.63,1,Delhi,basic,0
1075,60,1757.47,2,Chennai,basic,0
1076,42,1557.18,1,Mumbai,standard,0
1077,31,3778.01,1,Chennai,standard,0
1078,65,953.34,2,Pune,basic,1
1079,35,1516.29,1,Delhi,standard,0
1080,35,931.78,2,Chennai,standard,0
1081,6,1965.93,1,Pune,standard,0
1082,20,700.8,4,Mumbai,basic,0
1083,8,589.89,3,Pune,premium,0
1084,9,1135.47,1,Mumbai,premium,0
1085,6,478.03,1,Delhi,basic,0
1086,54,1643.8,3,Mumbai,premium,1
1087,15,794.43,0,Mumbai,standard,0
1088,65,828.76,2,Delhi,basic,0
1089,26,1341.76,1,Chennai,basic,0
1090,52,1419.76,1,Mumbai,premium,0
1091,4,,3,Mumbai,premium,0
1092,12,1414.39,0,Mumbai,basic,0
1093,56,1027.22,2,Delhi,standard,0
1094,44,1955.39,0,Mumbai,basic,0
1095,32,885.2,1,Delhi,standard,0
1096,64,859.64,0,Mumbai,basic,0
1097,60,1247.81,0,Pune,basic,0
1098,34,1559.09,2,Delhi,standard,0
1099,14,1433.78,2,Mumbai,basic,1
1100,3,1392.33,1,Pune,standard,0
1101,62,925.8,4,Chennai,basic,0
1102,20,1688.34,1,Mumbai,basic,0
1103,25,905.46,1,Delhi,basic,0
1104,47,453.28,3,Delhi,standard,0
1105,30,625.52,2,Delhi,standard,0
1106,9,1231.24,1,Mumbai,basic,0
1107,44,1094.23,1,Mumbai,basic,1
1108,25,1213.48,3,Mumbai,standard,0
1109,53,,2,Mumbai,standard,1
1110,70,1577.1,1,Mumbai,standard,0
1111,48,1059.09,3,Mumbai,premium,0
1112,10,691.35,1,Mumbai,standard,0
1113,53,1626.93,2,Delhi,basic,0
1114,31,2052.36,2,Chennai,basic,0
1115,44,1471.92,1,Mumbai,premium,0
1116,47,951.41,2,Delhi,basic,0
1117,51,342.14,0,Pune,basic,0
1118,16,746.83,0,Delhi,standard,0
1119,22,753.22,1,Mumbai,basic,0
1120,58,1552.1,1,Delhi,standard,0
1121,71,578.9,0,Mumbai,basic,0
1122,13,1020.06,2,Pune,basic,0
1123,20,520.31,2,Delhi,basic,0
1124,43,1548.67,1,Pune,standard,0
1125,44,335.79,2,Mumbai,basic,0
1126,3,552.48,2,Pune,standard,1
1127,1,2065.13,0,Pune,basic,1
1128,71,355.13,1,Pune,basic,0
1129,28,1611.31,4,Delhi,basic,0
1130,38,796.05,2,Pune,standard,0
1131,27,2506.48,2,Mumbai,basic,0
1132,17,1832.74,1,Mumbai,premium,0
1133,24,1049.81,1,Chennai,standard,0
1134,10,1015.09,1,Pune,basic,1
1135,6,555.85,0,Delhi,basic,0
1136,3,2492.71,0,Chennai,standard,0
1137,12,1759.5,0,Mumbai,basic,0
1138,19,1397.47,2,Pune,basic,0
1139,65,584.03,2,Delhi,standard,0
1140,60,1211.27,0,Delhi,standard,0
1141,50,1748.22,1,Pune,standard,1
1142,18,1316.04,1,Mumbai,standard,0
1143,37,1477.18,1,Mumbai,standard,0
1144,67,927.25,0,Pune,standard,0
1145,58,1072.72,5,Delhi,premium,1
1146,71,1598.71,1,Mumbai,basic,0
1147,28,897.41,2,Mumbai,premium,0
1148,41,1332.96,0,Delhi,basic,0
1149,67,1298.02,2,Mumbai,basic,1
1150,9,698.64,0,Mumbai,premium,0
1151,25,560.46,1,Pune,basic,1
1152,25,603.99,1,Mumbai,basic,0
1153,34,2244.93,0,Chennai,basic,0
1154,50,1617.69,0,Chennai,premium,0
1155,10,1081.81,1,Delhi,standard,0
1156,27,1239.83,0,Pune,standard,0
1157,28,690.83,1,Pune,basic,0
1158,47,2881.38,0,Chennai,basic,0
1159,45,569.65,2,Mumbai,basic,0
1160,50,1243.7,2,Pune,basic,0
1161,25,306.11,0,Mumbai,premium,0
1162,13,,1,Delhi,basic,0
1163,54,1361.05,0,Delhi,standard,0
1164,21,1010.81,0,Delhi,basic,0
1165,61,1797.14,0,Delhi,standard,0
1166,47,1031.07,1,Mumbai,basic,0
1167,41,453.53,0,Mumbai,standard,0
1168,37,1396.84,2,Mumbai,basic,0
1169,13,1163.25,2,Chennai,basic,0
1170,36,2058.74,0,Pune,premium,0
1171,41,1406.24,3,Mumbai,basic,0
1172,9,785.42,0,Mumbai,basic,1
1173,58,1575.79,2,Delhi,basic,0
1174,65,615.0,1,Pune,premium,0
1175,40,788.26,2,Delhi,basic,1
1176,3,858.73,1,Chennai,premium,0
1177,7,804.97,1,Delhi,basic,1
1178,54,2211.48,0,Delhi,standard,0
1179,29,891.57,2,Chennai,standard,0
1180,21,1418.19,0,Mumbai,basic,0
1181,45,806.67,0,Delhi,basic,0
1182,55,1236.07,1,Mumbai,basic,0
1183,4,1009.16,3,Pune,standard,1
1184,23,428.46,3,Pune,standard,0
1185,32,1374.3,2,Delhi,standard,0
1186,58,2240.25,1,Chennai,standard,0
1187,51,651.24,3,Mumbai,premium,1
1188,44,1160.39,0,Chennai,basic,0
1189,39,798.93,0,Mumbai,standard,0
1190,69,849.97,2,Mumbai,standard,0
1191,28,1413.69,1,Mumbai,basic,0
1192,51,917.3,1,Mumbai,basic,0
1193,65,1795.0,0,Delhi,premium,0
1194,64,590.31,1,Delhi,basic,0
1195,65,516.99,0,Pune,premium,0
1196,26,1105.09,2,Delhi,basic,0
1197,25,1034.85,1,Pune,basic,0
1198,50,947.98,2,Mumbai,standard,0
1199,1,1209.04,2,Delhi,standard,0
1200,49,864.21,2,Delhi,standard,0
1201,15,,2,Mumbai,basic,0
1202,15,1358.42,0,Mumbai,premium,0
1203,54,778.08,2,Mumbai,premium,0
1204,55,898.81,2,Pune,standard,0
1205,57,1491.45,0,Pune,standard,0
1206,39,1828.47,3,Mumbai,basic,0
1207,23,1518.99,2,Mumbai,standard,0
1208,66,1277.14,0,Pune,basic,0
1209,66,705.25,1,Delhi,standard,0
1210,37,1176.36,0,Mumbai,basic,0
1211,31,941.24,1,Chennai,basic,0
1212,62,202.89,1,Pune,basic,0
1213,35,1084.33,2,Mumbai,basic,1
1214,22,1131.08,2,Mumbai,premium,0
1215,9,1105.34,3,Mumbai,basic,1
1216,26,2499.1,2,Pune,standard,0
1217,9,988.5,4,Chennai,basic,0
1218,40,777.25,2,Mumbai,standard,0
1219,43,1087.87,1,Delhi,basic,0
1220,6,2082.45,3,Mumbai,standard,0
1221,31,1323.53,0,Mumbai,standard,0
1222,32,991.91,2,Mumbai,standard,0
1223,27,1603.01,2,Mumbai,standard,0
1224,64,1018.6,0,Chennai,standard,0
1225,15,696.85,1,Mumbai,premium,0
1226,47,1196.13,4,Mumbai,standard,0
1227,1,531.97,2,Delhi,basic,0
1228,67,1091.91,2,Pune,basic,0
1229,62,1296.24,0,Mumbai,standard,0
1230,66,1108.86,0,Chennai,standard,0
1231,40,1211.09,1,Mumbai,premium,0
1232,8,890.48,0,Mumbai,standard,0
1233,59,729.89,2,Pune,basic,0
1234,19,2473.93,3,Pune,premium,0
1235,11,441.78,0,Delhi,premium,0
1236,53,798.06,2,Mumbai,basic,0
1237,22,1002.08,0,Chennai,standard,0
1238,32,368.36,0,Mumbai,basic,1
1239,66,1624.39,0,Delhi,premium,0
1240,57,2109.34,1,Mumbai,standard,0
1241,47,1594.84,1,Mumbai,standard,0
1242,35,1923.44,0,Pune,standard,0
1243,44,3492.29,2,Mumbai,premium,0
1244,14,851.06,1,Delhi,basic,0
1245,39,1231.17,3,Delhi,standard,0
1246,21,1090.39,0,Chennai,basic,0
1247,13,1765.75,1,Mumbai,basic,0
1248,40,1457.61,3,Chennai,basic,1
1249,66,1417.91,3,Delhi,basic,0
1250,64,916.5,3,Pune,standard,1
1251,65,1833.35,0,Pune,standard,0
1252,2,1603.36,3,Mumbai,standard,1
1253,17,392.98,1,Mumbai,basic,0
1254,37,982.31,2,Chennai,standard,0
1255,1,1238.81,0,Mumbai,basic,0
1256,40,1805.39,2,Delhi,premium,0
1257,7,790.2,2,Chennai,standard,0
1258,65,1018.14,1,Chennai,premium,0
1259,9,1256.49,2,Mumbai,premium,0
1260,4,976.36,1,Mumbai,basic,0
1261,18,2257.88,2,Chennai,premium,0
1262,29,1486.09,1,Delhi,standard,1
1263,24,956.75,2,Mumbai,basic,0
1264,51,817.83,0,Mumbai,basic,0
1265,16,1106.48,2,Pune,standard,0
1266,15,1651.52,0,Pune,standard,0
1267,67,1079.21,1,Pune,premium,0
1268,48,1125.93,2,Mumbai,standard,0
1269,51,774.32,0,Chennai,standard,0
1270,19,1156.99,2,Mumbai,basic,0
1271,37,1030.55,1,Chennai,basic,0
1272,38,1678.14,5,Mumbai,standard,0
1273,49,758.58,3,Delhi,premium,1
1274,40,944.39,0,Pune,premium,0
1275,32,408.7,0,Pune,premium,0
1276,8,1563.93,3,Mumbai,premium,0
1277,6,401.64,4,Mumbai,premium,0
1278,39,1554.28,3,Mumbai,standard,0
1279,40,1321.17,1,Pune,basic,0
1280,36,1751.73,1,Mumbai,standard,0
1281,29,1065.09,0,Chennai,premium,0
1282,16,1022.54,2,Mumbai,standard,0
1283,59,2215.27,1,Delhi,basic,0
1284,1,787.89,3,Mumbai,standard,0
1285,36,2481.63,0,Mumbai,basic,0
1286,56,887.64,1,Delhi,premium,0
1287,66,653.66,1,Mumbai,basic,0
1288,33,663.38,1,Delhi,standard,0
1289,10,1146.62,0,Delhi,basic,0
1290,36,3104.2,1,Delhi,standard,0
1291,2,,0,Pune,basic,0
1292,27,1034.54,3,Delhi,basic,0
1293,71,524.56,1,Delhi,standard,0
1294,26,3249.5,2,Mumbai,standard,0
1295,45,2266.67,1,Pune,standard,0
1296,41,1220.46,0,Mumbai,standard,0
1297,69,1477.6,4,Pune,basic,0
1298,40,1908.89,0,Pune,standard,0
1299,54,1006.77,1,Pune,basic,0
1300,26,410.86,3,Pune,basic,0
1301,70,439.43,2,Delhi,basic,0
1302,42,1872.72,0,Chennai,basic,0
1303,35,374.21,2,Delhi,premium,0
1304,26,383.73,4,Mumbai,standard,0
1305,26,1621.21,4,Delhi,basic,0
1306,32,3261.23,0,Chennai,premium,0
1307,17,,0,Mumbai,premium,0
1308,26,1783.84,1,Delhi,basic,0
1309,41,501.01,0,Chennai,premium,0
1310,2,1363.4,0,Pune,standard,0
1311,62,1144.95,0,Mumbai,basic,0
1312,5,1798.95,2,Mumbai,basic,0
1313,54,1474.03,3,Mumbai,basic,0
1314,65,,2,Mumbai,basic,0
1315,20,991.94,0,Mumbai,premium,0
1316,34,1126.37,1,Delhi,standard,0
1317,59,1610.45,0,Delhi,basic,0
1318,10,1075.13,1,Delhi,premium,0
1319,67,2501.78,1,Chennai,basic,0
1320,46,1692.13,1,Chennai,premium,0
1321,42,1091.51,2,Mumbai,premium,0
1322,60,1439.46,3,Pune,basic,0
1323,39,511.15,2,Delhi,basic,0
1324,26,1745.92,3,Mumbai,basic,0
1325,44,1173.1,3,Chennai,basic,0
1326,30,1831.84,4,Pune,standard,0
1327,8,1142.93,0,Delhi,basic,0
1328,66,608.8,0,Delhi,basic,0
1329,43,403.69,2,Delhi,premium,0
1330,66,2355.85,0,Pune,standard,0
1331,16,818.0,2,Delhi,premium,0
1332,59,627.7,1,Mumbai,premium,0
1333,52,809.67,3,Delhi,premium,0
1334,33,,2,Delhi,standard,0
1335,16,727.05,0,Mumbai,standard,0
