person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
33,female,Bachelor,80404.0,11,OWN,3500.0,MEDICAL,11.01,0.04,9,698,Yes,0
44,female,High School,75398.0,23,RENT,11000.0,DEBTCONSOLIDATION,8.07,0.15,16,639,No,0
31,female,Bachelor,70812.0,9,RENT,4800.0,PERSONAL,15.58,0.07,9,660,No,1
23,female,Bachelor,32106.0,3,RENT,8274.0,DEBTCONSOLIDATION,10.17,0.26,4,618,No,1
22,female,Bachelor,44126.0,0,MORTGAGE,4000.0,DEBTCONSOLIDATION,12.69,0.09,4,643,No,1
21,male,Bachelor,35675.0,0,RENT,7500.0,MEDICAL,11.01,0.21,2,619,No,1
22,male,Master,60888.0,0,MORTGAGE,9000.0,DEBTCONSOLIDATION,8.49,0.15,2,548,Yes,0
29,male,Bachelor,51189.0,8,RENT,18000.0,VENTURE,14.65,0.35,8,665,No,1
23,male,High School,26519.0,0,RENT,3750.0,DEBTCONSOLIDATION,15.65,0.14,2,588,No,1
25,female,High School,44060.0,3,MORTGAGE,6000.0,PERSONAL,7.88,0.14,4,601,Yes,0
27,male,Associate,116276.0,5,MORTGAGE,3000.0,VENTURE,14.17,0.03,9,603,No,1
29,female,Associate,72837.0,9,OWN,10000.0,PERSONAL,10.99,0.14,10,574,Yes,0
30,female,High School,49689.0,9,RENT,2400.0,PERSONAL,11.49,0.05,9,577,No,1
25,female,Associate,16395.0,4,OWN,3600.0,MEDICAL,14.59,0.22,3,646,No,1
26,male,Master,138926.0,4,MORTGAGE,24000.0,EDUCATION,10.62,0.17,3,672,Yes,0
27,female,Bachelor,55350.0,5,MORTGAGE,12000.0,HOMEIMPROVEMENT,8.94,0.22,6,684,No,0
25,male,High School,97020.0,2,MORTGAGE,18000.0,EDUCATION,5.79,0.19,3,636,No,0
28,female,Associate,172618.0,9,MORTGAGE,8275.0,HOMEIMPROVEMENT,16.49,0.05,7,619,No,1
35,female,Bachelor,106516.0,11,MORTGAGE,10000.0,PERSONAL,14.11,0.09,6,663,No,1
34,female,Master,118676.0,13,OWN,16000.0,EDUCATION,10.99,0.13,5,660,Yes,0
24,male,Bachelor,97657.0,3,MORTGAGE,10000.0,PERSONAL,11.66,0.1,2,645,No,1
22,male,Associate,37160.0,1,RENT,3600.0,VENTURE,10.99,0.1,4,637,Yes,0
22,female,High School,63521.0,3,RENT,12750.0,MEDICAL,18.25,0.2,4,595,No,1
21,female,Bachelor,29507.0,0,RENT,6400.0,EDUCATION,10.95,0.22,3,655,Yes,0
21,female,Bachelor,15383.0,0,OWN,3000.0,EDUCATION,8.73,0.2,4,567,No,1
24,male,Associate,64434.0,0,RENT,10000.0,DEBTCONSOLIDATION,15.52,0.16,3,687,Yes,0
26,female,Bachelor,30374.0,5,RENT,4375.0,MEDICAL,5.79,0.14,4,538,No,0
24,female,Bachelor,13148.0,1,RENT,2000.0,DEBTCONSOLIDATION,10.25,0.15,2,623,No,1
36,male,High School,67190.0,11,MORTGAGE,3000.0,EDUCATION,11.01,0.04,14,574,No,0
24,male,Master,109152.0,1,MORTGAGE,35000.0,EDUCATION,12.68,0.32,2,627,Yes,0
24,male,Bachelor,93948.0,0,RENT,9000.0,VENTURE,12.84,0.1,4,668,No,0
22,male,Associate,35942.0,2,RENT,6250.0,VENTURE,16.07,0.17,4,672,No,1
32,female,Bachelor,114736.0,9,MORTGAGE,4800.0,VENTURE,10.99,0.04,8,663,No,0
23,female,Bachelor,48936.0,3,OWN,5000.0,MEDICAL,8.49,0.1,4,676,No,0
25,female,High School,81112.0,0,RENT,7000.0,EDUCATION,8.94,0.09,4,672,No,0
25,male,Associate,46362.0,3,RENT,16000.0,MEDICAL,12.87,0.35,3,592,No,1
24,female,Bachelor,53449.0,2,RENT,7400.0,EDUCATION,13.99,0.14,3,515,No,1
25,female,High School,205187.0,2,MORTGAGE,25000.0,MEDICAL,10.75,0.12,2,675,Yes,0
25,male,High School,65713.0,4,RENT,9600.0,HOMEIMPROVEMENT,15.62,0.15,2,697,No,1
22,male,Bachelor,53920.0,1,MORTGAGE,10000.0,EDUCATION,12.69,0.19,2,675,Yes,0
27,male,Associate,85051.0,5,MORTGAGE,5500.0,DEBTCONSOLIDATION,13.49,0.06,10,525,Yes,0
30,male,High School,30937.0,10,RENT,5000.0,HOMEIMPROVEMENT,9.91,0.16,7,668,No,1
25,female,High School,76932.0,2,RENT,23000.0,EDUCATION,9.91,0.3,3,604,No,1
23,male,Associate,54938.0,0,RENT,15000.0,PERSONAL,7.9,0.27,4,541,No,1
22,female,High School,24848.0,0,RENT,7750.0,EDUCATION,14.83,0.31,3,583,No,1
22,male,Master,51478.0,2,RENT,6000.0,EDUCATION,11.01,0.12,3,669,Yes,0
26,male,Bachelor,72997.0,3,RENT,7200.0,EDUCATION,11.37,0.1,4,603,Yes,0
22,male,High School,47797.0,2,RENT,5000.0,MEDICAL,12.23,0.1,3,548,No,1
31,male,Associate,54869.0,9,MORTGAGE,5000.0,DEBTCONSOLIDATION,10.95,0.09,10,637,No,1
26,female,High School,21945.0,4,OWN,5500.0,PERSONAL,11.01,0.25,2,615,No,1
24,male,Bachelor,77583.0,0,MORTGAGE,14241.0,MEDICAL,8.93,0.18,4,614,Yes,0
28,male,Associate,91594.0,3,MORTGAGE,3500.0,EDUCATION,14.91,0.04,9,671,Yes,0
22,male,High School,22538.0,1,OWN,4913.0,EDUCATION,13.68,0.22,5,637,No,1
22,female,Master,18635.0,1,RENT,1000.0,VENTURE,16.29,0.05,5,662,No,1
32,male,High School,54142.0,8,RENT,15000.0,VENTURE,10.85,0.28,8,591,No,1
26,male,Bachelor,116407.0,2,MORTGAGE,10000.0,PERSONAL,5.42,0.09,3,691,No,0
41,male,Bachelor,91038.0,16,RENT,10000.0,VENTURE,13.09,0.11,15,687,Yes,0
44,male,Master,58638.0,21,MORTGAGE,17500.0,DEBTCONSOLIDATION,12.18,0.3,15,605,Yes,0
26,male,Bachelor,45586.0,3,MORTGAGE,16000.0,DEBTCONSOLIDATION,13.11,0.35,2,664,No,1
27,female,Bachelor,111021.0,7,MORTGAGE,20000.0,MEDICAL,11.01,0.18,9,686,No,1
21,female,High School,55078.0,0,MORTGAGE,4500.0,MEDICAL,7.14,0.08,2,658,Yes,0
23,male,Master,32165.0,2,MORTGAGE,10000.0,HOMEIMPROVEMENT,11.01,0.31,3,567,No,1
23,male,Bachelor,29937.0,1,RENT,3600.0,EDUCATION,16.49,0.12,3,596,No,1
29,female,High School,63518.0,4,MORTGAGE,8875.0,EDUCATION,7.9,0.14,7,661,No,1
23,male,Bachelor,72713.0,0,RENT,25000.0,PERSONAL,12.73,0.34,3,613,No,1
26,male,Associate,26887.0,2,RENT,5000.0,DEBTCONSOLIDATION,9.99,0.19,4,668,Yes,0
33,male,High School,39366.0,14,RENT,4000.0,DEBTCONSOLIDATION,8.32,0.1,7,628,Yes,0
46,male,Master,98166.0,23,MORTGAGE,7000.0,EDUCATION,9.45,0.07,14,645,No,1
33,female,High School,30917.0,9,RENT,2800.0,PERSONAL,9.32,0.09,7,644,Yes,0
28,male,Associate,61313.0,4,RENT,2185.0,PERSONAL,11.45,0.04,8,664,Yes,0
23,female,Associate,57670.0,3,MORTGAGE,6000.0,VENTURE,5.99,0.1,2,658,Yes,0
22,female,Associate,66792.0,4,RENT,8000.0,PERSONAL,15.31,0.12,4,655,No,1
34,male,Associate,55994.0,11,MORTGAGE,6700.0,DEBTCONSOLIDATION,11.01,0.12,10,653,Yes,0
26,male,Bachelor,151220.0,8,MORTGAGE,14800.0,PERSONAL,11.01,0.1,3,542,Yes,0
39,male,Associate,51416.0,13,RENT,11000.0,PERSONAL,13.55,0.21,12,597,No,1
38,male,Bachelor,63903.0,16,RENT,6532.0,HOMEIMPROVEMENT,14.14,0.1,16,754,No,1
26,male,Associate,65776.0,3,MORTGAGE,3527.0,PERSONAL,8.96,0.05,3,663,Yes,0
27,male,Associate,133760.0,3,RENT,28000.0,PERSONAL,7.9,0.21,8,618,Yes,0
41,male,Associate,91016.0,22,MORTGAGE,5500.0,EDUCATION,12.87,0.06,16,633,No,0
28,female,High School,78570.0,6,MORTGAGE,1454.0,PERSONAL,9.73,0.02,6,636,No,0
38,male,Associate,60810.0,16,MORTGAGE,12000.0,EDUCATION,13.3,0.2,11,657,Yes,0
24,female,High School,102887.0,0,MORTGAGE,1000.0,EDUCATION,9.99,0.01,4,543,Yes,0
25,female,Associate,97571.0,0,RENT,12500.0,VENTURE,9.38,0.13,2,603,No,0
29,male,Associate,37998.0,2,RENT,4750.0,DEBTCONSOLIDATION,13.53,0.13,7,633,No,1
22,male,Associate,47164.0,0,MORTGAGE,10000.0,EDUCATION,14.15,0.21,3,661,Yes,0
31,female,Master,66703.0,10,RENT,5000.0,PERSONAL,11.01,0.07,10,678,Yes,0
27,female,Bachelor,77471.0,4,MORTGAGE,3401.0,MEDICAL,8.52,0.04,6,563,No,1
29,female,Bachelor,60823.0,6,MORTGAGE,5000.0,EDUCATION,10.05,0.08,6,655,Yes,0
30,male,Associate,252823.0,6,MORTGAGE,24250.0,HOMEIMPROVEMENT,12.87,0.1,6,613,Yes,0
26,male,High School,94305.0,7,MORTGAGE,8325.0,EDUCATION,6.99,0.09,4,603,No,0
35,male,Bachelor,121014.0,12,MORTGAGE,1800.0,VENTURE,9.63,0.01,8,665,No,0
25,female,Associate,37515.0,5,MORTGAGE,10000.0,DEBTCONSOLIDATION,6.03,0.27,4,649,No,0
24,female,High School,121186.0,3,MORTGAGE,16000.0,VENTURE,6.54,0.13,2,666,No,0
23,male,Bachelor,76889.0,3,MORTGAGE,7300.0,EDUCATION,7.49,0.09,2,722,Yes,0
22,male,High School,82024.0,0,RENT,7500.0,VENTURE,9.76,0.09,3,566,Yes,0
21,male,Associate,36040.0,0,RENT,6000.0,HOMEIMPROVEMENT,10.62,0.17,3,636,No,1
37,male,Associate,67051.0,14,OWN,24375.0,VENTURE,10.37,0.36,13,632,Yes,0
35,female,Bachelor,39299.0,10,RENT,14500.0,DEBTCONSOLIDATION,6.17,0.37,5,610,No,1
27,male,Master,123320.0,5,MORTGAGE,15000.0,HOMEIMPROVEMENT,12.84,0.12,7,669,Yes,0
30,female,Associate,44789.0,10,RENT,19000.0,EDUCATION,15.21,0.42,5,681,No,1
27,female,High School,15158.0,4,RENT,1000.0,MEDICAL,14.91,0.07,8,680,No,1
34,male,Associate,37295.0,14,RENT,3350.0,VENTURE,10.99,0.09,10,658,Yes,0
39,male,Bachelor,138776.0,15,MORTGAGE,25000.0,VENTURE,15.58,0.18,17,667,Yes,0
26,female,High School,65007.0,7,OWN,6000.0,VENTURE,9.99,0.09,2,659,No,0
37,female,Associate,117228.0,16,MORTGAGE,10000.0,DEBTCONSOLIDATION,11.01,0.09,15,628,No,0
29,male,Associate,72643.0,3,RENT,18565.0,DEBTCONSOLIDATION,10.77,0.26,6,701,No,1
32,male,Bachelor,73119.0,12,RENT,10000.0,VENTURE,7.51,0.14,9,717,Yes,0
28,female,Associate,107653.0,4,RENT,18000.0,PERSONAL,7.49,0.17,10,629,Yes,0
27,female,Doctorate,59645.0,5,RENT,12000.0,EDUCATION,12.53,0.2,8,671,No,0
32,female,Bachelor,91077.0,8,RENT,15000.0,HOMEIMPROVEMENT,8.88,0.16,9,605,No,1
38,female,High School,120812.0,19,RENT,16000.0,HOMEIMPROVEMENT,11.01,0.13,11,660,Yes,0
42,male,Doctorate,705960.0,21,MORTGAGE,20686.0,PERSONAL,10.74,0.03,16,689,No,1
32,female,Associate,57682.0,7,RENT,3369.0,EDUCATION,9.82,0.06,9,692,Yes,0
24,male,High School,35585.0,0,RENT,4000.0,MEDICAL,9.96,0.11,3,642,No,1
23,female,Associate,34563.0,2,RENT,6000.0,EDUCATION,9.63,0.17,4,662,Yes,0
22,male,Associate,23899.0,2,RENT,2000.0,VENTURE,14.22,0.08,2,641,Yes,0
24,male,High School,68632.0,3,RENT,20000.0,MEDICAL,14.74,0.29,4,476,No,1
26,female,Bachelor,108770.0,4,RENT,5000.0,PERSONAL,16.77,0.05,3,625,Yes,0
24,female,Bachelor,56304.0,4,RENT,2500.0,VENTURE,13.98,0.04,3,653,No,1
43,female,Bachelor,94361.0,21,MORTGAGE,15000.0,DEBTCONSOLIDATION,14.46,0.16,13,652,No,1
41,male,Associate,73224.0,20,MORTGAGE,16800.0,PERSONAL,17.99,0.23,16,694,Yes,0
22,male,Associate,130229.0,0,RENT,8000.0,PERSONAL,16.29,0.06,2,611,No,1
26,female,Bachelor,46140.0,4,RENT,2000.0,MEDICAL,14.96,0.04,2,536,No,1
27,female,High School,40590.0,5,RENT,10625.0,MEDICAL,6.62,0.26,5,553,No,1
21,male,Bachelor,38061.0,1,RENT,18000.0,EDUCATION,13.48,0.47,4,693,No,1
23,female,Associate,43779.0,1,MORTGAGE,11000.0,EDUCATION,11.01,0.25,3,683,No,0
40,male,Associate,199346.0,18,MORTGAGE,9000.0,DEBTCONSOLIDATION,7.51,0.05,16,620,Yes,0
23,female,Master,16451.0,2,RENT,2800.0,PERSONAL,15.21,0.17,2,682,No,1
38,female,Associate,34361.0,11,RENT,5000.0,MEDICAL,14.59,0.15,16,587,No,1
24,female,Master,65950.0,3,RENT,5000.0,EDUCATION,16.0,0.08,4,640,No,1
27,male,High School,111885.0,4,MORTGAGE,17500.0,HOMEIMPROVEMENT,11.01,0.16,8,545,Yes,0
26,female,Associate,94975.0,1,RENT,11200.0,VENTURE,11.71,0.12,3,628,No,0
31,male,Associate,166812.0,9,RENT,25000.0,VENTURE,13.24,0.15,7,637,No,1
24,male,Bachelor,48776.0,3,MORTGAGE,8000.0,VENTURE,11.01,0.16,4,613,Yes,0
28,male,Bachelor,124867.0,5,RENT,8000.0,EDUCATION,14.61,0.06,10,643,No,1
23,female,High School,41913.0,1,MORTGAGE,1000.0,DEBTCONSOLIDATION,10.59,0.02,2,590,No,1
24,female,Bachelor,117719.0,4,RENT,8000.0,EDUCATION,15.31,0.07,3,678,Yes,0
25,male,Master,36767.0,2,MORTGAGE,8000.0,VENTURE,9.32,0.22,4,694,No,0
30,male,Master,78426.0,7,RENT,9000.0,MEDICAL,16.0,0.11,5,692,No,1
25,male,Associate,44650.0,2,RENT,2500.0,HOMEIMPROVEMENT,11.2,0.06,3,690,No,1
37,male,High School,96958.0,12,RENT,5500.0,EDUCATION,7.88,0.06,11,595,No,0
22,female,Bachelor,103373.0,0,MORTGAGE,18000.0,VENTURE,11.01,0.17,4,678,Yes,0
48,female,High School,25622.0,27,RENT,12000.0,MEDICAL,7.49,0.47,12,656,No,1
32,male,Associate,30878.0,10,RENT,10000.0,DEBTCONSOLIDATION,8.49,0.32,10,602,No,1
30,female,Associate,223547.0,6,MORTGAGE,6801.0,MEDICAL,15.97,0.03,6,491,No,1
27,male,Bachelor,38854.0,6,MORTGAGE,14104.0,HOMEIMPROVEMENT,11.9,0.36,9,701,Yes,0
24,female,High School,240642.0,3,MORTGAGE,3025.0,DEBTCONSOLIDATION,6.17,0.01,3,583,Yes,0
29,male,Master,80052.0,7,RENT,3150.0,DEBTCONSOLIDATION,15.62,0.04,8,694,No,1
31,female,High School,83868.0,11,RENT,16000.0,HOMEIMPROVEMENT,5.99,0.19,9,604,Yes,0
25,male,High School,75581.0,3,MORTGAGE,5400.0,MEDICAL,15.21,0.07,3,653,No,1
24,male,Bachelor,54254.0,0,OTHER,10000.0,MEDICAL,13.22,0.18,4,621,Yes,0
27,male,Bachelor,80109.0,3,RENT,7656.0,MEDICAL,12.33,0.1,7,567,No,1
28,male,Bachelor,11827.0,5,RENT,3000.0,HOMEIMPROVEMENT,10.25,0.25,6,580,No,1
22,male,Master,29550.0,0,RENT,10000.0,DEBTCONSOLIDATION,11.01,0.34,3,633,No,1
30,male,Associate,47993.0,6,RENT,6848.0,MEDICAL,12.93,0.14,8,596,Yes,0
24,female,Associate,35858.0,1,RENT,5000.0,VENTURE,10.99,0.14,4,647,No,0
23,male,Bachelor,43378.0,1,MORTGAGE,8400.0,EDUCATION,12.18,0.19,3,677,Yes,0
26,female,Bachelor,60970.0,5,MORTGAGE,10000.0,EDUCATION,8.39,0.16,4,674,Yes,0
36,male,Master,37841.0,18,RENT,8000.0,PERSONAL,14.11,0.21,14,730,No,1
31,male,Associate,50344.0,10,RENT,5000.0,PERSONAL,15.28,0.1,5,617,No,0
28,male,High School,45919.0,8,RENT,9000.0,HOMEIMPROVEMENT,14.59,0.2,8,671,No,1
70,male,Bachelor,53308.0,50,MORTGAGE,7000.0,PERSONAL,11.66,0.13,24,651,Yes,0
27,male,Associate,48962.0,4,RENT,13000.0,VENTURE,13.48,0.27,7,668,No,1
23,male,Bachelor,24438.0,2,RENT,7772.0,MEDICAL,14.49,0.32,4,655,No,1
27,female,Bachelor,73016.0,5,MORTGAGE,2000.0,EDUCATION,7.29,0.03,7,653,Yes,0
24,male,Bachelor,9732.0,0,RENT,1000.0,MEDICAL,11.01,0.1,2,684,No,0
24,male,Associate,48964.0,2,RENT,10000.0,PERSONAL,7.88,0.2,3,595,Yes,0
39,male,Master,130377.0,18,MORTGAGE,20000.0,HOMEIMPROVEMENT,14.54,0.15,14,718,No,1
40,male,Associate,213440.0,14,MORTGAGE,24784.0,DEBTCONSOLIDATION,11.01,0.12,17,635,No,1
23,male,Bachelor,126695.0,0,MORTGAGE,25000.0,DEBTCONSOLIDATION,14.11,0.2,2,611,No,1
31,male,Master,33078.0,10,RENT,8325.0,VENTURE,7.51,0.25,7,656,No,1
31,female,Associate,25722.0,9,RENT,6225.0,MEDICAL,9.76,0.24,9,667,No,1
23,female,Associate,115216.0,1,OWN,4325.0,VENTURE,7.74,0.04,2,601,No,0
28,female,High School,12797.0,4,RENT,3000.0,EDUCATION,11.01,0.23,8,687,No,1
23,female,Associate,35728.0,0,RENT,13467.0,HOMEIMPROVEMENT,13.72,0.38,4,679,No,1
24,male,Associate,13888.0,0,RENT,5000.0,HOMEIMPROVEMENT,7.88,0.36,3,691,No,1
21,male,High School,26064.0,0,RENT,5000.0,VENTURE,6.91,0.19,4,612,Yes,0
22,female,Bachelor,36851.0,0,OWN,6000.0,VENTURE,7.49,0.16,4,590,No,0
31,female,Associate,42831.0,7,RENT,15000.0,VENTURE,12.16,0.35,10,654,No,1
32,male,Master,180844.0,11,OWN,8000.0,HOMEIMPROVEMENT,11.01,0.04,6,630,No,0
30,female,Bachelor,117626.0,8,MORTGAGE,6500.0,PERSONAL,7.29,0.06,10,672,No,0
36,male,Associate,72851.0,13,MORTGAGE,8000.0,EDUCATION,13.92,0.11,15,694,No,0
21,male,Bachelor,29886.0,0,RENT,10000.0,DEBTCONSOLIDATION,11.41,0.33,2,685,No,1
29,male,Master,73149.0,7,MORTGAGE,4185.0,DEBTCONSOLIDATION,8.92,0.06,10,565,No,0
26,female,High School,53886.0,3,RENT,12000.0,MEDICAL,18.33,0.22,3,653,No,1
23,female,Bachelor,37317.0,0,RENT,6000.0,DEBTCONSOLIDATION,17.46,0.16,4,666,No,1
26,female,Associate,65587.0,4,RENT,10000.0,PERSONAL,10.67,0.15,4,680,No,1
23,female,Associate,36441.0,1,MORTGAGE,4000.0,MEDICAL,16.32,0.11,4,585,No,1
28,male,Master,132911.0,9,MORTGAGE,15000.0,HOMEIMPROVEMENT,6.54,0.11,6,647,Yes,0
26,male,High School,66006.0,4,RENT,2400.0,HOMEIMPROVEMENT,14.09,0.04,2,605,No,1
23,female,Associate,114955.0,2,RENT,10000.0,PERSONAL,6.17,0.09,3,685,No,0
32,male,High School,76123.0,10,MORTGAGE,2750.0,MEDICAL,11.01,0.04,7,588,No,1
23,male,Bachelor,51658.0,0,RENT,1400.0,EDUCATION,10.0,0.03,4,614,No,1
32,male,Bachelor,187223.0,12,MORTGAGE,7478.0,PERSONAL,11.29,0.04,6,653,Yes,0
25,female,Master,37639.0,4,RENT,10000.0,MEDICAL,10.37,0.27,3,549,No,1
28,male,High School,19363.0,5,RENT,4800.0,MEDICAL,10.99,0.25,8,631,No,1
26,male,Bachelor,74170.0,3,MORTGAGE,12000.0,PERSONAL,10.99,0.16,3,628,Yes,0
26,female,High School,49092.0,7,MORTGAGE,1750.0,VENTURE,11.83,0.04,4,634,Yes,0
23,male,Bachelor,44493.0,2,RENT,1200.0,MEDICAL,10.37,0.03,3,669,Yes,0
24,male,High School,87591.0,2,RENT,17600.0,MEDICAL,17.19,0.2,4,575,No,1
22,female,Associate,73031.0,0,RENT,15000.0,EDUCATION,11.71,0.21,3,675,No,0
33,male,Bachelor,64917.0,12,RENT,10000.0,EDUCATION,15.96,0.15,9,556,Yes,0
46,male,High School,72899.0,24,RENT,4800.0,MEDICAL,12.12,0.07,16,671,No,0
23,male,High School,94745.0,0,MORTGAGE,1200.0,PERSONAL,11.01,0.01,3,576,No,1
24,male,High School,45012.0,3,RENT,3000.0,HOMEIMPROVEMENT,15.33,0.07,3,590,No,1
31,female,Bachelor,104257.0,9,RENT,5000.0,DEBTCONSOLIDATION,11.01,0.05,8,660,Yes,0
28,male,Bachelor,40393.0,8,RENT,7948.0,PERSONAL,13.89,0.2,8,556,No,1
24,male,Bachelor,30868.0,3,RENT,5000.0,DEBTCONSOLIDATION,8.94,0.16,2,613,No,1
22,female,High School,94757.0,0,RENT,6925.0,VENTURE,9.62,0.07,4,625,Yes,0
27,male,Associate,40801.0,7,RENT,15000.0,PERSONAL,6.91,0.37,5,688,No,1
22,male,Master,92061.0,0,RENT,6924.0,EDUCATION,11.3,0.08,2,697,Yes,0
31,male,High School,45333.0,8,RENT,7500.0,PERSONAL,15.23,0.17,6,668,No,0
32,female,Bachelor,31635.0,13,RENT,5000.0,VENTURE,10.65,0.16,9,608,Yes,0
22,female,Associate,51447.0,0,RENT,8500.0,EDUCATION,12.53,0.17,4,529,Yes,0
27,female,High School,36952.0,7,RENT,16000.0,MEDICAL,7.9,0.43,8,598,No,1
22,female,High School,31521.0,0,RENT,4000.0,EDUCATION,5.42,0.13,4,494,Yes,0
22,female,Master,34232.0,0,RENT,6000.0,EDUCATION,12.98,0.18,2,706,No,0
39,male,Doctorate,51260.0,18,RENT,6000.0,PERSONAL,17.58,0.12,12,550,No,1
33,female,High School,67043.0,10,MORTGAGE,8000.0,PERSONAL,11.14,0.12,9,616,Yes,0
26,female,Bachelor,80625.0,2,MORTGAGE,10000.0,VENTURE,7.88,0.12,4,630,Yes,0
29,male,Associate,37656.0,6,RENT,10272.0,DEBTCONSOLIDATION,11.51,0.27,5,524,No,1
23,male,Associate,55093.0,2,RENT,15000.0,DEBTCONSOLIDATION,10.52,0.27,4,646,No,1
22,male,Master,38168.0,0,RENT,8000.0,EDUCATION,7.14,0.21,4,647,No,1
33,male,Bachelor,130451.0,8,MORTGAGE,4952.0,DEBTCONSOLIDATION,12.48,0.04,12,586,No,1
48,male,High School,78397.0,26,MORTGAGE,15000.0,MEDICAL,11.01,0.19,12,685,No,1
28,female,Bachelor,54877.0,5,RENT,4000.0,PERSONAL,14.9,0.07,6,642,No,1
29,male,High School,40456.0,8,RENT,7200.0,EDUCATION,11.71,0.18,10,610,No,1
25,female,Bachelor,85032.0,1,MORTGAGE,11538.0,VENTURE,10.01,0.14,3,586,Yes,0
26,female,Bachelor,77901.0,2,RENT,3000.0,MEDICAL,11.01,0.04,4,696,Yes,0
26,male,Bachelor,55096.0,2,RENT,6000.0,MEDICAL,7.49,0.11,3,639,Yes,0
27,male,Bachelor,94941.0,3,OWN,35000.0,MEDICAL,17.99,0.37,7,584,No,1
30,female,Bachelor,124245.0,9,MORTGAGE,17617.0,DEBTCONSOLIDATION,15.87,0.14,6,671,No,0
29,male,Bachelor,73933.0,7,MORTGAGE,15000.0,HOMEIMPROVEMENT,9.88,0.2,9,641,No,1
24,female,Bachelor,72834.0,1,RENT,10000.0,MEDICAL,11.01,0.14,3,692,No,0
27,male,Master,44102.0,4,MORTGAGE,5500.0,HOMEIMPROVEMENT,10.36,0.12,5,614,Yes,0
27,female,Master,55222.0,3,RENT,7600.0,MEDICAL,14.59,0.14,8,462,No,1
30,male,Master,16425.0,5,RENT,2000.0,PERSONAL,17.19,0.12,6,675,No,1
22,male,Associate,23032.0,0,RENT,5400.0,DEBTCONSOLIDATION,15.23,0.23,4,642,No,1
21,male,Master,34055.0,0,RENT,7000.0,EDUCATION,5.99,0.21,2,650,Yes,0
26,female,Doctorate,126774.0,7,MORTGAGE,15000.0,MEDICAL,8.94,0.12,4,619,Yes,0
21,male,High School,15479.0,0,OWN,4200.0,EDUCATION,13.48,0.27,4,660,No,1
22,female,Master,36951.0,1,RENT,10000.0,PERSONAL,13.98,0.27,2,630,No,1
25,male,Master,41649.0,3,MORTGAGE,10000.0,DEBTCONSOLIDATION,11.26,0.24,3,711,Yes,0
24,female,Associate,24202.0,0,RENT,8000.0,HOMEIMPROVEMENT,13.61,0.33,3,664,No,1
22,female,Bachelor,90982.0,2,MORTGAGE,10600.0,EDUCATION,5.79,0.12,2,707,Yes,0
24,female,High School,46735.0,4,MORTGAGE,6208.0,MEDICAL,8.66,0.13,4,611,Yes,0
27,female,High School,75030.0,3,RENT,15000.0,VENTURE,15.21,0.2,6,675,No,0
25,female,Bachelor,73166.0,1,RENT,12000.0,VENTURE,5.42,0.16,3,570,No,0
21,female,Master,53857.0,0,RENT,7500.0,MEDICAL,7.9,0.14,3,600,No,1
22,female,Master,50174.0,0,MORTGAGE,7000.0,HOMEIMPROVEMENT,7.9,0.14,2,531,No,1
25,female,Associate,115787.0,3,MORTGAGE,35000.0,EDUCATION,7.67,0.3,4,494,Yes,0
34,male,Associate,81404.0,14,MORTGAGE,7000.0,EDUCATION,7.51,0.09,9,678,No,0
24,female,Master,79090.0,0,RENT,6400.0,MEDICAL,9.99,0.08,3,700,Yes,0
31,male,Associate,115023.0,9,RENT,2500.0,DEBTCONSOLIDATION,13.72,0.02,7,638,Yes,0
39,male,High School,85179.0,18,RENT,6000.0,HOMEIMPROVEMENT,8.94,0.07,12,643,Yes,0
23,male,Associate,78928.0,1,RENT,8000.0,DEBTCONSOLIDATION,14.72,0.1,2,602,No,0
37,male,High School,90407.0,11,OWN,7500.0,VENTURE,7.05,0.08,14,690,No,0
31,female,Master,38032.0,7,RENT,5000.0,VENTURE,11.12,0.13,9,712,Yes,0
32,female,Bachelor,119435.0,10,MORTGAGE,5400.0,DEBTCONSOLIDATION,9.38,0.05,6,710,No,0
27,female,Bachelor,45025.0,5,MORTGAGE,5500.0,DEBTCONSOLIDATION,13.57,0.12,8,690,Yes,0
29,male,Master,34775.0,8,RENT,10000.0,MEDICAL,12.84,0.29,9,640,No,1
23,male,Associate,142058.0,4,MORTGAGE,15000.0,PERSONAL,6.03,0.11,4,610,Yes,0
27,male,High School,28876.0,8,RENT,3000.0,EDUCATION,17.8,0.1,10,597,Yes,0
24,female,High School,64432.0,1,RENT,8000.0,DEBTCONSOLIDATION,12.87,0.12,4,631,Yes,0
26,male,Bachelor,80871.0,3,RENT,17000.0,MEDICAL,16.77,0.21,3,541,No,1
22,male,High School,44603.0,2,RENT,15000.0,VENTURE,11.01,0.34,3,603,No,1
23,male,Bachelor,33778.0,5,RENT,5800.0,VENTURE,13.06,0.17,4,627,Yes,0
23,female,Associate,111654.0,2,RENT,30000.0,MEDICAL,15.23,0.27,2,625,No,1
26,female,Associate,33432.0,5,RENT,5800.0,MEDICAL,10.65,0.17,3,633,No,0
29,male,Master,48832.0,7,RENT,12000.0,MEDICAL,9.61,0.25,9,621,No,0
40,male,Bachelor,103074.0,15,RENT,18000.0,HOMEIMPROVEMENT,11.48,0.17,13,713,Yes,0
