normal_tails,heavy_tails
0.00629,-0.45104
-0.95391,-0.00739
-0.91535,-2.29125
-1.03072,0.5353
0.37583,0.33036
1.17235,0.23831
0.02077,-1.16434
0.3981,-0.2843
-0.24843,0.79692
-0.50061,0.08846
0.30801,-0.18206
-1.1566,-0.73222
1.07863,0.89319
0.79736,0.70798
0.38629,-0.8161
0.02621,0.03563
-0.51878,-0.49261
1.6247,-2.23834
-0.19202,0.0991
-0.56547,1.38455
-0.98461,-0.20672
-0.70305,-0.17352
-0.18292,-0.95355
-0.34062,0.15094
0.67308,0.02564
-0.43075,0.93776
-0.80244,1.38643
0.54425,-0.80592
-0.74101,0.5488
1.81614,0.05583
-1.27906,-0.31293
-0.12971,-0.19735
-0.79123,-0.12605
0.33726,-0.23497
1.35873,0.22039
-0.44859,-0.13802
-1.57336,0.51109
0.31231,-0.59938
0.08465,0.24435
0.66205,-0.18335
-0.80654,2.36873
-0.63357,0.24747
-0.75076,-0.72669
-0.54366,2.89233
-0.08105,0.0544
1.38594,0.77231
0.45957,-0.15117
-0.36174,-0.39655
-1.43914,0.85367
1.45556,0.04814
0.67433,2.30519
1.41555,0.11044
-2.76558,0.27766
2.406,0.79062
-0.96682,0.70065
-1.09531,0.06343
-0.70901,-0.17345
-0.53452,-0.36959
1.38317,-1.19751
-2.30148,-0.15963
0.60567,0.03978
1.32538,-0.64534
1.15438,0.16846
0.69379,-0.53693
0.97591,-0.06297
-0.36967,0.52526
-0.70639,-0.28854
-0.64228,0.47138
-1.77233,-1.17016
0.98521,0.87735
-0.04353,-0.40131
0.36909,0.28436
1.51669,-0.0503
1.40032,0.06891
0.57987,-1.1799
-0.80458,-0.1081
-1.77504,0.58793
0.8914,-1.09084
-1.68035,0.6683
-0.28753,-1.2977
-0.12945,-0.18068
-0.75396,-0.16697
0.11502,-0.51212
0.92092,-0.53938
1.46219,-0.26123
-0.44933,0.03654
-1.37499,0.08004
-0.22583,-0.43058
-1.08688,-0.04914
-1.01261,0.50857
0.23439,0.21533
1.08492,-0.13813
0.14143,0.15088
0.25158,-0.11538
1.1378,-0.1585
0.62377,-0.97569
-1.17625,0.21145
-0.60205,2.19245
-0.42972,0.66934
1.43331,-0.99288
-1.3567,-0.97326
-0.22018,-1.36717
-2.8133,0.89694
-0.56947,-0.45996
-0.96874,0.11171
-1.05706,0.31848
0.58428,-0.17944
-0.92647,0.35159
1.30305,0.65454
0.10167,-0.11568
-0.33323,1.68065
-1.13686,1.58943
1.6643,-0.30884
0.06775,0.61605
1.74318,0.64322
2.44724,0.12458
-0.00713,-0.24234
0.74005,0.01308
1.3806,-0.51913
0.03192,0.45162
-1.62913,-0.42812
1.03248,0.24353
-0.53136,-3.79485
-1.16099,0.47794
-0.60782,0.02623
1.42571,-0.5427
-0.99772,-1.28524
-0.57004,-2.20094
-1.08422,-0.72021
1.23631,-1.0178
0.73576,-0.16426
1.67968,-0.5058
1.02485,-0.80982
0.58204,0.6306
1.56085,1.11159
1.14947,-0.08868
0.36726,0.21968
0.83495,0.68935
2.09544,0.0135
0.79375,0.14093
-1.60523,-0.30621
-2.0729,-0.05091
-0.88135,0.08726
1.16967,0.30594
0.58516,-1.68712
0.85896,-0.36621
-0.02111,-0.14198
-0.09903,0.1784
-0.46104,0.15948
-0.12341,-0.88606
-0.07457,-0.19187
-0.16472,0.57191
-1.16582,1.33284
-1.44554,0.23781
1.27838,1.1741
0.11788,-0.37523
0.38269,0.40864
-0.65249,0.70153
-0.03743,-0.35787
0.42617,1.45495
-0.43195,-0.24642
-0.97301,-1.37034
0.47103,-0.17459
0.5177,-0.22959
-1.37786,0.29231
-1.08925,0.7273
1.13201,7.5619
-1.03747,-0.77507
-1.06063,-0.33998
-1.0327,0.79071
0.06079,0.19151
-0.28348,-0.36936
0.66351,1.26259
-1.27502,-0.66067
-0.79747,0.14995
-0.12704,0.25037
-0.19458,1.26703
-1.14289,0.65033
-0.51599,-0.3251
-0.95863,0.64892
-0.37344,0.05684
-1.33756,-0.0692
0.93258,-0.94566
-0.37493,0.54301
-0.50379,0.37585
-2.81146,0.59064
-0.86848,-0.4712
0.23336,-1.53742
0.77442,0.643
-1.32075,-1.3842
1.70274,1.55587
2.15289,0.98205
-0.87472,0.32017
1.02899,0.98769
-1.05436,0.6849
0.30565,0.65019
0.30818,-0.7384
0.93669,-0.0445
0.29231,-0.34331
-0.30593,0.22397
0.09755,0.37127
0.66049,-0.03505
-0.49203,-0.68594
0.69404,-0.1184
-0.678,-0.50649
0.24866,-0.04752
0.98056,-0.41213
-0.59901,0.20774
0.33189,0.9731
-2.60068,0.25565
-0.55106,0.38001
2.10911,-0.42782
-1.02112,-0.10143
-1.10078,0.81448
0.82569,-0.33041
-0.44567,-1.24654
-0.71654,0.00432
-0.558,0.48798
0.93808,-0.7529
-0.41746,-0.99873
-1.87382,0.27962
1.1907,-1.0576
1.21364,-0.59743
0.61272,-0.01352
-0.19989,0.72127
-1.22709,-0.24703
1.84199,-0.68654
-2.18603,0.42036
1.18794,-0.20624
1.01105,-0.43467
0.68895,1.20264
0.50246,0.09314
0.96769,0.66046
0.06026,1.17576
0.95526,-0.1
0.75266,0.27944
0.1133,0.35699
0.14302,-0.02374
0.08062,1.81546
1.48966,0.78277
-1.0286,0.69071
-0.24205,-2.66946
1.39025,-2.50001
-0.79294,0.4827
0.33115,-0.60507
-0.02622,-0.33875
-1.57461,-0.5738
0.15314,0.1049
0.87611,-1.36472
-0.19886,-1.24227
0.97062,0.8261
0.51603,-0.39961
0.34039,0.257
-1.64202,-0.47191
0.57215,0.06388
0.32688,-0.04433
0.72348,-0.61219
0.63715,0.15716
-0.91522,0.231
-0.56453,-0.27203
-1.24813,0.40449
0.26016,-0.03125
-0.79285,-0.12428
1.33752,0.75563
0.93751,-0.34775
-1.22136,-0.37193
0.58331,-3.24766
-0.59389,-0.95711
-2.04208,-1.2611
0.50418,-0.12701
-1.35029,-0.5615
-0.47636,0.40297
0.6149,-0.47862
0.56895,0.33988
2.69508,0.03024
0.53294,0.15117
-0.15652,1.19369
-0.86966,-0.49193
-2.1979,1.28756
-0.56547,-0.0812
-0.14996,0.27302
1.83663,0.4135
-0.39987,0.99065
-1.67352,-1.69866
0.19253,-0.20146
0.00362,-0.71025
0.60539,1.14096
0.03999,-1.02384
-0.89682,-1.15734
-1.63319,1.59394
-0.45653,0.85155
-0.30792,0.24665
0.1042,-0.81048
1.26991,-0.56511
-0.3722,-0.56554
-0.75296,-0.28098
-2.8423,0.55213
0.62842,-0.38555
-1.43147,-0.55114
-0.5252,-0.49909
-1.07028,0.25766
-0.0183,0.29988
-0.46202,-0.65977
-0.45552,-0.70038
-0.95018,-0.50871
0.62707,-0.63091
-1.35911,-0.47465
-0.60387,1.64781
1.11468,1.06424
-1.25498,0.18705
2.07035,0.35809
-0.48236,2.04967
1.30682,0.15867
1.80302,0.43266
-0.17642,0.08051
0.31689,-0.07261
1.40554,-0.04295
0.56343,0.48204
2.60988,-0.45688
0.90705,0.06622
-0.20452,-0.43107
1.18142,0.45621
0.15127,1.40717
1.94374,0.37991
-1.46451,0.12807
1.74697,-0.21585
2.15315,-0.11383
1.69337,-0.13741
0.09221,-0.5257
-2.11167,-0.57497
-0.8583,-0.31985
0.00252,-0.42942
1.49866,0.34782
0.21221,-0.40117
-0.60393,-0.47565
0.35084,0.10565
1.44939,0.68936
-0.39666,0.17087
0.11161,-0.34072
0.30075,-0.42509
0.53083,0.61378
0.93332,-1.1498
1.25825,0.66671
-1.57849,-1.4138
0.56822,0.28324
-0.0818,-0.0769
-0.88818,-0.72745
0.25799,-0.53772
0.05995,2.53083
-0.23208,-0.47051
0.56346,0.06051
-0.2848,0.18872
0.30791,-0.22452
0.11567,-0.85285
0.05842,-0.18648
-0.04125,-0.49957
-0.35441,0.74727
1.28891,-0.82657
0.63859,0.78106
0.35066,0.28726
0.84762,0.1154
-0.63964,-0.04076
1.47379,-0.01924
-1.6608,0.68801
-0.34706,0.26733
-1.71625,-0.88982
-0.58801,1.35042
0.33868,-0.86509
0.02673,0.01741
2.00211,-0.75545
0.219,-0.92445
0.43013,-0.43219
-0.09365,-1.33049
-1.05312,1.25526
0.77007,0.34699
1.40542,-1.28367
-1.21534,-1.27653
-1.97474,-0.39358
-1.79808,0.39967
-0.36141,-1.27002
0.24501,1.26176
0.64895,0.06069
-2.32944,0.24256
-1.62759,1.02133
0.10219,0.92186
0.39876,2.56039
-0.44573,0.66373
-0.63639,1.07396
0.44176,0.41717
-0.73023,-0.63753
-1.75155,-0.12925
1.35529,0.08402
0.8942,0.07607
-0.38545,-0.02564
-0.13661,-3.10401
-0.86143,-0.57002
1.62023,0.27848
0.47613,-0.67269
0.99537,0.15207
-0.23943,0.61414
-1.0655,-1.86615
2.25922,-0.42713
0.41826,-0.55449
1.05482,0.0291
1.40155,0.08742
1.94532,-0.39351
0.55397,0.21113
-1.5029,0.55652
0.58796,-0.57947
-0.51524,0.17844
-0.21814,1.65508
1.09953,-0.1265
0.31117,0.10569
-0.26043,-0.25821
-0.0898,0.04222
0.51709,1.00002
1.43286,-0.04009
1.34175,-1.03451
-1.3819,-2.09237
0.56953,0.96563
0.36846,0.26217
0.76871,0.38467
0.77214,0.52435
0.67682,1.11879
1.06161,0.08328
0.27103,0.60358
1.25348,-0.79634
2.014,-0.03182
-0.31679,2.00704
-1.11885,0.40161
-0.26359,0.39778
0.03972,-0.33517
-0.22602,1.12734
-0.83008,0.26421
-0.57626,-1.87836
0.77473,1.93289
0.98843,-0.78564
-0.82653,0.05606
-0.13903,-0.16491
-1.38283,-1.35268
-0.6801,-0.77809
0.18506,0.49621
-0.38677,-0.0448
-0.07864,0.46884
-1.35962,0.30216
-0.19491,-0.77248
-1.65044,0.40702
0.00013,-0.17021
-0.04893,0.24106
-0.88536,-1.11483
-0.20696,0.32576
0.24118,-0.43074
0.45102,-0.30375
2.10047,0.5401
1.63255,0.35152
-0.3888,-0.70728
1.88234,-0.05285
0.22526,-0.87561
2.56738,-0.05839
0.44539,0.5656
-0.45848,0.38644
0.61459,-0.45474
0.11002,1.91122
1.49977,-1.22161
-0.22995,0.33356
-0.34256,-0.85472
-2.28281,-0.22071
-0.23016,0.14787
-0.61195,-0.79052
-0.6017,-1.4904
1.15011,-0.27349
0.85747,1.05344
0.08857,0.16081
-0.11615,0.67379
-0.77959,0.38809
-1.00111,1.58653
0.58905,0.11663
0.3024,-0.47461
-1.04943,1.31579
-0.04469,0.18269
-0.2979,-0.70343
-0.0293,-0.16725
1.6472,1.12185
-0.72127,-2.4499
1.37643,-0.41412
1.04188,0.01079
0.07902,0.65429
0.94278,0.84957
0.47227,-1.42689
-0.19732,-1.19275
-1.77298,-0.12633
-1.30428,0.28097
-0.98153,-0.0386
-0.36352,1.25383
-0.05407,0.47429
1.39011,0.4726
0.10294,0.9581
1.82545,-0.3457
1.28575,0.13332
1.18267,2.28781
0.02142,-0.68241
0.19807,0.87073
0.814,0.55821
-0.18162,0.57755
0.21934,-0.39654
-1.54219,0.63186
0.74036,-1.27263
0.53082,-0.14361
-0.2991,0.65337
1.5689,0.09608
1.78249,1.50748
0.62486,1.10808
-0.51183,-0.80247
0.64075,1.27993
0.44766,0.20043
1.06499,1.30737
-0.24995,0.18889
0.70809,0.31569
0.86254,-0.56458
0.66881,0.67683
0.56468,0.61628
0.15071,0.96475
-0.34311,0.81276
-0.97209,-0.28139
-2.03803,0.94678
-1.97536,-0.07331
-0.67906,0.80594
-0.43847,-0.17292
1.33196,1.61129
0.63416,0.09725
-0.70967,-0.45262
-0.3902,0.28296
-0.65125,-1.13973
-0.74446,-1.55079
2.00605,0.65317
-0.71686,-0.62341
0.43395,0.45814
-0.24662,0.17036
-1.13332,0.23788
-0.16356,0.81883
-1.58967,-0.16786
-0.18355,-0.06515
0.85443,0.70923
-1.01737,0.45848
1.05953,0.14891
-0.71438,0.52486
-0.52607,-0.04391
-0.10626,-0.94638
1.15796,0.68326
-0.90166,-0.00326
0.4306,-0.76928
-1.01348,0.35107
0.77072,-0.0148
2.18527,-0.91801
-1.81713,0.45503
-0.3,0.59088
-0.68321,-0.52052
-0.57425,0.78012
-1.75893,-0.82712
-0.01241,0.96223
-0.89192,0.84004
-0.64774,0.53775
0.33785,-0.63702
-0.39228,-0.30207
-0.70345,-0.26613
1.80815,-0.12738
0.13292,-0.41298
-0.30978,-0.82301
-0.05329,0.65972
-0.01474,-0.19612
-0.19555,0.35582
0.50952,-0.09783
-0.90784,-0.08075
1.33107,-0.32067
0.08309,-0.3444
1.12677,0.23139
-0.3165,-1.02993
1.75582,-0.27392
0.56106,-0.77841
0.15216,-1.07431
1.68819,1.16582
0.16884,-0.33865
0.88763,-0.69516
-0.22852,0.45937
2.91947,-0.05208
0.08378,0.46584
-0.38365,-0.10369
0.36614,-0.65716
1.14047,0.96006
-0.74403,-0.00458
1.08358,1.20043
-0.32968,-1.03986
-0.58211,-0.2433
-0.87695,-0.36191
1.42115,1.10772
-1.26896,-0.03882
-0.74845,0.5337
-0.70176,0.45358
-0.15578,-0.11765
0.22732,-2.0393
-0.70279,-0.68611
-0.7293,-0.66175
-2.37868,-0.76475
1.14437,0.01462
0.36145,0.633
0.98356,0.56397
0.45157,0.00329
-1.62606,4.29924
0.87235,0.0611
1.50618,-0.66017
-1.55232,1.51102
1.06194,0.1395
-0.75384,-0.12736
-0.54177,-1.35351
-1.29071,0.90534
-0.939,-2.19961
0.03111,0.67828
0.52191,-0.69777
0.50022,-0.14515
0.5918,-0.24834
-0.38051,0.41519
0.50295,-0.09575
0.66229,0.37499
1.0036,0.60933
0.50342,-0.36478
1.55222,0.07131
0.01828,0.21593
-2.2513,-3.14823
0.69643,-1.25657
0.46722,1.46243
0.92036,2.41184
-1.09675,0.62767
0.94524,-0.12825
0.39019,-0.1078
-1.01455,0.65028
-1.21592,1.03569
0.93809,0.85515
2.18077,0.59451
0.71794,0.34082
-0.80153,-0.49579
0.38649,-0.17945
-0.9254,-0.63426
-0.30232,0.63674
0.31113,0.36002
-0.2628,-0.97442
1.15768,-1.03565
-1.6311,-0.48328
0.11767,-0.53829
1.0538,-2.48293
0.12972,0.42565
0.99893,-0.29239
-0.36254,-0.04536
0.73048,-0.00665
-1.12011,0.45482
0.02502,-0.39912
-0.19445,-0.0165
0.64116,0.33039
-0.59273,-0.01764
0.06646,1.03367
-3.28426,-0.94551
-0.431,0.37904
0.62518,-0.93363
1.21505,-0.6732
0.42376,0.73469
0.01596,0.21508
1.89726,-0.71165
-0.01107,-0.48827
-0.24104,-0.20462
0.25172,-0.53136
-0.1121,-0.32465
-1.08066,-1.21548
-1.72001,-0.96086
-1.09943,0.54206
0.25206,-0.24419
0.55074,0.29751
0.43627,0.14628
-0.60659,-0.67557
-0.53423,-0.16663
0.81095,0.56471
-0.76134,-0.82798
-0.52264,0.96719
1.39841,0.06599
0.06352,0.37889
-0.60508,-1.55716
-0.72076,-0.15458
1.15047,0.44954
-0.06042,0.65054
0.11989,-1.43224
0.12988,0.33814
-2.02721,0.58644
-0.93419,0.91675
0.16233,-1.60063
-0.14009,1.24088
0.32858,0.24574
-0.94623,-0.26703
-0.91227,0.126
0.38191,0.44677
1.63514,0.12174
-0.99666,-0.24689
-0.07767,0.75264
-0.94552,0.09221
-1.62706,0.43282
-0.11732,0.31208
-0.29448,-1.81368
-2.53587,0.27736
-0.69019,0.32539
-0.77895,-0.0504
-1.62796,0.44179
-0.96779,0.08405
1.60446,-0.20515
-2.40395,-1.3776
-1.56103,0.40885
0.87845,-0.45048
0.08144,-0.0421
0.3586,-1.95141
-0.07847,-0.52743
-0.07175,-0.17569
-0.70743,-0.28696
1.06151,-0.38641
-2.08083,0.65089
0.20717,0.21542
-2.24554,1.78814
-2.44606,-0.22714
-0.37843,-0.44829
1.4684,0.48763
0.39119,0.74523
-0.17124,-0.03626
1.60579,-0.10224
-0.21836,-0.49575
-0.88093,0.11089
0.50519,-0.26091
-1.55177,0.21956
2.07035,-0.50018
0.19659,-0.09143
-0.26413,1.64448
-0.76361,-0.07885
0.60495,-1.25072
1.60085,-0.38329
-0.96709,-0.83306
-0.14592,-2.08361
-0.0792,-0.26247
-1.23796,-0.00658
0.91437,-2.09378
0.02076,-0.02209
-0.7924,-0.73456
0.53319,0.40948
-1.1792,0.70214
0.05515,-0.33008
-0.09215,-0.02533
-1.2085,-0.73071
-0.87989,-0.35764
-0.03718,0.14079
-2.14661,-0.06348
-0.24778,-0.23132
0.14123,0.29028
-0.10657,0.86348
-0.22091,0.36825
-1.57367,-1.30743
-0.43061,0.76208
-0.24032,-0.04224
0.5016,-1.14879
0.03473,0.2792
0.91294,0.18936
-0.08372,-1.53933
0.20164,0.11457
0.60106,-1.14812
-0.09703,0.30752
1.26622,-0.0595
-1.82877,0.22925
-1.4602,-0.97157
0.98977,0.39484
-1.72552,1.35509
-0.80107,0.34424
-0.73593,0.72231
0.23424,0.48947
-0.86051,0.17738
-0.8501,0.9737
2.16344,-1.35239
-0.2894,-0.78413
0.11243,0.18175
0.79578,0.63489
0.29338,-0.69925
-0.42911,-0.19612
-1.01022,-2.30875
-0.50941,0.64863
0.44912,-0.63737
0.38143,1.07997
0.85026,0.99637
0.85649,-1.507
2.30409,-2.2786
1.50577,0.37041
0.22804,0.6449
0.34635,-0.30434
0.27503,0.03415
0.04641,-0.11961
0.21273,-0.34233
0.29233,0.23955
-0.51379,-1.7004
-0.94389,0.45471
-0.60881,-1.04361
0.64762,1.27794
1.20176,-0.59885
0.33724,0.65173
-0.02125,-0.11831
0.74884,-0.44185
-0.02092,-0.44601
0.30469,-0.34945
1.08761,0.04946
-1.67129,0.25425
-0.94177,0.35809
2.29811,-0.01861
-0.0203,-0.05799
-0.61739,0.56259
-0.99678,-0.19141
-0.31212,-0.13441
-1.02471,-0.21368
-0.46788,0.41307
-0.3317,-3.41942
1.2412,0.22965
-0.49226,-0.66269
0.69254,0.21717
-0.83392,-0.44291
2.91544,0.02702
-1.22267,0.05243
-0.18801,-1.39165
0.10776,-0.01611
-0.14615,-0.61527
0.821,0.13628
0.70946,0.22987
0.19794,0.02707
1.8469,-0.67353
-0.50059,0.02919
-0.07824,-0.67259
-0.17852,0.14426
0.10399,-6.23779
0.39481,0.1529
-0.00305,-0.29875
-0.42033,-0.60519
-0.52888,-0.06729
-0.26999,0.0953
-0.85556,0.38057
-0.62509,1.97252
-1.17425,0.57034
-2.22939,-0.04586
0.5972,0.46569
-0.93408,-0.01265
0.91916,-1.195
-0.96199,-1.89339
0.37251,-0.0347
-1.21635,-0.50894
1.21131,0.66031
-0.83761,-0.53523
-1.53595,0.1148
-0.46391,-2.11559
-1.04587,-0.61474
2.75753,0.57652
-1.19029,-0.9952
0.74749,0.06422
-2.43857,0.34108
0.70036,-0.18136
-1.35979,0.81361
-0.43612,0.24551
-1.08476,0.4043
0.50141,0.03534
-0.83681,0.8043
0.10648,0.19122
0.43959,1.13609
0.60054,0.13329
-0.23654,0.91217
1.34055,-0.02646
1.34033,0.87688
-0.65371,0.80665
0.38689,-0.53731
0.98132,-0.10641
2.17755,-0.89989
-0.68139,-0.63217
0.83104,0.40465
0.23478,0.62842
-0.83335,-0.69294
0.12076,-0.10728
-1.43713,1.04358
-0.28978,-7.98661
2.17381,0.88035
0.83987,0.08665
1.30225,0.35169
0.51164,-0.22033
-0.25698,0.11169
-1.04505,-0.46456
-1.92648,-0.63709
-1.2997,-0.43771
2.10078,0.42842
-0.61303,-0.58901
0.15886,-0.60368
1.10067,-0.14581
-1.2359,0.11911
0.42307,0.6386
-1.17826,-0.22945
-0.14383,0.3456
-1.34256,3.8497
1.8099,0.30824
0.32199,0.22358
1.43163,-0.49699
-0.98636,-0.54459
0.3443,-0.03846
-0.92597,-1.27659
2.73674,-1.11545
-0.38987,-0.79292
0.29432,0.44291
0.86117,0.32914
-0.48767,-1.40489
0.74106,0.3205
-0.1976,0.29118
0.12762,-0.36738
-0.77982,-0.18037
0.82849,0.79162
1.39156,0.53305
-1.50215,-0.11866
0.11049,0.97018
-0.36154,-1.37006
0.24277,0.36145
0.83805,-0.50576
-0.18972,-0.46093
-0.06505,-0.60129
0.05205,0.16851
-0.11007,-1.5516
0.61294,0.45625
-1.13407,0.51601
-0.10693,1.98439
0.33304,0.45513
1.17704,3.36305
1.81763,-0.12096
0.23985,-0.05969
0.05196,-0.77029
-1.17397,0.43727
-0.95999,-1.16687
0.32646,1.92949
-0.17915,-0.79481
0.56467,-0.26967
-2.50464,0.04312
-0.61386,-0.16322
0.13324,0.15614
-0.27827,-1.24616
-0.41019,0.65317
-0.97254,0.15149
-0.42416,-0.75626
-0.60817,0.07584
-0.64209,0.34487
0.02128,0.06276
0.65867,-0.24532
-0.11691,-0.92553
-1.11996,0.88301
1.3813,-0.57426
-0.81418,-0.29923
0.02556,1.54774
0.31376,-1.33496
-0.07472,0.0098
-1.38809,-1.07064
-0.63794,-0.06433
-1.5664,0.10096
1.4512,-0.24759
-0.96883,0.8628
1.66222,-0.18271
0.68454,-0.01446
0.73544,-0.75349
-0.00735,2.11962
-1.06848,-0.45588
-0.40942,-0.10501
-0.19781,-0.12126
2.18087,-1.54477
0.36924,-0.02225
-1.11763,-0.87975
-0.23576,0.38012
1.6002,1.66358
0.38454,0.20727
0.41431,0.55408
-0.32698,0.10646
-1.25277,0.29654
1.70995,0.01072
1.30706,-0.11865
-1.49871,-0.1987
-0.02917,-0.16678
-0.29674,0.34198
1.4028,-1.35074
-0.05165,1.0484
-1.23782,0.71806
1.8292,-2.30643
0.17393,0.21299
0.45169,-1.04133
0.39787,1.12846
0.44698,-0.27522
-1.26733,-0.08339
-2.11045,1.6252
0.30492,-3.19143
0.76928,-0.09904
0.22317,0.29375
1.70468,0.50408
-0.30289,0.48037
-1.53133,0.018
1.3356,0.32215
0.9212,-1.26892
0.12022,0.50408
-2.33288,-2.58864
1.69741,0.3586
-0.58567,-3.43073
0.87716,-0.16062
-0.59798,-0.51295
1.89665,-0.38127
0.45344,-0.30421
-0.89254,-0.08047
-1.99103,-0.52099
0.99868,2.56056
-1.4978,-0.25811
0.13502,0.50493
0.97183,0.95532
-1.22589,0.39461
0.94835,0.20717
0.34744,0.0558
-0.51952,-0.93045
-0.047,-0.87437
0.60167,-1.62782
-0.37294,-0.09791
0.86096,-0.49645
-0.23527,0.56378
0.10191,-0.27079
0.64547,0.28966
1.05048,-0.55261
0.25094,-1.12753
0.60234,-0.58229
2.47757,-0.43086
0.54934,-0.86784
-1.7853,0.27808
1.52683,-0.05171
0.10316,0.27849
1.02906,0.01486
0.07991,0.08877
0.32722,1.08657
1.26358,-0.51295
0.48286,0.1499
-0.73118,-0.32371
1.3153,2.17428
-0.82545,0.83894
0.93238,0.9923
0.72236,0.675
-0.06054,0.32735
0.03391,0.53459
-1.38967,0.74202
-0.59376,0.83943
3.20596,-0.59364
-2.07954,1.70312
1.06355,0.25372
-0.96511,-0.41061
-0.4164,-1.72505
-2.06512,-0.79476
-1.2046,2.63395
-0.22281,-0.06956
0.556,-0.22761
1.18425,-0.31543
1.43129,0.00554
-0.03795,1.2237
-0.86951,0.04482
1.13115,0.05012
0.20938,0.8053
-1.25152,-0.9984
1.98227,-1.28403
1.02672,0.50064
1.35128,0.69672
0.0633,-5.37948
-0.66931,0.77694
0.77276,0.30138
-0.36459,0.52106
1.63107,0.1316
-0.35626,-0.62993
-0.34603,-0.3441
1.34533,0.51446
1.39203,-0.0728
0.41751,-0.53718
1.17092,-1.07324
0.45056,-0.32816
-0.66051,2.14506
1.22092,-0.23627
-1.13393,0.09454
0.00094,0.20083
-0.29834,-0.65065
-0.57975,-0.35011
-0.80679,0.2426
-0.00254,0.23238
-0.49398,0.40168
-0.1996,-1.02017
-0.47856,-0.32291
-0.80812,0.18467
-0.42886,1.00059
0.51112,0.24114
-0.12106,-0.62024
-1.08949,-2.5065
-0.42731,-0.36031
-1.24439,0.02846
-0.38232,0.05065
0.17079,0.0856
-0.39581,1.00015
-0.11591,-0.56902
1.10998,-0.72474
-0.4473,-0.01203
0.37371,-0.52928
-0.80716,0.56102
1.48596,-1.0529
-0.17062,0.43505
0.01379,0.85278
-0.84388,-0.33866
0.70965,-0.17793
0.87038,0.66031
1.38593,1.17811
-0.49177,-0.02592
0.56066,1.96393
-1.8451,-0.29497
-1.40129,0.1189
1.21401,-0.56471
1.24566,-0.52935
0.03764,-0.29646
0.13295,0.83806
2.3995,-0.07804
0.7422,-0.20932
1.15026,-0.29141
0.6302,2.48532
0.01496,0.90221
-1.15095,-2.28683
0.4852,0.28552
0.09253,0.14051
0.11362,0.27102
0.53803,-0.43743
0.02491,-0.6139
1.54305,0.77883
-1.15989,1.1176
0.58188,0.89817
-0.88664,-0.17308
-0.23224,-2.5505
-1.20052,1.22013
-0.02543,-0.57103
1.04202,0.08225
0.56245,-0.58303
-0.11413,0.58601
1.70146,-0.60933
-0.92185,1.47656
1.7384,0.47617
-0.22968,0.9437
1.29516,1.1105
0.1066,0.86647
-0.32369,0.71738
1.68461,0.86546
-0.66651,-0.02345
0.47964,0.19249
0.82102,-1.31193
1.15919,-0.49436
-0.95885,0.1745
1.05292,0.88481
-1.2271,0.16871
0.27467,-0.37727
0.69951,0.31529
0.64043,0.55382
0.19683,-1.92036
0.09438,-0.3928
0.44686,2.41229
-0.55226,0.32773
1.29957,0.22563
1.14106,0.24357
-0.01116,-0.19799
0.88643,-0.24158
-0.22438,-0.30489
0.54732,-0.06092
-0.44487,-0.24696
0.59059,0.09336
0.6956,-0.95368
-0.14976,0.18419
-1.54607,-0.29914
1.58925,1.68982
0.93407,0.26026
0.75847,0.02171
1.00061,0.28947
0.23121,0.60657
0.83005,-0.25521
0.55911,1.33302
-1.20467,-1.04364
-0.87859,0.32951
-1.54225,0.07249
-0.91541,-0.38991
-0.6312,0.13375
-0.78907,0.31217
-2.31253,-0.69403
-0.18966,0.1934
-1.06672,-0.65244
-1.45232,1.78371
0.22705,0.68513
1.05366,0.16646
1.23721,1.67653
0.65695,-0.29375
0.87886,-0.24587
2.45063,-1.93655
-0.95101,-0.60156
1.00983,-2.51221
-0.53861,0.81393
0.59778,0.566
-0.04224,-1.16065
0.25057,-0.13452
-0.12294,0.05894
-0.38828,0.37867
-0.7954,-1.31169
1.15008,-0.21013
0.91903,0.28577
0.80104,-0.22823
-0.03872,1.87785
-1.39753,-0.03955
-0.04326,-0.00274
1.11597,-0.0048
-1.42401,-2.12502
1.13605,-0.03846
0.69117,-0.63713
0.061,2.63031
-0.88967,0.65344
1.2883,0.43102
-1.43089,-0.55109
-0.28828,-0.03715
-0.66967,1.03595
0.09448,0.47259
0.36249,0.50455
0.16904,0.64672
-0.84385,0.63782
-0.64141,-0.72405
0.20366,0.43084
0.42525,0.55976
2.21472,0.57187
1.64012,0.0282
0.03561,-1.16243
0.35864,-0.14682
1.03369,-2.03442
0.84254,-0.39547
0.04891,-0.54109
1.00416,0.23455
0.29571,2.67921
-0.97759,2.89674
-2.33161,0.36528
-1.82504,-1.58957
-0.98161,0.24299
-0.59929,0.34007
-0.28873,-0.16472
1.03098,-0.58279
-1.28378,-0.72666
-1.61594,0.00017
0.24609,-0.43139
-0.17896,-0.40442
-0.60579,0.05539
-0.50673,0.72126
-2.79715,-0.57966
-1.10212,-0.48252
0.51325,-0.80204
0.50629,-0.43882
1.62707,-1.06019
1.09003,0.93458
-0.21503,0.68048
-1.31509,-0.55125
-0.3522,2.36992
0.81959,0.14437
1.31682,-0.74104
3.02609,0.27776
2.40864,1.31097
1.17742,0.57745
0.01156,0.81716
-0.44213,1.18452
-0.3297,0.26436
-1.98107,0.77552
0.37538,0.29867
-0.30723,0.4013
-0.78312,0.29355
-0.04718,-0.50934
-0.20168,0.52606
-1.01261,-0.47164
0.61993,-0.25954
