shop,city,amount,ts
33,Delhi,483.12,2024-02-11 04:24:00
17,Mumbai,516.11,2024-02-11 04:25:00
49,Delhi,568.6,2024-02-11 04:26:00
17,Mumbai,417.77,2024-02-11 04:27:00
32,Pune,565.54,2024-02-11 04:28:00
11,Mumbai,255.94,2024-02-11 04:29:00
22,Pune,545.06,2024-02-11 04:30:00
1,Mumbai,648.41,2024-02-11 04:31:00
40,Pune,401.9,2024-02-11 04:32:00
37,Pune,252.86,2024-02-11 04:33:00
28,Pune,440.82,2024-02-11 04:34:00
9,Mumbai,824.9,2024-02-11 04:35:00
28,Mumbai,436.03,2024-02-11 04:36:00
35,Pune,512.88,2024-02-11 04:37:00
20,Pune,547.39,2024-02-11 04:38:00
3,Pune,544.68,2024-02-11 04:39:00
19,Delhi,381.36,2024-02-11 04:40:00
37,Delhi,579.79,2024-02-11 04:41:00
11,Delhi,610.86,2024-02-11 04:42:00
44,Mumbai,620.08,2024-02-11 04:43:00
11,Delhi,370.77,2024-02-11 04:44:00
9,Delhi,446.58,2024-02-11 04:45:00
24,Mumbai,428.91,2024-02-11 04:46:00
7,Mumbai,390.81,2024-02-11 04:47:00
48,Pune,419.37,2024-02-11 04:48:00
36,Pune,545.13,2024-02-11 04:49:00
32,Pune,421.71,2024-02-11 04:50:00
3,Pune,486.6,2024-02-11 04:51:00
23,Pune,495.97,2024-02-11 04:52:00
9,Pune,566.49,2024-02-11 04:53:00
37,Mumbai,520.5,2024-02-11 04:54:00
29,Pune,636.52,2024-02-11 04:55:00
15,Delhi,510.32,2024-02-11 04:56:00
25,Delhi,298.02,2024-02-11 04:57:00
7,Delhi,579.34,2024-02-11 04:58:00
11,Mumbai,387.46,2024-02-11 04:59:00
37,Delhi,541.16,2024-02-11 05:00:00
14,Pune,416.06,2024-02-11 05:01:00
32,Mumbai,440.22,2024-02-11 05:02:00
4,Mumbai,535.65,2024-02-11 05:03:00
20,Pune,471.61,2024-02-11 05:04:00
21,Pune,749.03,2024-02-11 05:05:00
0,Mumbai,467.29,2024-02-11 05:06:00
44,Pune,359.0,2024-02-11 05:07:00
29,Mumbai,384.17,2024-02-11 05:08:00
47,Delhi,568.62,2024-02-11 05:09:00
24,Delhi,548.62,2024-02-11 05:10:00
10,Pune,532.44,2024-02-11 05:11:00
20,Delhi,518.25,2024-02-11 05:12:00
13,Mumbai,585.44,2024-02-11 05:13:00
32,Delhi,419.89,2024-02-11 05:14:00
14,Delhi,480.58,2024-02-11 05:15:00
0,Pune,632.09,2024-02-11 05:16:00
40,Mumbai,541.76,2024-02-11 05:17:00
49,Mumbai,549.35,2024-02-11 05:18:00
18,Mumbai,325.53,2024-02-11 05:19:00
7,Mumbai,328.96,2024-02-11 05:20:00
3,Pune,493.42,2024-02-11 05:21:00
31,Mumbai,319.62,2024-02-11 05:22:00
23,Mumbai,576.35,2024-02-11 05:23:00
39,Delhi,512.56,2024-02-11 05:24:00
34,Mumbai,480.32,2024-02-11 05:25:00
37,Delhi,492.27,2024-02-11 05:26:00
24,Pune,481.69,2024-02-11 05:27:00
24,Delhi,572.36,2024-02-11 05:28:00
39,Pune,354.93,2024-02-11 05:29:00
18,Mumbai,395.94,2024-02-11 05:30:00
5,Pune,471.77,2024-02-11 05:31:00
19,Pune,550.38,2024-02-11 05:32:00
7,Pune,619.66,2024-02-11 05:33:00
45,Delhi,452.96,2024-02-11 05:34:00
31,Mumbai,364.49,2024-02-11 05:35:00
18,Delhi,562.76,2024-02-11 05:36:00
31,Delhi,615.85,2024-02-11 05:37:00
8,Mumbai,708.13,2024-02-11 05:38:00
34,Mumbai,532.96,2024-02-11 05:39:00
8,Delhi,316.1,2024-02-11 05:40:00
49,Delhi,582.16,2024-02-11 05:41:00
17,Delhi,513.69,2024-02-11 05:42:00
33,Mumbai,581.55,2024-02-11 05:43:00
1,Delhi,613.36,2024-02-11 05:44:00
34,Delhi,571.69,2024-02-11 05:45:00
24,Delhi,499.68,2024-02-11 05:46:00
32,Pune,639.35,2024-02-11 05:47:00
21,Mumbai,487.03,2024-02-11 05:48:00
10,Pune,422.79,2024-02-11 05:49:00
12,Delhi,501.93,2024-02-11 05:50:00
29,Mumbai,494.46,2024-02-11 05:51:00
8,Pune,485.08,2024-02-11 05:52:00
1,Pune,464.62,2024-02-11 05:53:00
43,Delhi,458.88,2024-02-11 05:54:00
7,Delhi,737.87,2024-02-11 05:55:00
21,Pune,472.82,2024-02-11 05:56:00
10,Mumbai,483.19,2024-02-11 05:57:00
16,Pune,449.59,2024-02-11 05:58:00
17,Mumbai,404.97,2024-02-11 05:59:00
19,Delhi,584.61,2024-02-11 06:00:00
12,Mumbai,584.16,2024-02-11 06:01:00
2,Pune,453.04,2024-02-11 06:02:00
25,Delhi,547.18,2024-02-11 06:03:00
24,Mumbai,437.23,2024-02-11 06:04:00
32,Mumbai,459.89,2024-02-11 06:05:00
5,Delhi,655.42,2024-02-11 06:06:00
17,Mumbai,346.79,2024-02-11 06:07:00
33,Mumbai,390.53,2024-02-11 06:08:00
3,Pune,638.0,2024-02-11 06:09:00
17,Mumbai,475.97,2024-02-11 06:10:00
44,Mumbai,777.37,2024-02-11 06:11:00
42,Delhi,583.43,2024-02-11 06:12:00
36,Delhi,375.12,2024-02-11 06:13:00
10,Pune,228.82,2024-02-11 06:14:00
36,Delhi,558.98,2024-02-11 06:15:00
46,Mumbai,630.48,2024-02-11 06:16:00
26,Mumbai,550.56,2024-02-11 06:17:00
42,Pune,556.59,2024-02-11 06:18:00
24,Delhi,407.16,2024-02-11 06:19:00
22,Mumbai,587.17,2024-02-11 06:20:00
37,Mumbai,492.67,2024-02-11 06:21:00
17,Pune,401.79,2024-02-11 06:22:00
48,Pune,549.05,2024-02-11 06:23:00
2,Pune,702.98,2024-02-11 06:24:00
20,Pune,552.02,2024-02-11 06:25:00
42,Delhi,373.24,2024-02-11 06:26:00
34,Pune,471.54,2024-02-11 06:27:00
44,Pune,266.49,2024-02-11 06:28:00
41,Delhi,489.36,2024-02-11 06:29:00
39,Delhi,587.96,2024-02-11 06:30:00
9,Delhi,387.47,2024-02-11 06:31:00
21,Mumbai,480.14,2024-02-11 06:32:00
16,Delhi,632.34,2024-02-11 06:33:00
24,Mumbai,545.79,2024-02-11 06:34:00
11,Mumbai,526.65,2024-02-11 06:35:00
21,Pune,498.46,2024-02-11 06:36:00
22,Delhi,508.54,2024-02-11 06:37:00
25,Mumbai,786.39,2024-02-11 06:38:00
43,Delhi,367.75,2024-02-11 06:39:00
43,Delhi,586.99,2024-02-11 06:40:00
16,Mumbai,453.53,2024-02-11 06:41:00
49,Mumbai,590.71,2024-02-11 06:42:00
27,Pune,628.82,2024-02-11 06:43:00
48,Pune,420.81,2024-02-11 06:44:00
6,Mumbai,497.66,2024-02-11 06:45:00
6,Delhi,532.85,2024-02-11 06:46:00
7,Pune,575.67,2024-02-11 06:47:00
21,Pune,586.02,2024-02-11 06:48:00
18,Pune,672.99,2024-02-11 06:49:00
23,Mumbai,448.04,2024-02-11 06:50:00
1,Pune,441.0,2024-02-11 06:51:00
18,Delhi,487.09,2024-02-11 06:52:00
21,Delhi,303.71,2024-02-11 06:53:00
16,Delhi,402.94,2024-02-11 06:54:00
34,Delhi,558.11,2024-02-11 06:55:00
28,Delhi,242.08,2024-02-11 06:56:00
25,Mumbai,358.6,2024-02-11 06:57:00
15,Mumbai,462.66,2024-02-11 06:58:00
48,Delhi,360.68,2024-02-11 06:59:00
3,Delhi,506.29,2024-02-11 07:00:00
10,Delhi,573.2,2024-02-11 07:01:00
20,Pune,510.25,2024-02-11 07:02:00
12,Delhi,669.52,2024-02-11 07:03:00
44,Delhi,361.29,2024-02-11 07:04:00
49,Mumbai,563.79,2024-02-11 07:05:00
43,Pune,619.05,2024-02-11 07:06:00
8,Mumbai,620.31,2024-02-11 07:07:00
23,Pune,435.85,2024-02-11 07:08:00
22,Mumbai,311.33,2024-02-11 07:09:00
12,Mumbai,620.19,2024-02-11 07:10:00
4,Delhi,634.1,2024-02-11 07:11:00
35,Delhi,481.53,2024-02-11 07:12:00
16,Delhi,461.52,2024-02-11 07:13:00
38,Mumbai,610.36,2024-02-11 07:14:00
3,Delhi,517.42,2024-02-11 07:15:00
5,Mumbai,489.23,2024-02-11 07:16:00
27,Pune,392.03,2024-02-11 07:17:00
32,Pune,506.14,2024-02-11 07:18:00
22,Pune,577.75,2024-02-11 07:19:00
42,Pune,417.32,2024-02-11 07:20:00
0,Mumbai,422.17,2024-02-11 07:21:00
22,Delhi,485.91,2024-02-11 07:22:00
6,Pune,678.39,2024-02-11 07:23:00
36,Mumbai,542.52,2024-02-11 07:24:00
25,Delhi,356.33,2024-02-11 07:25:00
39,Pune,440.53,2024-02-11 07:26:00
11,Pune,312.07,2024-02-11 07:27:00
3,Delhi,396.32,2024-02-11 07:28:00
2,Pune,403.1,2024-02-11 07:29:00
31,Delhi,340.42,2024-02-11 07:30:00
18,Pune,556.23,2024-02-11 07:31:00
17,Pune,456.03,2024-02-11 07:32:00
17,Pune,474.25,2024-02-11 07:33:00
23,Mumbai,627.19,2024-02-11 07:34:00
25,Mumbai,487.46,2024-02-11 07:35:00
46,Delhi,517.4,2024-02-11 07:36:00
19,Mumbai,359.72,2024-02-11 07:37:00
37,Pune,482.65,2024-02-11 07:38:00
39,Delhi,642.16,2024-02-11 07:39:00
41,Delhi,644.15,2024-02-11 07:40:00
43,Mumbai,415.56,2024-02-11 07:41:00
34,Mumbai,709.86,2024-02-11 07:42:00
49,Delhi,663.88,2024-02-11 07:43:00
17,Mumbai,559.16,2024-02-11 07:44:00
42,Delhi,574.16,2024-02-11 07:45:00
35,Delhi,498.28,2024-02-11 07:46:00
29,Pune,701.41,2024-02-11 07:47:00
13,Pune,506.21,2024-02-11 07:48:00
29,Delhi,511.62,2024-02-11 07:49:00
35,Mumbai,467.25,2024-02-11 07:50:00
23,Mumbai,769.65,2024-02-11 07:51:00
15,Mumbai,722.19,2024-02-11 07:52:00
7,Mumbai,471.37,2024-02-11 07:53:00
18,Delhi,599.04,2024-02-11 07:54:00
37,Delhi,571.84,2024-02-11 07:55:00
36,Mumbai,425.05,2024-02-11 07:56:00
23,Pune,464.7,2024-02-11 07:57:00
41,Mumbai,801.45,2024-02-11 07:58:00
37,Mumbai,577.3,2024-02-11 07:59:00
24,Delhi,451.75,2024-02-11 08:00:00
37,Mumbai,322.19,2024-02-11 08:01:00
3,Delhi,551.95,2024-02-11 08:02:00
42,Mumbai,556.05,2024-02-11 08:03:00
7,Delhi,435.56,2024-02-11 08:04:00
20,Delhi,440.56,2024-02-11 08:05:00
44,Delhi,561.36,2024-02-11 08:06:00
29,Mumbai,636.52,2024-02-11 08:07:00
8,Mumbai,552.45,2024-02-11 08:08:00
33,Delhi,457.66,2024-02-11 08:09:00
46,Mumbai,504.33,2024-02-11 08:10:00
12,Mumbai,505.35,2024-02-11 08:11:00
9,Pune,435.7,2024-02-11 08:12:00
11,Delhi,510.96,2024-02-11 08:13:00
32,Pune,578.43,2024-02-11 08:14:00
10,Pune,416.59,2024-02-11 08:15:00
12,Mumbai,487.78,2024-02-11 08:16:00
45,Mumbai,660.13,2024-02-11 08:17:00
29,Delhi,499.02,2024-02-11 08:18:00
31,Mumbai,567.57,2024-02-11 08:19:00
6,Delhi,518.8,2024-02-11 08:20:00
29,Mumbai,431.4,2024-02-11 08:21:00
13,Mumbai,561.32,2024-02-11 08:22:00
44,Delhi,546.05,2024-02-11 08:23:00
33,Delhi,703.5,2024-02-11 08:24:00
43,Mumbai,902.94,2024-02-11 08:25:00
17,Delhi,401.53,2024-02-11 08:26:00
9,Mumbai,496.19,2024-02-11 08:27:00
6,Delhi,718.91,2024-02-11 08:28:00
35,Mumbai,720.78,2024-02-11 08:29:00
11,Delhi,393.02,2024-02-11 08:30:00
42,Mumbai,760.48,2024-02-11 08:31:00
18,Mumbai,494.85,2024-02-11 08:32:00
9,Mumbai,384.31,2024-02-11 08:33:00
23,Delhi,345.68,2024-02-11 08:34:00
10,Pune,544.11,2024-02-11 08:35:00
12,Delhi,389.97,2024-02-11 08:36:00
40,Mumbai,587.89,2024-02-11 08:37:00
32,Mumbai,516.57,2024-02-11 08:38:00
25,Delhi,517.49,2024-02-11 08:39:00
34,Mumbai,579.7,2024-02-11 08:40:00
37,Pune,504.05,2024-02-11 08:41:00
9,Delhi,552.16,2024-02-11 08:42:00
46,Delhi,612.58,2024-02-11 08:43:00
2,Delhi,650.61,2024-02-11 08:44:00
26,Delhi,409.66,2024-02-11 08:45:00
13,Pune,609.89,2024-02-11 08:46:00
25,Pune,533.28,2024-02-11 08:47:00
6,Pune,275.33,2024-02-11 08:48:00
2,Pune,606.93,2024-02-11 08:49:00
33,Pune,574.84,2024-02-11 08:50:00
29,Delhi,359.85,2024-02-11 08:51:00
46,Pune,603.21,2024-02-11 08:52:00
44,Delhi,613.65,2024-02-11 08:53:00
48,Delhi,260.41,2024-02-11 08:54:00
41,Delhi,290.09,2024-02-11 08:55:00
6,Delhi,413.1,2024-02-11 08:56:00
16,Pune,610.74,2024-02-11 08:57:00
10,Mumbai,564.48,2024-02-11 08:58:00
36,Pune,528.06,2024-02-11 08:59:00
45,Pune,436.76,2024-02-11 09:00:00
30,Pune,252.95,2024-02-11 09:01:00
25,Delhi,546.26,2024-02-11 09:02:00
34,Delhi,468.69,2024-02-11 09:03:00
0,Pune,586.18,2024-02-11 09:04:00
3,Pune,505.92,2024-02-11 09:05:00
38,Delhi,667.64,2024-02-11 09:06:00
45,Mumbai,468.68,2024-02-11 09:07:00
38,Mumbai,489.45,2024-02-11 09:08:00
43,Mumbai,611.14,2024-02-11 09:09:00
40,Mumbai,442.38,2024-02-11 09:10:00
31,Delhi,251.66,2024-02-11 09:11:00
25,Mumbai,580.04,2024-02-11 09:12:00
35,Delhi,519.03,2024-02-11 09:13:00
39,Mumbai,353.5,2024-02-11 09:14:00
44,Delhi,120.86,2024-02-11 09:15:00
44,Mumbai,393.46,2024-02-11 09:16:00
7,Mumbai,386.95,2024-02-11 09:17:00
7,Pune,542.89,2024-02-11 09:18:00
4,Mumbai,523.85,2024-02-11 09:19:00
34,Mumbai,501.68,2024-02-11 09:20:00
12,Mumbai,568.84,2024-02-11 09:21:00
26,Pune,678.6,2024-02-11 09:22:00
33,Delhi,768.61,2024-02-11 09:23:00
25,Mumbai,373.62,2024-02-11 09:24:00
1,Delhi,436.4,2024-02-11 09:25:00
2,Mumbai,512.85,2024-02-11 09:26:00
46,Pune,513.12,2024-02-11 09:27:00
17,Delhi,619.08,2024-02-11 09:28:00
40,Delhi,444.6,2024-02-11 09:29:00
6,Mumbai,628.56,2024-02-11 09:30:00
17,Pune,610.43,2024-02-11 09:31:00
19,Delhi,472.15,2024-02-11 09:32:00
5,Delhi,488.42,2024-02-11 09:33:00
24,Pune,508.13,2024-02-11 09:34:00
8,Delhi,308.58,2024-02-11 09:35:00
32,Mumbai,417.03,2024-02-11 09:36:00
44,Pune,557.75,2024-02-11 09:37:00
21,Delhi,592.6,2024-02-11 09:38:00
10,Delhi,734.81,2024-02-11 09:39:00
43,Pune,369.17,2024-02-11 09:40:00
47,Delhi,495.55,2024-02-11 09:41:00
35,Mumbai,650.14,2024-02-11 09:42:00
30,Delhi,413.95,2024-02-11 09:43:00
19,Mumbai,391.44,2024-02-11 09:44:00
22,Delhi,270.6,2024-02-11 09:45:00
49,Delhi,568.26,2024-02-11 09:46:00
13,Delhi,316.03,2024-02-11 09:47:00
18,Pune,514.26,2024-02-11 09:48:00
11,Delhi,309.47,2024-02-11 09:49:00
47,Delhi,486.61,2024-02-11 09:50:00
27,Mumbai,522.74,2024-02-11 09:51:00
1,Pune,496.75,2024-02-11 09:52:00
1,Delhi,570.71,2024-02-11 09:53:00
35,Mumbai,767.33,2024-02-11 09:54:00
47,Mumbai,498.36,2024-02-11 09:55:00
18,Delhi,400.92,2024-02-11 09:56:00
40,Mumbai,519.18,2024-02-11 09:57:00
44,Delhi,646.54,2024-02-11 09:58:00
44,Delhi,596.36,2024-02-11 09:59:00
3,Pune,511.96,2024-02-11 10:00:00
49,Delhi,544.84,2024-02-11 10:01:00
10,Pune,401.33,2024-02-11 10:02:00
39,Delhi,311.87,2024-02-11 10:03:00
41,Mumbai,641.78,2024-02-11 10:04:00
34,Delhi,632.38,2024-02-11 10:05:00
48,Mumbai,462.69,2024-02-11 10:06:00
34,Mumbai,483.31,2024-02-11 10:07:00
14,Delhi,490.57,2024-02-11 10:08:00
10,Pune,403.02,2024-02-11 10:09:00
47,Delhi,601.09,2024-02-11 10:10:00
38,Mumbai,409.85,2024-02-11 10:11:00
48,Pune,405.53,2024-02-11 10:12:00
19,Delhi,363.89,2024-02-11 10:13:00
28,Delhi,532.69,2024-02-11 10:14:00
33,Mumbai,560.4,2024-02-11 10:15:00
11,Mumbai,344.65,2024-02-11 10:16:00
15,Pune,466.22,2024-02-11 10:17:00
5,Pune,450.82,2024-02-11 10:18:00
41,Delhi,467.91,2024-02-11 10:19:00
2,Mumbai,549.66,2024-02-11 10:20:00
32,Delhi,568.07,2024-02-11 10:21:00
49,Delhi,363.28,2024-02-11 10:22:00
10,Delhi,764.31,2024-02-11 10:23:00
12,Delhi,532.04,2024-02-11 10:24:00
19,Pune,496.4,2024-02-11 10:25:00
42,Delhi,426.07,2024-02-11 10:26:00
8,Pune,327.2,2024-02-11 10:27:00
38,Mumbai,655.73,2024-02-11 10:28:00
34,Pune,707.21,2024-02-11 10:29:00
49,Pune,336.62,2024-02-11 10:30:00
37,Mumbai,293.26,2024-02-11 10:31:00
8,Pune,529.33,2024-02-11 10:32:00
27,Pune,492.32,2024-02-11 10:33:00
43,Pune,491.02,2024-02-11 10:34:00
46,Delhi,320.85,2024-02-11 10:35:00
2,Mumbai,572.98,2024-02-11 10:36:00
18,Mumbai,311.3,2024-02-11 10:37:00
35,Mumbai,452.08,2024-02-11 10:38:00
32,Delhi,612.93,2024-02-11 10:39:00
34,Mumbai,534.51,2024-02-11 10:40:00
21,Mumbai,584.6,2024-02-11 10:41:00
46,Mumbai,487.59,2024-02-11 10:42:00
35,Pune,307.78,2024-02-11 10:43:00
28,Mumbai,463.65,2024-02-11 10:44:00
1,Delhi,501.18,2024-02-11 10:45:00
24,Mumbai,465.75,2024-02-11 10:46:00
45,Mumbai,475.55,2024-02-11 10:47:00
10,Pune,521.1,2024-02-11 10:48:00
42,Delhi,641.12,2024-02-11 10:49:00
25,Delhi,346.34,2024-02-11 10:50:00
6,Delhi,515.59,2024-02-11 10:51:00
16,Pune,510.57,2024-02-11 10:52:00
40,Delhi,521.61,2024-02-11 10:53:00
46,Mumbai,660.41,2024-02-11 10:54:00
17,Pune,567.39,2024-02-11 10:55:00
49,Mumbai,563.05,2024-02-11 10:56:00
29,Mumbai,546.15,2024-02-11 10:57:00
22,Pune,563.33,2024-02-11 10:58:00
32,Mumbai,683.09,2024-02-11 10:59:00
39,Delhi,639.15,2024-02-11 11:00:00
6,Mumbai,357.25,2024-02-11 11:01:00
41,Delhi,417.83,2024-02-11 11:02:00
27,Mumbai,340.8,2024-02-11 11:03:00
43,Delhi,365.18,2024-02-11 11:04:00
0,Delhi,366.67,2024-02-11 11:05:00
11,Delhi,600.5,2024-02-11 11:06:00
40,Mumbai,330.99,2024-02-11 11:07:00
30,Pune,561.89,2024-02-11 11:08:00
24,Delhi,510.12,2024-02-11 11:09:00
21,Pune,469.22,2024-02-11 11:10:00
40,Mumbai,368.78,2024-02-11 11:11:00
23,Delhi,640.81,2024-02-11 11:12:00
47,Mumbai,387.29,2024-02-11 11:13:00
20,Mumbai,402.32,2024-02-11 11:14:00
3,Mumbai,480.79,2024-02-11 11:15:00
31,Pune,452.66,2024-02-11 11:16:00
48,Mumbai,514.56,2024-02-11 11:17:00
33,Delhi,565.05,2024-02-11 11:18:00
27,Mumbai,484.23,2024-02-11 11:19:00
24,Delhi,581.69,2024-02-11 11:20:00
9,Pune,394.28,2024-02-11 11:21:00
11,Delhi,410.76,2024-02-11 11:22:00
10,Delhi,651.75,2024-02-11 11:23:00
26,Mumbai,442.52,2024-02-11 11:24:00
34,Pune,415.14,2024-02-11 11:25:00
15,Delhi,443.63,2024-02-11 11:26:00
46,Pune,865.52,2024-02-11 11:27:00
13,Pune,678.28,2024-02-11 11:28:00
2,Mumbai,218.68,2024-02-11 11:29:00
40,Delhi,271.4,2024-02-11 11:30:00
6,Pune,473.95,2024-02-11 11:31:00
32,Mumbai,248.09,2024-02-11 11:32:00
21,Delhi,648.42,2024-02-11 11:33:00
19,Delhi,520.13,2024-02-11 11:34:00
42,Mumbai,408.15,2024-02-11 11:35:00
17,Delhi,409.68,2024-02-11 11:36:00
39,Pune,331.96,2024-02-11 11:37:00
28,Pune,697.3,2024-02-11 11:38:00
23,Pune,477.32,2024-02-11 11:39:00
10,Pune,456.62,2024-02-11 11:40:00
0,Mumbai,550.1,2024-02-11 11:41:00
48,Delhi,289.88,2024-02-11 11:42:00
41,Delhi,247.74,2024-02-11 11:43:00
49,Delhi,669.23,2024-02-11 11:44:00
23,Mumbai,665.11,2024-02-11 11:45:00
35,Pune,411.65,2024-02-11 11:46:00
38,Delhi,467.51,2024-02-11 11:47:00
48,Mumbai,583.73,2024-02-11 11:48:00
0,Pune,615.01,2024-02-11 11:49:00
44,Mumbai,768.79,2024-02-11 11:50:00
8,Delhi,458.61,2024-02-11 11:51:00
12,Delhi,362.93,2024-02-11 11:52:00
31,Mumbai,408.53,2024-02-11 11:53:00
10,Mumbai,473.55,2024-02-11 11:54:00
9,Mumbai,434.16,2024-02-11 11:55:00
39,Mumbai,627.46,2024-02-11 11:56:00
39,Mumbai,561.71,2024-02-11 11:57:00
47,Pune,375.84,2024-02-11 11:58:00
23,Pune,615.22,2024-02-11 11:59:00
12,Pune,346.42,2024-02-11 12:00:00
37,Delhi,338.98,2024-02-11 12:01:00
15,Mumbai,587.28,2024-02-11 12:02:00
23,Delhi,410.03,2024-02-11 12:03:00
40,Delhi,506.01,2024-02-11 12:04:00
27,Mumbai,363.48,2024-02-11 12:05:00
31,Pune,549.33,2024-02-11 12:06:00
14,Delhi,302.93,2024-02-11 12:07:00
27,Pune,446.24,2024-02-11 12:08:00
27,Delhi,381.83,2024-02-11 12:09:00
38,Pune,596.55,2024-02-11 12:10:00
30,Mumbai,524.67,2024-02-11 12:11:00
33,Pune,612.1,2024-02-11 12:12:00
33,Mumbai,536.41,2024-02-11 12:13:00
32,Delhi,576.17,2024-02-11 12:14:00
11,Delhi,544.17,2024-02-11 12:15:00
13,Pune,545.55,2024-02-11 12:16:00
5,Pune,389.85,2024-02-11 12:17:00
40,Pune,371.35,2024-02-11 12:18:00
35,Pune,627.75,2024-02-11 12:19:00
13,Delhi,690.05,2024-02-11 12:20:00
44,Pune,464.59,2024-02-11 12:21:00
3,Pune,638.54,2024-02-11 12:22:00
5,Delhi,607.07,2024-02-11 12:23:00
30,Delhi,397.4,2024-02-11 12:24:00
7,Pune,482.56,2024-02-11 12:25:00
40,Pune,527.36,2024-02-11 12:26:00
35,Mumbai,384.89,2024-02-11 12:27:00
42,Mumbai,621.65,2024-02-11 12:28:00
25,Pune,196.76,2024-02-11 12:29:00
45,Delhi,476.19,2024-02-11 12:30:00
26,Pune,598.41,2024-02-11 12:31:00
21,Delhi,435.65,2024-02-11 12:32:00
2,Mumbai,703.95,2024-02-11 12:33:00
5,Pune,497.73,2024-02-11 12:34:00
11,Pune,455.2,2024-02-11 12:35:00
44,Mumbai,589.36,2024-02-11 12:36:00
47,Pune,471.73,2024-02-11 12:37:00
23,Pune,598.21,2024-02-11 12:38:00
47,Delhi,836.74,2024-02-11 12:39:00
43,Mumbai,702.28,2024-02-11 12:40:00
15,Pune,635.1,2024-02-11 12:41:00
34,Delhi,541.24,2024-02-11 12:42:00
11,Mumbai,284.35,2024-02-11 12:43:00
7,Delhi,515.08,2024-02-11 12:44:00
18,Delhi,501.47,2024-02-11 12:45:00
28,Pune,551.95,2024-02-11 12:46:00
47,Pune,534.6,2024-02-11 12:47:00
42,Mumbai,244.6,2024-02-11 12:48:00
45,Mumbai,427.21,2024-02-11 12:49:00
3,Delhi,500.88,2024-02-11 12:50:00
11,Delhi,642.84,2024-02-11 12:51:00
41,Mumbai,407.43,2024-02-11 12:52:00
47,Pune,446.71,2024-02-11 12:53:00
18,Mumbai,347.77,2024-02-11 12:54:00
13,Delhi,397.83,2024-02-11 12:55:00
40,Delhi,611.95,2024-02-11 12:56:00
0,Delhi,571.87,2024-02-11 12:57:00
0,Pune,492.23,2024-02-11 12:58:00
17,Mumbai,369.48,2024-02-11 12:59:00
22,Mumbai,535.09,2024-02-11 13:00:00
40,Delhi,506.2,2024-02-11 13:01:00
47,Delhi,462.07,2024-02-11 13:02:00
9,Delhi,432.71,2024-02-11 13:03:00
12,Mumbai,582.85,2024-02-11 13:04:00
47,Delhi,545.39,2024-02-11 13:05:00
41,Mumbai,457.64,2024-02-11 13:06:00
14,Delhi,415.29,2024-02-11 13:07:00
23,Pune,497.57,2024-02-11 13:08:00
46,Delhi,435.72,2024-02-11 13:09:00
0,Pune,575.28,2024-02-11 13:10:00
10,Pune,523.43,2024-02-11 13:11:00
29,Pune,376.44,2024-02-11 13:12:00
15,Mumbai,557.16,2024-02-11 13:13:00
16,Delhi,391.12,2024-02-11 13:14:00
15,Pune,341.01,2024-02-11 13:15:00
43,Delhi,428.55,2024-02-11 13:16:00
32,Mumbai,559.53,2024-02-11 13:17:00
49,Mumbai,455.23,2024-02-11 13:18:00
7,Mumbai,617.17,2024-02-11 13:19:00
32,Delhi,469.61,2024-02-11 13:20:00
24,Pune,529.27,2024-02-11 13:21:00
36,Mumbai,704.02,2024-02-11 13:22:00
19,Mumbai,453.12,2024-02-11 13:23:00
26,Pune,356.87,2024-02-11 13:24:00
12,Pune,390.22,2024-02-11 13:25:00
6,Pune,450.11,2024-02-11 13:26:00
36,Mumbai,369.04,2024-02-11 13:27:00
8,Pune,353.86,2024-02-11 13:28:00
40,Delhi,682.81,2024-02-11 13:29:00
43,Delhi,390.36,2024-02-11 13:30:00
1,Pune,475.77,2024-02-11 13:31:00
36,Pune,600.24,2024-02-11 13:32:00
30,Mumbai,357.54,2024-02-11 13:33:00
9,Mumbai,559.43,2024-02-11 13:34:00
24,Pune,508.34,2024-02-11 13:35:00
42,Pune,296.41,2024-02-11 13:36:00
21,Mumbai,487.69,2024-02-11 13:37:00
7,Pune,629.24,2024-02-11 13:38:00
30,Mumbai,639.31,2024-02-11 13:39:00
16,Mumbai,419.31,2024-02-11 13:40:00
24,Mumbai,488.16,2024-02-11 13:41:00
23,Pune,432.14,2024-02-11 13:42:00
16,Pune,246.52,2024-02-11 13:43:00
27,Pune,577.33,2024-02-11 13:44:00
22,Mumbai,356.59,2024-02-11 13:45:00
5,Delhi,655.07,2024-02-11 13:46:00
33,Mumbai,638.33,2024-02-11 13:47:00
1,Mumbai,503.23,2024-02-11 13:48:00
34,Mumbai,244.09,2024-02-11 13:49:00
24,Delhi,843.22,2024-02-11 13:50:00
25,Mumbai,516.6,2024-02-11 13:51:00
22,Mumbai,501.3,2024-02-11 13:52:00
20,Mumbai,435.43,2024-02-11 13:53:00
30,Delhi,732.61,2024-02-11 13:54:00
49,Mumbai,571.95,2024-02-11 13:55:00
36,Delhi,506.11,2024-02-11 13:56:00
33,Pune,436.18,2024-02-11 13:57:00
8,Pune,287.34,2024-02-11 13:58:00
16,Delhi,421.17,2024-02-11 13:59:00
37,Mumbai,544.45,2024-02-11 14:00:00
1,Mumbai,610.71,2024-02-11 14:01:00
4,Delhi,630.64,2024-02-11 14:02:00
9,Mumbai,572.72,2024-02-11 14:03:00
49,Mumbai,530.18,2024-02-11 14:04:00
