server,status,response_ms
10.0.0.3,200,89.96
10.0.0.6,200,31.14
10.0.0.3,200,43.87
10.0.0.5,200,50.61
10.0.0.6,500,207.92
10.0.0.2,200,38.38
10.0.0.6,200,25.88
10.0.0.6,200,84.96
10.0.0.6,200,25.9
10.0.0.6,200,19.3
10.0.0.4,200,85.68
10.0.0.6,500,93.3
10.0.0.6,200,57.29
10.0.0.5,200,45.18
10.0.0.2,404,101.9
10.0.0.4,200,84.29
10.0.0.3,200,218.79
10.0.0.6,200,25.1
10.0.0.6,500,87.0
10.0.0.4,200,56.28
10.0.0.6,200,69.23
10.0.0.4,200,36.26
10.0.0.5,200,77.9
10.0.0.6,500,46.63
10.0.0.2,404,121.15
10.0.0.3,200,95.58
10.0.0.5,200,105.16
10.0.0.2,200,204.23
10.0.0.6,200,74.71
10.0.0.6,200,218.93
10.0.0.4,200,46.77
10.0.0.6,404,17.32
10.0.0.6,200,76.5
10.0.0.4,200,204.27
10.0.0.2,200,315.24
10.0.0.6,200,36.97
10.0.0.6,200,65.82
10.0.0.4,200,59.49
10.0.0.4,200,52.15
10.0.0.6,503,121.8
10.0.0.6,200,81.61
10.0.0.5,200,368.28
10.0.0.2,200,102.9
10.0.0.2,200,54.87
10.0.0.1,200,133.58
10.0.0.6,200,25.4
10.0.0.1,200,272.04
10.0.0.6,200,92.25
10.0.0.6,200,51.66
10.0.0.4,200,65.02
10.0.0.4,200,56.38
10.0.0.5,200,50.16
10.0.0.6,404,55.19
10.0.0.6,200,22.87
10.0.0.6,200,117.7
10.0.0.6,200,40.69
10.0.0.2,200,126.36
10.0.0.6,200,43.43
10.0.0.6,200,94.49
10.0.0.6,404,20.94
10.0.0.6,200,62.54
10.0.0.6,200,105.64
10.0.0.2,200,172.92
10.0.0.6,200,6.33
10.0.0.6,200,107.45
10.0.0.3,200,65.06
10.0.0.3,200,83.13
10.0.0.3,200,97.91
10.0.0.6,200,89.41
10.0.0.6,503,16.63
10.0.0.2,200,192.57
10.0.0.6,200,72.8
10.0.0.1,200,49.97
10.0.0.5,200,36.33
10.0.0.2,200,59.25
10.0.0.2,200,26.07
10.0.0.6,200,132.54
10.0.0.3,200,14.74
10.0.0.6,200,131.65
10.0.0.3,200,208.42
10.0.0.3,200,61.84
10.0.0.6,200,62.08
10.0.0.6,200,27.84
10.0.0.2,200,73.81
10.0.0.5,200,63.32
10.0.0.3,200,48.52
10.0.0.5,200,8.4
10.0.0.4,200,110.04
10.0.0.6,200,234.32
10.0.0.1,200,112.96
10.0.0.6,200,49.3
10.0.0.5,200,89.98
10.0.0.6,200,24.63
10.0.0.6,503,78.47
10.0.0.6,200,95.16
10.0.0.6,200,4.83
10.0.0.5,200,53.97
10.0.0.3,200,47.29
10.0.0.6,200,49.2
10.0.0.6,200,56.58
10.0.0.6,200,20.47
10.0.0.6,200,103.51
10.0.0.5,200,76.04
10.0.0.1,200,35.47
10.0.0.6,200,124.87
10.0.0.3,404,131.35
10.0.0.3,200,33.54
10.0.0.6,200,155.12
10.0.0.6,503,213.42
10.0.0.2,500,79.71
10.0.0.4,503,310.27
10.0.0.6,200,98.06
10.0.0.6,200,101.6
10.0.0.3,200,128.37
10.0.0.6,200,38.29
10.0.0.6,200,132.89
10.0.0.6,200,121.25
10.0.0.3,200,157.07
10.0.0.1,200,81.56
10.0.0.1,200,63.25
10.0.0.6,200,79.84
10.0.0.6,500,104.84
10.0.0.5,200,51.26
10.0.0.6,200,79.62
10.0.0.6,200,24.16
10.0.0.6,200,15.87
10.0.0.4,200,37.19
10.0.0.6,200,162.52
10.0.0.6,200,87.01
10.0.0.6,200,68.55
10.0.0.6,200,120.75
10.0.0.2,200,56.05
10.0.0.2,200,222.75
10.0.0.4,500,127.7
10.0.0.1,200,47.22
10.0.0.6,200,235.66
10.0.0.3,200,103.77
10.0.0.6,200,52.35
10.0.0.1,200,118.73
10.0.0.2,200,82.1
10.0.0.2,200,86.16
10.0.0.6,404,84.95
10.0.0.2,200,69.7
10.0.0.6,404,46.37
10.0.0.6,200,74.63
10.0.0.4,200,130.53
10.0.0.6,200,52.04
10.0.0.1,404,48.52
10.0.0.4,200,26.38
10.0.0.6,503,154.5
10.0.0.3,200,47.0
10.0.0.6,200,89.52
10.0.0.6,200,199.99
10.0.0.6,200,188.52
10.0.0.6,200,57.48
10.0.0.4,200,115.56
10.0.0.4,200,50.23
10.0.0.3,200,42.16
10.0.0.6,200,45.13
10.0.0.4,200,98.05
10.0.0.6,200,65.48
10.0.0.6,200,88.27
10.0.0.5,404,25.85
10.0.0.1,200,230.69
10.0.0.5,404,140.37
10.0.0.3,404,40.21
10.0.0.6,200,164.45
10.0.0.1,200,12.96
10.0.0.2,200,91.23
10.0.0.6,404,68.75
10.0.0.1,200,50.03
10.0.0.6,200,75.5
10.0.0.4,200,162.01
10.0.0.6,200,126.34
10.0.0.6,200,93.67
10.0.0.6,200,16.12
10.0.0.4,200,10.79
10.0.0.3,200,93.48
10.0.0.2,200,39.06
10.0.0.6,200,137.91
10.0.0.6,200,56.34
10.0.0.6,503,91.46
10.0.0.2,200,139.38
10.0.0.3,200,96.08
10.0.0.6,200,21.34
10.0.0.3,200,96.59
10.0.0.1,200,27.25
10.0.0.6,200,82.78
10.0.0.4,200,126.34
10.0.0.3,200,15.87
10.0.0.6,503,106.05
10.0.0.6,200,57.75
10.0.0.6,200,19.85
10.0.0.2,200,109.79
10.0.0.6,200,64.79
10.0.0.6,200,100.0
10.0.0.1,200,188.37
10.0.0.6,200,126.28
10.0.0.6,200,142.24
10.0.0.6,200,103.24
10.0.0.4,200,113.51
10.0.0.4,200,48.45
10.0.0.6,200,25.74
10.0.0.6,200,45.54
10.0.0.6,200,59.81
10.0.0.6,200,139.33
10.0.0.2,200,22.66
10.0.0.4,200,54.43
10.0.0.5,200,71.22
10.0.0.2,200,96.31
10.0.0.3,200,86.69
10.0.0.3,200,21.81
10.0.0.6,200,160.83
10.0.0.1,200,114.02
10.0.0.6,200,38.3
10.0.0.2,404,40.73
10.0.0.6,200,70.42
10.0.0.5,200,69.78
10.0.0.6,200,72.17
10.0.0.6,200,70.89
10.0.0.6,200,77.47
10.0.0.5,200,40.71
10.0.0.1,200,139.78
10.0.0.2,200,112.18
10.0.0.6,200,60.85
10.0.0.6,200,99.99
10.0.0.4,200,19.97
10.0.0.6,200,32.15
10.0.0.6,500,62.81
10.0.0.3,404,134.99
10.0.0.6,200,33.39
10.0.0.2,200,52.12
10.0.0.4,200,200.94
10.0.0.6,200,71.28
10.0.0.6,200,69.55
10.0.0.2,200,64.42
10.0.0.2,200,19.79
10.0.0.3,200,84.44
10.0.0.5,200,40.59
10.0.0.6,200,9.82
10.0.0.6,200,90.6
10.0.0.2,200,60.43
10.0.0.6,200,52.86
10.0.0.6,200,118.96
10.0.0.6,200,12.26
10.0.0.6,200,126.63
10.0.0.6,200,19.83
10.0.0.6,200,15.89
10.0.0.6,200,77.37
10.0.0.1,200,63.83
10.0.0.6,200,98.34
10.0.0.2,200,108.8
10.0.0.3,200,331.7
10.0.0.6,200,37.24
10.0.0.6,200,40.32
10.0.0.6,200,16.33
10.0.0.6,200,107.34
10.0.0.1,503,30.85
10.0.0.6,200,49.86
10.0.0.4,200,176.76
10.0.0.2,200,73.74
10.0.0.6,200,40.25
10.0.0.6,200,101.73
10.0.0.4,200,61.15
10.0.0.3,200,22.33
10.0.0.6,200,73.6
10.0.0.3,200,156.65
10.0.0.2,200,15.93
10.0.0.4,200,54.66
10.0.0.1,200,18.38
10.0.0.1,200,133.38
10.0.0.6,200,39.0
10.0.0.6,200,63.39
10.0.0.6,200,158.71
10.0.0.6,200,66.94
10.0.0.5,200,115.28
10.0.0.6,200,82.87
10.0.0.6,200,166.15
10.0.0.6,200,168.05
10.0.0.3,200,23.4
10.0.0.2,200,78.39
10.0.0.5,200,96.96
10.0.0.2,500,67.85
10.0.0.6,200,61.19
10.0.0.2,200,82.8
10.0.0.6,200,178.41
10.0.0.5,200,139.23
10.0.0.6,200,24.8
10.0.0.3,200,185.06
10.0.0.5,200,227.15
10.0.0.3,200,77.17
10.0.0.3,200,126.91
10.0.0.6,200,120.66
10.0.0.1,200,66.94
10.0.0.2,500,38.57
10.0.0.6,500,117.44
10.0.0.5,200,232.23
10.0.0.1,200,41.88
10.0.0.1,200,254.74
10.0.0.6,500,87.23
10.0.0.5,200,119.76
10.0.0.2,200,197.76
10.0.0.2,200,50.16
10.0.0.6,200,61.81
10.0.0.1,200,80.91
10.0.0.4,200,17.87
10.0.0.3,200,21.8
10.0.0.3,500,28.5
10.0.0.5,200,24.58
10.0.0.4,200,110.47
10.0.0.6,200,27.28
10.0.0.3,404,114.21
10.0.0.2,200,129.72
10.0.0.6,200,40.37
10.0.0.6,200,106.13
10.0.0.6,200,32.83
10.0.0.6,200,99.46
10.0.0.6,200,34.71
10.0.0.2,200,58.23
10.0.0.5,200,10.85
10.0.0.1,200,118.83
10.0.0.1,200,106.65
10.0.0.2,200,181.09
10.0.0.6,200,106.48
10.0.0.6,200,188.35
10.0.0.6,200,110.16
10.0.0.6,200,143.41
10.0.0.3,200,125.42
10.0.0.2,200,35.02
10.0.0.6,200,7.71
10.0.0.5,200,41.51
10.0.0.6,503,94.19
10.0.0.6,200,52.89
10.0.0.6,200,202.62
10.0.0.6,200,250.3
10.0.0.2,200,57.43
10.0.0.6,200,110.09
10.0.0.6,200,56.5
10.0.0.5,200,66.01
10.0.0.5,200,141.2
10.0.0.5,200,54.59
10.0.0.3,200,11.9
10.0.0.6,200,52.02
10.0.0.3,200,28.02
10.0.0.5,200,212.75
10.0.0.1,200,158.04
10.0.0.4,200,44.28
10.0.0.6,200,22.5
10.0.0.5,404,169.13
10.0.0.5,200,83.46
10.0.0.6,200,152.3
10.0.0.3,200,67.99
10.0.0.6,200,62.05
10.0.0.3,200,113.74
10.0.0.6,500,19.0
10.0.0.2,404,95.62
10.0.0.6,200,79.23
10.0.0.6,200,193.51
10.0.0.2,200,37.03
10.0.0.1,200,27.74
10.0.0.5,200,57.86
10.0.0.6,200,35.25
10.0.0.6,200,137.3
10.0.0.2,200,98.64
10.0.0.1,200,32.42
10.0.0.6,200,45.79
10.0.0.2,404,11.44
10.0.0.3,200,70.22
10.0.0.1,200,62.43
10.0.0.4,200,30.64
10.0.0.6,200,72.45
10.0.0.2,200,161.22
10.0.0.6,200,71.25
10.0.0.6,200,283.77
10.0.0.4,200,46.82
10.0.0.6,200,98.61
10.0.0.3,404,14.87
10.0.0.6,200,72.65
10.0.0.6,200,168.99
10.0.0.6,200,60.03
10.0.0.5,503,104.98
10.0.0.2,200,73.52
10.0.0.3,200,54.86
10.0.0.6,200,73.99
10.0.0.5,200,63.96
10.0.0.1,200,265.35
10.0.0.6,200,140.99
10.0.0.6,200,95.46
10.0.0.5,200,15.54
10.0.0.6,200,260.36
10.0.0.6,200,43.12
10.0.0.6,200,41.99
10.0.0.6,200,129.21
10.0.0.6,200,21.86
10.0.0.6,200,52.33
10.0.0.6,200,36.08
10.0.0.6,200,27.44
10.0.0.6,404,223.29
10.0.0.3,200,30.6
10.0.0.6,200,49.91
10.0.0.3,200,138.82
10.0.0.6,200,115.47
10.0.0.3,200,88.35
10.0.0.6,200,80.36
10.0.0.6,200,78.43
10.0.0.2,200,118.49
10.0.0.6,200,87.13
10.0.0.6,200,39.97
10.0.0.6,200,67.86
10.0.0.6,200,160.28
10.0.0.2,200,60.42
10.0.0.2,200,139.44
10.0.0.2,200,241.24
10.0.0.6,200,17.73
10.0.0.4,200,127.0
10.0.0.5,200,168.84
10.0.0.6,200,189.66
10.0.0.1,200,146.82
10.0.0.2,200,28.03
10.0.0.1,200,50.28
10.0.0.6,200,32.4
10.0.0.6,200,120.14
10.0.0.1,200,75.28
10.0.0.6,200,56.68
10.0.0.6,200,89.83
10.0.0.6,200,52.54
10.0.0.6,200,17.6
10.0.0.3,200,131.39
10.0.0.4,200,59.73
10.0.0.4,200,17.76
10.0.0.3,200,86.07
10.0.0.6,200,12.56
10.0.0.6,200,13.76
10.0.0.2,200,109.84
10.0.0.6,404,23.51
10.0.0.6,200,24.14
10.0.0.6,200,179.07
10.0.0.6,200,47.75
10.0.0.6,200,213.77
10.0.0.6,200,57.5
10.0.0.3,200,58.58
10.0.0.6,200,24.24
10.0.0.5,200,79.76
10.0.0.6,200,232.01
10.0.0.6,200,98.83
10.0.0.6,200,28.13
10.0.0.6,200,37.15
10.0.0.4,200,43.06
10.0.0.1,200,98.69
10.0.0.6,200,97.27
10.0.0.6,200,26.29
10.0.0.6,200,121.6
10.0.0.1,200,5.91
10.0.0.6,200,20.02
10.0.0.5,200,177.08
10.0.0.6,200,126.87
10.0.0.1,200,25.77
10.0.0.5,200,75.63
10.0.0.6,404,45.01
10.0.0.6,200,109.94
10.0.0.6,200,51.84
10.0.0.6,200,47.21
10.0.0.3,200,168.92
10.0.0.6,200,127.72
10.0.0.6,200,286.01
10.0.0.6,200,140.22
10.0.0.6,200,32.91
10.0.0.3,200,50.47
10.0.0.5,404,67.21
10.0.0.6,200,139.18
10.0.0.6,200,164.73
10.0.0.2,200,23.26
10.0.0.2,200,79.4
10.0.0.6,200,98.42
10.0.0.6,200,73.94
10.0.0.6,200,169.16
10.0.0.5,200,18.53
10.0.0.6,404,44.5
10.0.0.6,200,22.04
10.0.0.5,200,49.71
10.0.0.4,200,87.5
10.0.0.6,404,48.62
10.0.0.4,200,83.94
10.0.0.5,404,226.68
10.0.0.3,200,12.17
10.0.0.4,200,100.18
10.0.0.1,200,68.72
10.0.0.6,200,53.26
10.0.0.6,200,43.67
10.0.0.2,200,60.01
10.0.0.6,200,98.44
10.0.0.6,200,66.22
10.0.0.6,200,73.99
10.0.0.1,200,104.64
10.0.0.1,404,18.72
10.0.0.6,200,76.54
10.0.0.1,200,108.19
10.0.0.2,200,74.1
10.0.0.5,200,171.94
10.0.0.6,200,225.96
10.0.0.6,200,90.91
10.0.0.6,200,27.34
10.0.0.4,200,71.01
10.0.0.6,200,167.51
10.0.0.4,500,85.67
10.0.0.1,200,26.8
10.0.0.1,200,3.8
10.0.0.6,500,10.88
10.0.0.6,200,66.88
10.0.0.6,200,162.81
10.0.0.4,200,188.32
10.0.0.1,200,184.86
10.0.0.5,200,31.13
10.0.0.1,200,153.75
10.0.0.6,200,111.03
10.0.0.1,200,235.06
10.0.0.1,200,24.11
10.0.0.6,200,7.44
10.0.0.2,200,49.5
10.0.0.3,404,84.34
10.0.0.5,200,43.43
10.0.0.6,200,7.74
10.0.0.4,200,16.38
10.0.0.3,200,6.11
10.0.0.6,200,428.89
10.0.0.3,200,96.08
10.0.0.6,200,154.06
10.0.0.4,200,76.73
10.0.0.6,200,14.11
10.0.0.2,200,190.46
10.0.0.1,200,123.36
10.0.0.6,200,27.12
10.0.0.3,200,24.98
10.0.0.5,200,58.96
10.0.0.3,200,144.51
10.0.0.4,200,171.2
10.0.0.5,200,40.7
10.0.0.5,200,249.89
10.0.0.5,200,38.3
10.0.0.6,200,59.48
10.0.0.5,500,27.17
10.0.0.2,200,227.47
10.0.0.6,200,132.28
10.0.0.3,200,128.53
10.0.0.5,404,112.56
10.0.0.4,200,60.76
10.0.0.2,200,104.62
10.0.0.6,200,17.96
10.0.0.5,404,44.19
10.0.0.6,200,139.43
10.0.0.3,200,109.56
10.0.0.5,404,135.79
10.0.0.1,200,152.75
10.0.0.4,200,59.48
10.0.0.6,404,27.01
10.0.0.1,200,70.67
10.0.0.6,200,46.75
10.0.0.6,200,110.04
10.0.0.6,200,33.61
10.0.0.3,200,192.09
10.0.0.1,200,259.68
10.0.0.4,200,22.86
10.0.0.5,503,137.16
10.0.0.4,200,78.69
10.0.0.4,200,224.42
10.0.0.5,200,14.43
10.0.0.6,500,78.6
10.0.0.6,200,51.75
10.0.0.3,404,85.83
10.0.0.6,200,10.84
10.0.0.5,200,50.38
10.0.0.1,200,91.84
10.0.0.6,200,98.66
10.0.0.6,500,62.95
10.0.0.6,200,108.92
10.0.0.5,200,88.6
10.0.0.4,200,183.02
10.0.0.4,503,83.61
10.0.0.6,200,49.72
10.0.0.2,200,35.46
10.0.0.5,200,22.3
10.0.0.4,200,59.41
10.0.0.2,200,180.16
10.0.0.3,404,146.47
10.0.0.2,200,70.05
10.0.0.4,200,22.35
10.0.0.2,503,11.55
10.0.0.6,500,236.74
10.0.0.3,200,51.49
10.0.0.6,200,79.52
10.0.0.5,200,9.85
10.0.0.6,200,62.92
10.0.0.1,200,57.45
10.0.0.5,200,61.32
10.0.0.6,200,96.16
10.0.0.3,200,58.66
10.0.0.6,200,21.18
10.0.0.1,200,198.61
10.0.0.4,200,34.97
10.0.0.2,200,121.61
10.0.0.6,200,155.75
10.0.0.5,200,37.23
10.0.0.6,200,186.16
10.0.0.5,200,109.04
10.0.0.4,200,91.47
10.0.0.6,200,66.8
10.0.0.4,200,14.45
10.0.0.1,200,59.64
10.0.0.6,200,73.52
10.0.0.6,200,77.83
10.0.0.6,200,27.98
10.0.0.6,200,105.11
10.0.0.3,200,71.53
10.0.0.6,200,33.67
10.0.0.4,200,134.33
10.0.0.3,200,106.56
10.0.0.4,200,162.05
10.0.0.2,200,21.69
10.0.0.6,200,48.12
10.0.0.5,200,81.28
10.0.0.6,200,78.82
10.0.0.4,200,135.4
10.0.0.6,200,83.0
10.0.0.5,500,117.56
10.0.0.6,200,33.86
10.0.0.2,200,54.44
10.0.0.3,200,107.5
10.0.0.6,200,71.02
10.0.0.6,200,5.8
10.0.0.4,200,68.64
10.0.0.6,200,117.83
10.0.0.6,200,79.79
10.0.0.4,200,41.26
10.0.0.2,503,41.94
10.0.0.6,200,86.81
10.0.0.6,200,61.34
10.0.0.5,200,62.1
10.0.0.3,200,128.17
10.0.0.2,200,93.53
10.0.0.6,200,140.7
10.0.0.3,200,32.68
10.0.0.6,200,127.81
10.0.0.4,200,6.54
10.0.0.6,200,91.09
10.0.0.1,200,200.02
10.0.0.1,200,78.09
10.0.0.5,200,43.66
10.0.0.6,500,68.27
10.0.0.6,200,72.16
10.0.0.6,200,68.09
10.0.0.4,200,135.82
10.0.0.5,200,151.55
10.0.0.6,200,30.13
10.0.0.2,200,16.4
10.0.0.6,404,37.03
10.0.0.6,200,35.45
10.0.0.1,503,141.51
10.0.0.3,500,128.05
10.0.0.6,200,54.6
10.0.0.6,200,10.37
10.0.0.5,200,194.0
10.0.0.6,200,72.75
10.0.0.1,200,132.03
10.0.0.5,200,49.78
10.0.0.3,200,12.0
10.0.0.6,200,65.2
10.0.0.6,200,84.33
10.0.0.6,200,158.94
10.0.0.6,200,72.0
10.0.0.6,200,52.71
10.0.0.1,200,66.68
10.0.0.6,200,25.98
10.0.0.6,200,88.1
10.0.0.6,200,50.72
10.0.0.6,200,49.35
10.0.0.6,200,150.23
10.0.0.2,200,58.27
10.0.0.6,200,54.66
10.0.0.6,200,73.1
10.0.0.5,200,4.77
10.0.0.1,404,104.67
10.0.0.1,200,81.41
10.0.0.2,200,21.99
10.0.0.6,200,114.74
10.0.0.6,200,51.27
10.0.0.1,200,69.24
10.0.0.6,200,107.6
10.0.0.2,200,172.18
10.0.0.3,200,85.59
10.0.0.6,200,76.58
10.0.0.4,404,84.58
10.0.0.1,200,81.8
10.0.0.5,200,19.92
10.0.0.4,200,31.09
10.0.0.4,200,76.19
10.0.0.6,200,114.92
10.0.0.6,200,21.9
10.0.0.6,200,26.48
10.0.0.6,200,143.64
10.0.0.4,200,43.94
10.0.0.1,200,83.03
10.0.0.6,200,124.7
10.0.0.5,200,27.49
10.0.0.3,200,169.31
10.0.0.5,200,91.01
10.0.0.5,500,42.55
10.0.0.6,200,59.63
10.0.0.1,200,104.89
10.0.0.3,404,27.44
10.0.0.6,200,26.14
10.0.0.6,200,89.13
10.0.0.6,200,4.91
10.0.0.1,200,83.89
10.0.0.6,200,40.79
10.0.0.3,200,99.87
10.0.0.6,200,184.15
10.0.0.3,200,13.58
10.0.0.5,200,72.25
10.0.0.4,200,192.98
10.0.0.6,200,25.12
10.0.0.1,200,127.7
10.0.0.6,200,26.5
10.0.0.6,200,26.75
10.0.0.5,200,31.19
10.0.0.4,200,108.01
10.0.0.6,200,148.06
10.0.0.5,404,98.53
10.0.0.6,200,53.77
10.0.0.5,200,138.85
10.0.0.4,200,36.48
10.0.0.2,200,165.99
10.0.0.6,200,73.72
10.0.0.6,200,57.52
10.0.0.6,200,85.06
10.0.0.6,200,38.03
10.0.0.6,200,82.83
10.0.0.2,200,285.78
10.0.0.4,404,106.72
10.0.0.2,200,67.31
10.0.0.1,200,7.91
10.0.0.4,200,30.08
10.0.0.6,200,10.33
10.0.0.6,200,16.59
10.0.0.5,200,70.19
10.0.0.1,200,109.98
10.0.0.1,200,79.46
10.0.0.6,200,185.12
10.0.0.6,200,31.29
10.0.0.1,200,25.41
10.0.0.6,404,74.09
10.0.0.6,200,113.3
10.0.0.3,200,42.53
10.0.0.6,200,136.37
10.0.0.5,200,9.64
10.0.0.6,500,42.06
10.0.0.6,404,95.02
10.0.0.5,200,69.48
10.0.0.6,200,27.13
10.0.0.3,200,44.33
10.0.0.6,200,39.76
10.0.0.4,200,74.82
10.0.0.6,200,52.17
10.0.0.4,200,269.82
10.0.0.6,200,125.84
10.0.0.5,200,90.67
10.0.0.6,200,91.63
10.0.0.4,200,134.27
10.0.0.6,200,37.98
10.0.0.5,500,130.88
10.0.0.4,404,52.07
10.0.0.3,200,60.88
10.0.0.6,404,46.19
10.0.0.6,200,99.39
10.0.0.6,200,30.68
10.0.0.3,200,138.97
10.0.0.6,200,131.17
10.0.0.6,200,202.43
10.0.0.6,200,221.49
10.0.0.6,200,69.35
10.0.0.6,200,102.68
10.0.0.6,200,128.27
10.0.0.6,200,71.99
10.0.0.6,200,33.77
10.0.0.3,200,45.13
10.0.0.4,200,143.2
10.0.0.6,200,71.23
10.0.0.5,200,140.92
10.0.0.2,200,41.17
10.0.0.6,200,42.56
10.0.0.6,200,72.26
10.0.0.6,200,44.87
10.0.0.6,200,88.7
10.0.0.5,200,44.47
10.0.0.6,200,70.98
10.0.0.6,200,93.82
10.0.0.4,200,142.79
10.0.0.1,200,213.99
10.0.0.6,200,104.7
10.0.0.6,200,51.58
10.0.0.2,200,246.08
10.0.0.1,404,50.26
10.0.0.1,200,81.3
10.0.0.3,200,16.0
10.0.0.1,200,70.24
10.0.0.2,200,139.14
10.0.0.6,200,121.06
10.0.0.6,200,102.58
10.0.0.6,200,197.33
10.0.0.6,200,103.15
10.0.0.6,200,84.06
10.0.0.1,200,146.71
10.0.0.6,200,30.4
10.0.0.3,200,87.39
10.0.0.6,200,72.73
10.0.0.1,503,95.25
10.0.0.5,503,49.4
10.0.0.5,200,343.71
10.0.0.6,200,215.71
10.0.0.1,200,52.58
10.0.0.6,200,59.36
10.0.0.6,200,41.55
10.0.0.1,200,40.27
10.0.0.4,500,126.55
10.0.0.6,200,112.64
10.0.0.6,200,24.72
10.0.0.2,200,41.47
10.0.0.6,200,36.99
10.0.0.5,200,122.59
10.0.0.6,200,23.1
10.0.0.6,200,85.04
10.0.0.6,200,57.22
10.0.0.6,200,137.72
10.0.0.6,200,81.54
10.0.0.6,200,55.58
10.0.0.2,200,80.49
10.0.0.6,200,128.2
10.0.0.1,200,4.63
10.0.0.6,200,134.25
10.0.0.1,404,186.92
10.0.0.6,200,92.38
10.0.0.3,404,35.18
10.0.0.6,200,21.58
10.0.0.6,200,43.24
10.0.0.1,200,41.71
10.0.0.4,200,38.12
10.0.0.6,503,87.13
10.0.0.6,200,41.87
10.0.0.6,200,23.24
10.0.0.6,200,64.79
10.0.0.2,200,96.61
10.0.0.3,200,141.04
10.0.0.2,200,139.79
10.0.0.6,200,70.0
10.0.0.5,200,33.59
10.0.0.1,200,73.36
10.0.0.6,200,78.26
10.0.0.6,200,68.73
10.0.0.6,200,40.77
10.0.0.6,200,12.77
10.0.0.3,200,12.35
10.0.0.6,200,30.47
10.0.0.6,404,184.97
10.0.0.2,200,148.79
10.0.0.6,200,17.31
10.0.0.3,200,72.34
10.0.0.6,200,71.79
10.0.0.5,200,81.45
10.0.0.6,200,46.44
10.0.0.1,200,139.94
10.0.0.6,200,76.85
10.0.0.1,200,95.07
10.0.0.6,200,137.8
10.0.0.6,200,86.01
10.0.0.6,200,69.67
10.0.0.6,200,50.32
10.0.0.1,200,146.35
10.0.0.6,200,20.08
10.0.0.6,200,56.93
10.0.0.6,200,112.38
10.0.0.3,200,58.94
10.0.0.6,200,80.58
10.0.0.5,200,72.49
10.0.0.6,200,45.33
10.0.0.4,200,5.33
10.0.0.2,200,48.33
10.0.0.6,200,23.94
10.0.0.6,404,74.78
10.0.0.1,200,229.43
10.0.0.5,200,181.52
10.0.0.6,200,99.07
10.0.0.3,200,72.55
10.0.0.1,200,47.1
10.0.0.1,200,159.63
10.0.0.6,200,124.65
10.0.0.6,200,185.45
10.0.0.3,200,47.3
10.0.0.6,200,47.56
10.0.0.2,200,42.04
10.0.0.6,200,59.85
10.0.0.1,200,53.58
10.0.0.6,200,136.25
10.0.0.1,200,87.58
10.0.0.6,200,163.26
10.0.0.3,404,230.62
10.0.0.5,200,94.96
10.0.0.3,200,63.52
10.0.0.3,200,72.86
10.0.0.1,200,50.43
10.0.0.6,200,220.94
10.0.0.6,200,17.43
10.0.0.4,200,110.15
10.0.0.3,200,123.89
10.0.0.5,200,134.81
10.0.0.6,200,137.35
10.0.0.4,200,65.52
10.0.0.1,500,109.61
10.0.0.6,200,38.94
10.0.0.1,200,169.71
10.0.0.4,200,63.06
10.0.0.6,200,150.84
10.0.0.5,200,198.9
10.0.0.3,200,61.64
10.0.0.6,200,138.92
10.0.0.1,200,29.91
10.0.0.6,200,17.22
10.0.0.4,200,72.16
10.0.0.6,200,79.94
10.0.0.6,200,26.04
10.0.0.1,200,123.52
10.0.0.4,200,73.13
10.0.0.6,200,114.24
10.0.0.5,200,175.24
10.0.0.6,200,14.73
10.0.0.6,200,49.0
10.0.0.6,200,42.95
10.0.0.6,200,84.93
10.0.0.4,200,29.15
10.0.0.4,200,51.15
10.0.0.3,200,46.4
10.0.0.6,200,142.45
10.0.0.6,200,140.77
10.0.0.2,200,2.39
10.0.0.3,200,127.59
10.0.0.6,200,102.37
10.0.0.6,200,151.8
10.0.0.2,200,28.63
10.0.0.1,200,101.98
10.0.0.6,200,83.97
10.0.0.3,200,131.33
10.0.0.1,200,53.34
10.0.0.6,503,62.13
10.0.0.6,200,33.22
10.0.0.5,200,41.52
10.0.0.6,200,58.0
10.0.0.4,200,87.79
10.0.0.2,200,20.34
10.0.0.3,200,203.81
10.0.0.5,200,30.49
10.0.0.2,503,82.52
10.0.0.6,200,136.38
10.0.0.2,200,94.66
10.0.0.6,200,68.94
10.0.0.6,200,69.34
10.0.0.2,200,30.72
10.0.0.2,200,78.25
10.0.0.2,500,113.69
10.0.0.4,200,32.98
10.0.0.4,503,95.29
10.0.0.4,200,156.72
10.0.0.6,200,81.99
10.0.0.2,200,34.05
10.0.0.6,200,66.84
10.0.0.5,404,26.31
10.0.0.6,200,43.44
10.0.0.6,200,131.64
10.0.0.5,200,18.74
10.0.0.6,200,47.23
10.0.0.3,404,88.73
10.0.0.6,200,79.23
10.0.0.5,200,116.64
10.0.0.5,200,20.33
10.0.0.1,200,111.85
10.0.0.5,200,75.89
10.0.0.6,200,23.28
10.0.0.2,200,26.5
10.0.0.1,503,91.98
10.0.0.6,200,159.54
10.0.0.3,200,90.59
10.0.0.4,200,24.41
10.0.0.6,200,47.99
10.0.0.3,200,85.73
10.0.0.6,404,119.91
10.0.0.6,200,12.79
10.0.0.3,200,52.81
10.0.0.6,503,171.19
10.0.0.6,200,36.64
10.0.0.3,200,25.22
10.0.0.6,404,57.76
10.0.0.6,404,166.07
