x,y
29.653,48.787
27.652,52.004
40.101,56.892
28.093,29.1
28.062,58.989
28.872,34.405
27.12,45.06
29.196,36.311
28.814,43.217
28.058,67.818
40.519,58.596
43.869,53.214
38.834,49.133
38.907,51.163
26.2,49.838
33.335,46.619
41.737,35.13
31.179,46.972
30.155,60.859
25.672,50.632
29.412,41.997
31.772,58.805
23.419,33.25
19.686,49.879
29.734,52.436
28.361,49.6
30.596,40.915
33.865,63.012
20.963,46.203
30.724,52.287
26.617,54.711
32.023,48.341
27.979,48.079
43.873,33.304
23.27,60.436
29.953,46.365
28.939,55.504
38.787,52.186
30.445,51.341
45.885,57.893
37.391,62.534
24.338,29.934
29.66,48.021
33.588,42.878
34.176,49.547
28.386,58.54
26.763,47.931
38.278,63.445
33.336,43.75
34.987,52.993
9.656,63.902
30.185,55.43
40.11,46.212
20.865,64.797
33.648,55.821
34.035,44.869
22.178,44.615
41.398,51.376
21.387,47.832
27.597,48.968
36.358,39.962
38.136,56.776
30.5,54.433
27.451,54.67
25.91,47.911
31.677,50.105
33.512,57.833
21.724,66.852
34.463,50.994
33.48,58.587
35.827,63.873
31.324,64.202
23.035,52.181
21.299,58.28
32.94,43.857
40.238,32.863
28.352,45.532
26.404,51.184
25.104,41.662
33.027,36.584
30.296,49.797
37.283,57.203
30.717,56.537
30.22,54.053
25.03,45.129
39.612,36.651
33.207,47.308
35.778,52.431
35.809,33.395
24.53,35.269
21.135,56.14
36.715,33.536
41.501,51.006
26.43,43.859
34.019,28.916
24.474,37.655
26.344,49.994
35.876,56.073
22.619,48.569
26.12,53.205
30.197,45.559
27.997,52.039
32.591,62.436
28.296,37.66
26.176,49.417
36.651,47.415
25.183,65.442
26.474,53.102
30.249,38.642
36.765,60.594
35.293,47.06
21.211,58.872
24.645,45.931
31.653,48.198
26.979,54.066
23.125,53.852
20.38,44.612
29.68,56.176
30.41,45.595
34.928,60.904
22.966,37.492
40.879,44.727
34.309,60.177
36.21,45.73
32.563,79.719
22.302,38.036
36.807,57.353
27.852,47.247
27.685,49.75
29.152,39.184
28.024,44.144
21.401,29.159
31.497,45.086
27.515,52.115
17.489,37.74
32.741,36.969
28.779,60.427
37.857,66.907
31.36,54.832
33.187,47.113
26.759,63.316
34.582,66.202
36.257,32.735
20.71,48.718
37.616,54.932
26.542,48.813
29.258,36.732
44.267,54.454
25.354,51.054
34.741,49.227
40.34,56.208
26.198,59.909
32.261,44.985
22.882,65.817
28.043,18.932
27.169,51.047
27.988,59.636
16.203,48.992
30.512,57.461
33.226,50.547
43.507,49.837
32.484,53.498
26.987,53.285
38.493,54.265
33.024,49.62
33.865,54.488
18.538,56.453
30.725,63.593
31.685,46.921
19.13,45.091
34.075,54.237
33.985,52.946
21.413,35.085
30.692,51.725
21.147,34.099
31.698,56.5
39.173,35.27
33.434,50.266
28.619,38.328
35.646,55.337
44.909,36.583
31.782,59.156
20.567,42.507
31.594,36.745
25.261,68.877
30.54,55.432
34.034,44.298
34.373,50.735
24.679,46.606
18.634,52.674
28.189,41.494
18.617,44.096
34.536,61.617
30.074,49.411
19.719,60.25
29.76,59.191
35.06,44.123
36.379,39.111
27.795,60.18
31.456,58.495
35.592,54.478
20.127,43.267
29.44,50.949
26.044,43.149
36.33,54.724
28.787,56.885
37.793,52.026
33.27,54.269
36.93,41.436
35.2,47.599
21.467,53.94
27.88,51.181
34.788,47.564
30.571,47.433
22.584,63.15
29.944,63.624
32.483,52.433
25.868,42.721
28.286,63.239
29.896,54.084
25.007,66.879
25.035,55.681
25.368,60.981
30.822,44.602
27.419,55.838
22.859,47.774
17.91,47.478
28.853,48.007
27.97,45.445
39.591,52.076
32.536,66.303
27.898,52.727
28.55,48.893
30.805,50.965
28.785,41.996
27.848,46.288
27.559,46.276
36.353,31.321
30.471,49.988
32.736,56.878
33.123,48.258
27.236,40.162
25.188,55.238
35.748,46.767
31.497,55.145
30.675,34.965
25.958,52.269
33.007,59.498
24.532,50.665
30.476,40.65
25.139,32.57
35.35,56.595
30.757,35.194
28.349,50.327
28.377,64.146
34.789,51.795
36.072,63.623
31.403,65.097
45.361,60.896
42.442,39.671
35.335,33.995
35.121,47.413
31.967,73.221
30.962,34.898
27.297,51.649
32.305,56.613
36.624,63.91
33.262,43.063
28.073,65.959
23.498,41.312
20.603,59.313
21.498,54.745
27.474,53.29
38.077,48.581
32.917,51.703
26.88,49.316
30.564,64.0
33.709,53.059
31.379,46.63
34.517,48.919
25.932,41.932
20.676,36.281
38.602,55.491
40.865,45.433
32.465,59.885
34.703,54.801
19.021,49.467
27.814,44.772
18.225,42.316
34.608,76.704
22.119,39.371
31.854,67.764
26.085,41.755
33.085,36.156
24.556,52.297
27.459,52.102
31.513,58.262
24.457,34.348
35.346,48.911
22.452,46.502
26.894,60.041
45.367,54.35
34.826,53.961
31.828,48.062
34.361,48.681
27.436,58.482
29.029,45.466
24.096,57.222
35.275,58.275
28.285,39.186
35.573,43.7
25.603,54.835
21.729,53.854
29.016,53.504
18.282,43.202
36.062,40.58
23.878,53.263
29.66,55.201
31.683,52.383
30.115,55.31
38.091,56.04
35.54,27.499
39.209,51.272
34.899,58.409
26.499,47.191
19.191,49.321
32.871,55.941
27.169,47.097
36.429,57.157
31.266,47.305
38.888,57.236
32.465,55.443
29.061,48.981
32.454,56.698
28.203,54.976
26.216,42.953
31.945,51.861
23.845,41.55
25.742,49.019
29.979,52.872
22.38,52.031
27.004,30.517
34.281,51.089
32.193,34.018
38.22,50.774
28.318,49.083
18.92,42.442
18.309,45.522
32.974,41.571
32.279,42.552
31.857,51.243
41.021,55.7
29.968,50.934
33.03,46.583
31.185,45.023
24.289,60.948
34.053,55.715
41.735,57.996
30.239,68.202
27.718,49.356
23.643,37.334
25.305,57.159
26.212,72.839
24.81,41.226
35.469,64.16
32.622,52.945
22.925,53.03
34.344,44.948
28.209,41.867
22.604,53.547
36.622,43.845
24.174,63.912
24.786,48.818
37.136,39.706
31.907,40.882
29.001,53.186
23.272,69.73
38.6,64.876
30.361,53.94
30.188,51.663
27.512,49.729
31.649,59.287
33.527,32.269
38.698,43.71
16.385,57.221
38.939,62.392
27.92,63.465
24.751,49.463
26.149,44.758
34.603,63.749
31.667,53.448
36.995,44.273
23.869,51.737
26.524,53.342
28.917,56.608
27.661,45.238
30.169,60.361
25.995,54.21
39.478,63.727
31.092,58.896
25.929,35.421
32.749,43.85
29.967,62.082
30.924,41.314
26.099,48.911
38.969,45.974
17.409,29.428
29.228,39.753
35.713,53.709
21.224,40.642
33.809,56.124
41.724,66.839
27.987,65.391
20.556,44.307
30.505,55.084
25.048,45.157
38.307,51.416
20.804,41.208
36.339,47.654
26.706,60.203
26.329,53.072
19.994,40.82
25.181,61.169
36.485,53.508
27.288,58.975
30.712,40.986
36.212,66.367
32.189,45.332
24.209,51.785
31.266,51.276
31.079,55.141
32.579,49.101
30.821,42.365
27.306,62.475
29.157,46.01
26.022,50.592
21.187,63.58
26.927,51.636
29.224,56.43
33.618,45.494
30.348,45.396
25.197,41.195
32.446,41.578
25.974,31.887
32.669,27.499
20.135,41.509
21.465,44.907
29.22,42.568
37.206,47.264
35.936,38.677
26.319,44.191
28.73,54.325
28.076,57.825
21.624,45.462
26.322,47.492
29.977,54.872
35.239,56.079
29.513,52.122
29.307,57.457
35.651,65.978
33.347,44.991
32.715,43.996
35.866,33.968
35.769,40.696
24.728,46.713
41.335,54.14
31.67,48.886
31.282,49.296
35.895,46.521
32.947,55.471
13.215,53.923
20.851,39.309
33.835,60.782
29.633,46.496
36.667,56.305
30.895,49.492
24.814,60.29
32.297,38.653
30.017,33.525
31.324,46.328
32.716,57.6
29.814,40.693
32.128,49.867
30.519,49.037
29.08,45.851
33.79,29.37
28.273,43.641
45.891,49.298
31.592,47.079
32.67,53.709
26.605,68.477
33.868,38.336
33.206,36.215
26.221,35.066
39.13,49.526
48.634,45.037
31.62,47.237
23.521,57.643
30.847,64.278
13.849,51.892
27.615,38.305
28.499,52.965
24.275,56.921
22.203,43.302
37.653,55.326
33.171,60.739
26.804,41.871
33.716,57.191
40.188,41.759
26.271,43.785
33.689,44.33
43.7,30.961
31.471,46.883
25.58,53.583
32.973,54.053
19.837,44.364
26.294,33.872
27.078,57.246
30.563,47.343
33.267,36.668
29.052,42.464
30.832,46.077
21.395,43.819
21.767,34.889
38.131,39.241
25.091,55.121
40.312,63.769
31.42,65.455
27.342,51.147
25.793,30.219
28.68,37.814
27.351,48.991
30.735,44.213
24.781,59.519
27.434,54.332
24.362,45.784
23.272,57.822
31.358,42.065
25.212,50.418
29.754,60.458
27.088,54.937
28.671,67.933
35.388,46.124
37.855,50.516
26.701,51.639
37.18,52.237
28.518,64.833
21.314,54.198
30.577,42.839
35.585,53.786
27.797,47.011
33.373,38.889
30.702,59.686
21.735,69.939
33.142,51.116
40.308,52.033
34.314,58.806
34.891,66.547
18.971,56.383
23.929,48.016
35.659,54.933
28.96,48.65
25.791,57.85
31.065,47.148
30.776,37.109
31.294,49.546
34.809,68.925
31.687,49.131
26.692,41.855
31.56,51.602
42.861,38.1
38.28,27.196
25.365,60.206
34.743,33.722
28.457,44.946
32.229,76.672
18.696,41.811
24.968,48.121
27.328,48.845
21.323,55.878
25.257,51.898
21.69,57.103
25.915,50.309
22.912,50.727
41.332,62.181
26.956,51.48
33.164,40.634
25.06,43.796
20.319,35.782
30.572,48.706
26.221,43.138
32.826,45.29
35.182,48.362
24.978,55.08
28.202,53.783
34.658,49.725
30.8,54.166
32.985,39.369
28.703,57.123
35.591,53.711
36.859,49.11
38.112,30.553
20.331,48.197
33.03,40.116
34.937,35.257
30.596,34.667
31.396,37.299
31.536,53.194
27.948,62.799
27.208,49.01
21.683,47.616
27.232,45.808
28.288,53.832
35.502,48.386
27.586,55.527
24.107,71.95
34.582,57.861
35.014,56.84
29.678,51.051
31.971,62.35
24.433,50.885
19.599,46.888
22.291,45.565
28.071,46.132
32.915,54.545
30.356,62.618
35.299,35.225
34.522,50.177
26.086,61.142
34.816,44.938
27.944,45.261
46.56,48.729
25.489,49.412
21.661,68.593
34.797,50.09
28.063,54.572
24.858,57.38
29.619,59.034
34.33,35.86
29.428,44.87
28.561,41.348
33.382,47.24
16.26,35.722
15.272,46.509
17.503,50.58
29.98,40.133
32.252,47.327
33.593,53.892
20.857,64.984
33.029,71.882
32.556,51.306
20.611,43.496
32.977,54.571
26.183,43.568
27.672,40.316
20.47,28.485
15.983,48.269
36.344,59.289
29.772,56.34
36.815,48.92
28.781,45.104
6.145,60.298
32.102,39.025
31.724,39.915
32.787,46.994
39.715,47.238
40.368,38.729
38.39,55.93
36.018,60.927
25.378,49.452
21.519,62.482
20.685,50.049
30.986,67.026
31.474,71.228
36.407,54.97
39.631,51.339
28.498,40.023
26.056,50.872
29.7,51.552
34.385,65.469
36.367,48.219
21.658,58.524
29.761,64.02
39.79,57.499
39.873,56.988
26.895,42.073
28.812,49.989
31.646,50.013
33.335,51.567
15.3,53.511
26.317,57.633
30.638,50.601
18.36,58.714
26.081,42.749
22.947,45.038
30.158,39.853
26.784,45.175
20.211,47.22
32.586,44.121
33.451,62.97
37.896,43.292
38.314,41.337
38.939,60.123
26.39,43.504
31.022,38.835
22.74,42.266
32.547,40.227
42.701,62.747
29.473,55.392
37.985,43.627
20.985,47.0
49.344,44.549
23.527,64.328
22.473,51.275
19.679,51.854
30.242,50.329
24.102,55.81
19.375,50.551
33.071,67.941
43.025,55.006
35.793,46.27
37.743,47.763
29.412,49.489
33.375,47.415
29.624,54.55
30.903,61.633
29.72,33.894
28.265,43.743
32.815,51.095
36.483,42.776
19.155,48.992
34.73,54.983
28.114,48.242
26.25,73.448
23.694,48.397
23.843,57.665
36.722,34.535
23.963,58.54
22.446,50.396
24.385,51.449
33.394,36.926
19.4,51.407
29.559,57.155
31.727,42.781
28.229,66.792
28.022,50.207
28.137,62.509
23.19,39.005
33.339,56.879
28.867,51.429
16.251,58.321
29.765,50.923
26.68,34.499
37.348,43.329
25.286,56.196
33.228,47.064
42.235,49.136
21.782,43.96
32.28,61.067
29.56,48.009
35.419,73.798
36.712,50.336
39.333,55.685
38.341,43.254
25.179,63.851
35.373,53.512
35.957,34.077
30.703,51.149
28.58,57.66
33.807,42.847
32.544,58.572
34.5,39.441
30.581,63.119
24.414,53.888
29.796,65.345
20.591,40.066
23.669,45.184
39.618,56.675
24.407,51.004
34.821,40.554
25.56,40.338
25.291,36.686
29.827,47.08
37.472,30.962
27.421,46.009
37.005,50.868
34.626,51.583
27.78,42.909
28.259,52.585
20.335,55.411
33.069,40.027
28.247,44.109
28.117,41.37
31.751,37.49
27.688,47.192
33.919,60.01
20.48,42.69
30.589,58.34
31.757,56.77
21.923,66.313
31.319,51.659
35.083,44.079
28.711,43.014
32.177,63.073
29.416,60.432
29.585,42.67
32.418,46.757
18.181,53.761
38.821,44.247
28.577,60.657
32.998,55.918
32.128,47.072
35.534,46.531
24.286,45.881
25.154,52.975
26.737,57.373
22.814,53.537
34.607,57.066
36.399,55.055
27.917,52.41
27.447,38.172
33.903,59.092
26.133,46.672
35.381,33.415
35.017,49.124
33.491,52.783
38.191,35.52
38.954,54.242
28.965,48.984
30.278,58.629
34.058,38.654
24.648,45.345
42.305,56.354
29.414,48.002
32.034,48.366
31.96,45.193
46.49,46.297
39.812,58.788
34.337,38.378
30.324,36.434
25.242,59.624
32.619,59.462
32.32,44.496
36.86,48.933
46.719,52.715
28.26,49.782
34.738,45.86
24.069,61.057
32.08,54.094
26.613,41.289
38.872,52.896
32.601,47.172
38.293,53.704
32.542,49.368
26.93,46.793
27.374,46.672
30.558,63.357
31.493,54.539
41.549,47.046
24.604,50.736
29.332,50.611
20.997,33.966
31.057,42.518
22.563,50.512
33.353,47.425
39.166,31.001
26.143,46.276
27.222,33.613
27.095,50.712
39.95,49.699
44.206,51.317
26.406,41.973
34.634,41.759
41.807,58.521
24.155,58.562
36.332,49.615
21.242,40.24
27.07,52.837
32.79,53.61
30.728,59.835
31.202,61.404
19.076,56.54
26.6,56.751
31.282,40.409
22.172,63.79
36.861,57.004
25.192,83.263
31.851,59.349
30.062,46.83
35.124,44.952
30.595,52.755
40.111,49.739
34.753,49.354
50.136,27.164
38.641,46.316
33.29,57.851
19.9,41.757
24.629,39.138
33.803,67.422
42.805,48.168
28.17,44.873
24.542,51.956
27.301,38.009
35.394,58.166
26.058,52.11
44.572,56.91
40.892,44.696
24.744,32.937
32.981,55.081
37.615,66.073
28.711,60.849
34.662,55.156
28.389,52.549
43.487,51.143
36.869,53.964
25.791,51.871
29.481,49.515
39.593,50.03
24.95,49.23
36.748,50.877
33.751,53.986
30.779,54.132
44.346,45.648
34.083,50.194
35.34,52.681
31.089,52.233
32.01,40.14
28.474,45.594
39.64,58.012
24.363,63.921
35.915,55.183
31.957,57.455
23.804,71.469
25.656,51.674
39.446,47.173
27.482,47.508
26.788,47.379
36.07,55.257
24.61,56.393
33.359,54.375
35.527,57.805
25.372,35.943
30.924,55.076
27.681,46.213
17.205,48.938
35.213,41.514
27.228,34.929
11.598,59.201
26.938,56.264
26.702,45.069
32.881,38.397
24.649,41.331
35.78,49.74
27.504,53.568
30.115,48.127
21.793,52.748
28.149,34.2
31.713,40.741
45.679,53.546
27.945,58.996
38.593,43.705
26.706,62.378
35.286,56.152
32.444,50.762
34.576,54.522
32.38,36.725
33.181,52.946
40.314,50.831
29.193,36.581
33.01,37.863
38.387,42.637
27.834,29.964
24.283,52.48
44.847,56.004
30.775,62.055
25.055,42.144
24.47,53.622
32.361,51.799
24.516,46.688
30.394,54.831
32.87,54.93
28.936,64.736
40.649,44.629
21.728,50.039
41.461,38.676
19.305,47.181
23.495,49.806
23.954,33.186
37.831,44.236
28.999,36.205
26.393,49.347
20.236,54.39
28.959,38.856
31.232,55.892
26.499,53.806
35.991,41.126
42.18,36.447
30.689,56.311
37.587,57.36
33.88,48.243
28.486,48.078
31.774,41.436
28.905,61.678
36.318,43.511
35.687,63.4
26.453,59.461
32.642,60.605
37.244,38.322
19.526,44.488
26.265,49.905
26.758,39.203
26.478,54.157
35.134,49.105
30.612,28.551
32.701,52.297
41.368,46.755
36.666,48.713
19.035,59.153
28.181,49.326
32.186,58.089
28.775,48.66
32.439,50.028
22.83,55.896
24.698,48.945
30.692,40.073
31.568,51.744
27.278,60.481
33.083,33.063
30.603,38.418
22.156,41.422
25.723,63.065
26.229,47.826
35.223,73.303
24.727,40.23
33.077,48.604
29.709,43.315
32.43,53.325
25.074,38.23
22.334,61.343
30.619,45.591
27.291,61.017
34.628,68.045
26.901,47.995
32.515,53.596
27.759,41.679
23.241,52.501
28.625,50.706
32.794,52.964
36.073,60.795
19.052,35.639
23.189,51.116
32.665,23.859
34.873,42.457
31.458,47.359
36.158,51.01
39.991,53.361
16.757,50.555
28.163,45.388
19.107,52.659
50.276,53.022
21.194,47.608
34.25,52.654
29.538,44.249
20.164,47.526
25.657,57.692
24.347,64.108
25.17,50.264
35.324,43.299
49.182,39.312
32.555,52.296
40.703,52.897
30.793,55.583
27.812,49.125
39.627,46.987
36.78,40.51
35.86,51.141
41.973,52.894
30.004,51.661
27.998,63.711
40.241,49.222
26.208,47.421
20.922,56.33
33.545,58.807
35.69,62.814
38.273,47.547
22.583,47.565
22.568,45.77
22.324,40.873
32.292,45.512
29.437,41.673
31.265,42.685
26.263,50.362
36.258,45.324
28.169,60.865
29.634,31.693
34.512,49.362
30.638,43.91
35.552,39.923
31.331,53.766
29.632,37.014
33.849,46.65
31.167,38.709
27.155,53.434
29.389,62.327
22.611,45.148
27.742,54.655
33.954,55.196
22.759,51.69
28.031,30.241
28.764,49.881
25.773,58.341
28.102,64.482
26.798,46.591
30.952,59.575
32.804,44.55
29.649,49.395
32.888,47.205
25.904,71.211
26.807,37.037
21.188,53.143
26.069,42.282
23.49,30.855
32.705,52.733
27.356,54.696
34.331,48.188
36.325,54.551
33.874,60.039
37.163,39.556
41.688,52.909
22.992,46.696
31.616,57.629
34.586,36.121
28.45,32.999
28.55,43.026
29.425,34.335
29.939,55.285
30.721,47.064
29.394,66.66
22.099,52.623
34.896,64.533
20.62,58.274
38.966,34.422
38.506,44.713
33.092,46.805
37.306,70.22
28.267,59.519
32.67,47.043
36.968,43.076
17.645,47.333
33.002,50.866
22.786,60.184
27.78,51.509
32.364,54.08
30.273,54.094
17.811,39.184
36.598,58.557
35.317,52.561
30.539,47.211
26.377,33.02
25.221,47.118
34.021,58.395
28.39,66.181
37.806,73.274
35.459,45.538
31.215,49.154
34.116,67.196
17.064,57.156
24.365,38.088
26.587,60.733
29.86,47.157
27.975,48.771
16.97,29.724
33.136,56.015
24.428,54.186
31.956,52.49
38.123,51.723
26.907,51.842
27.716,51.979
36.298,57.965
33.162,49.718
30.535,55.047
30.209,45.001
30.167,65.031
27.621,50.324
31.22,38.482
21.82,52.613
23.305,47.218
28.706,48.896
21.378,37.459
17.415,52.873
42.313,54.251
28.503,48.18
22.021,58.158
35.563,55.138
44.638,30.783
20.248,42.654
21.933,61.127
33.379,54.805
34.829,50.379
36.032,70.397
25.857,42.876
31.315,36.343
33.605,56.62
33.963,53.832
20.671,33.789
39.724,42.985
36.772,41.327
23.322,58.627
30.64,41.003
28.245,59.041
34.18,53.683
22.364,49.544
23.919,53.766
45.193,51.689
23.885,56.254
33.903,53.956
33.863,45.335
25.904,66.802
21.827,48.454
30.926,41.707
25.55,59.452
19.69,55.104
39.476,47.423
21.018,38.079
17.954,50.483
37.697,40.682
34.833,50.169
34.45,56.883
35.524,46.037
22.818,45.399
22.274,38.169
38.624,52.985
38.012,41.218
26.37,54.869
36.053,58.86
36.645,45.992
32.426,40.354
20.655,57.196
22.07,40.342
26.642,40.196
29.442,39.065
31.547,44.753
35.533,65.784
38.168,46.371
21.037,49.325
19.137,64.979
28.765,53.747
35.531,33.064
33.242,46.896
26.127,59.611
32.913,53.818
22.53,59.482
33.419,67.504
35.87,50.645
27.004,56.926
29.415,59.335
27.806,49.493
26.5,51.021
34.235,49.142
28.062,31.491
37.488,44.184
33.52,51.015
33.312,61.905
32.408,47.361
36.32,45.481
28.39,54.556
31.529,38.383
17.177,51.207
29.026,55.435
40.022,60.4
32.81,45.806
30.544,71.961
26.552,47.216
28.129,69.095
28.325,40.497
33.041,42.442
33.89,55.437
36.072,49.517
27.521,43.663
24.157,55.591
31.813,46.471
34.748,41.592
37.843,51.166
40.669,48.154
31.067,50.814
22.947,65.793
31.241,40.835
28.625,49.866
32.58,42.814
31.993,46.053
34.89,54.132
25.507,41.155
32.959,55.299
34.436,45.212
30.684,63.265
27.198,44.169
28.079,46.211
24.506,47.944
47.141,51.483
36.449,39.862
28.036,53.741
27.472,37.696
26.128,51.033
34.446,59.391
29.651,55.294
34.058,53.998
20.075,39.225
40.84,48.396
36.099,52.202
34.836,47.943
29.683,52.89
25.492,44.065
27.548,38.707
39.633,40.538
39.063,49.889
31.081,52.198
37.905,46.189
35.387,40.946
31.322,57.94
33.734,44.06
28.966,62.981
32.178,59.957
35.725,57.73
21.837,49.319
32.36,34.941
27.507,41.719
27.806,36.575
37.552,63.698
31.324,55.326
34.214,46.641
27.866,36.676
36.757,34.241
19.895,53.802
24.985,53.529
34.967,52.276
22.952,57.231
22.242,39.218
34.255,46.605
33.255,72.087
25.699,55.523
32.159,59.061
24.37,66.083
31.778,37.21
28.467,56.726
36.822,50.605
27.99,36.771
39.075,42.515
16.263,53.797
35.795,55.737
18.367,60.171
31.423,47.773
29.048,37.773
30.736,45.518
34.041,57.625
30.539,46.296
22.68,54.827
26.47,47.477
39.033,67.073
29.256,33.155
17.669,47.677
27.417,46.586
17.858,51.904
28.387,65.86
31.02,59.388
27.297,47.558
24.684,43.568
48.85,45.091
24.871,56.149
22.598,53.737
32.807,46.733
37.199,56.458
36.538,52.233
31.48,61.159
27.868,57.376
32.276,61.816
36.881,45.21
31.953,41.323
24.372,50.211
24.654,41.196
37.56,59.44
25.347,46.566
20.826,35.55
37.414,54.077
14.85,50.493
35.295,53.857
27.441,46.298
34.749,58.74
24.303,48.089
27.371,50.921
36.152,50.987
29.411,38.675
26.738,39.931
30.016,49.793
21.306,53.041
19.372,60.41
30.922,44.948
24.952,48.208
37.634,43.797
37.893,48.871
26.802,63.96
30.632,41.889
25.536,31.816
26.28,48.355
27.472,38.892
31.774,57.849
35.195,69.34
34.034,55.878
30.742,73.643
27.047,56.582
39.162,59.047
23.961,53.509
27.244,55.173
28.159,50.552
29.369,36.706
28.07,58.03
23.794,28.217
39.74,66.55
26.619,58.372
28.086,52.514
16.418,38.785
28.547,44.367
26.659,58.869
28.423,43.706
30.967,50.127
21.956,66.905
38.178,45.97
25.815,41.925
36.994,43.19
19.822,67.612
18.989,47.801
39.453,51.435
24.473,56.656
19.996,62.352
31.796,46.654
42.54,45.363
27.686,55.124
28.284,39.275
31.213,65.479
32.402,43.987
27.669,41.851
41.71,67.356
37.235,45.291
36.511,53.063
30.446,57.976
33.287,55.742
29.487,55.087
30.122,67.409
27.991,36.545
23.84,46.841
36.032,62.839
27.635,60.99
31.52,54.99
27.351,48.957
33.271,55.723
37.206,45.152
34.537,58.07
27.234,56.984
25.797,47.7
40.087,52.762
28.391,31.768
28.756,44.766
25.434,34.06
31.761,40.844
35.817,34.452
27.289,38.661
37.711,41.864
32.911,37.261
37.403,46.822
22.257,44.146
29.9,52.475
23.508,61.828
26.041,39.014
34.432,32.245
38.082,51.139
34.531,45.077
29.569,59.812
32.752,40.374
25.441,39.271
27.504,59.05
20.388,51.107
39.719,38.486
24.345,37.271
29.194,43.347
34.21,50.64
33.592,53.61
34.278,46.785
26.866,50.188
36.626,49.843
30.052,42.565
30.16,42.034
27.06,52.193
30.734,51.886
28.261,31.969
26.368,52.91
28.283,61.513
35.607,49.185
30.768,45.764
21.898,56.63
32.216,46.072
35.023,57.106
32.788,47.543
33.448,42.63
32.849,43.223
24.446,56.035
27.078,41.955
23.471,38.218
32.221,37.888
25.713,65.357
31.138,50.437
27.122,58.188
31.721,33.773
25.804,53.075
29.475,68.122
29.74,52.347
29.06,48.064
35.242,57.445
34.545,54.724
34.759,58.319
22.177,45.972
19.63,54.995
29.797,57.222
28.169,65.735
28.888,34.704
37.001,49.381
20.072,56.8
32.104,63.156
19.038,40.694
24.058,52.609
31.406,38.639
32.909,45.986
26.895,45.295
33.038,62.969
26.41,42.652
36.0,47.375
22.02,31.872
35.972,37.055
31.586,53.907
30.495,51.7
19.983,50.974
49.929,53.05
23.538,50.376
36.276,61.712
32.988,46.66
26.305,42.057
35.55,56.485
20.808,43.329
30.043,48.044
22.696,61.619
33.053,44.286
20.612,44.372
28.413,46.119
25.698,55.237
28.402,47.147
29.849,48.533
27.085,52.519
31.023,47.604
27.59,42.236
24.209,44.629
30.756,42.122
25.551,50.728
32.654,45.518
21.948,50.817
30.632,41.919
26.3,51.533
26.613,39.348
25.825,57.983
25.235,48.005
23.896,48.213
22.632,62.637
31.791,64.197
36.929,47.321
45.064,48.903
29.118,66.057
25.705,70.728
22.899,52.169
35.479,41.381
23.635,47.022
35.368,54.075
27.519,71.972
30.472,29.267
26.837,52.098
25.755,50.872
33.14,55.158
36.273,41.703
31.475,37.323
33.622,38.943
22.307,57.716
35.439,46.618
22.571,54.591
15.91,54.671
19.079,61.957
33.327,35.444
30.294,66.633
34.569,50.128
25.184,36.116
34.791,57.03
26.715,46.015
23.126,36.11
32.912,57.675
30.475,49.985
33.457,56.107
28.753,42.118
21.538,59.509
28.742,48.477
21.476,48.073
31.333,48.203
30.926,61.887
31.477,47.208
36.026,61.594
29.324,51.664
33.88,45.798
31.318,57.681
29.745,63.771
26.877,61.629
30.878,54.065
28.204,63.342
24.938,68.233
28.9,51.142
27.455,38.809
23.224,50.753
29.411,54.553
34.023,32.622
30.219,55.478
32.282,55.89
33.667,33.849
24.773,57.929
28.743,60.284
28.548,52.039
27.867,70.535
29.356,54.642
39.439,44.039
26.384,48.904
21.008,64.429
24.951,43.511
23.343,35.562
34.34,55.212
23.889,40.556
44.311,37.483
33.265,58.576
35.733,45.977
32.009,46.629
34.897,38.81
32.573,54.047
32.487,56.611
33.431,47.704
27.418,44.115
30.305,53.31
37.979,33.606
19.902,46.916
29.266,30.217
25.123,65.703
36.168,53.367
37.241,46.087
27.759,59.167
20.581,53.745
26.485,66.11
27.558,51.791
30.347,65.292
25.879,45.451
40.378,40.917
29.797,47.014
34.625,44.852
35.307,43.142
26.284,55.623
40.847,73.368
38.154,37.245
33.333,30.401
28.574,52.711
31.567,43.232
22.099,37.664
38.448,44.95
32.22,54.871
29.708,34.672
19.136,35.262
38.569,45.644
23.595,64.026
32.656,39.011
26.271,40.2
34.382,34.384
43.058,31.289
35.199,60.165
31.885,38.43
32.157,49.488
27.197,34.371
31.47,48.004
40.249,72.931
25.221,39.461
32.564,50.64
42.747,37.804
22.514,33.558
40.886,45.71
21.612,59.435
30.558,51.755
23.394,64.367
23.072,57.526
32.947,41.148
31.681,30.995
29.983,60.873
21.094,46.774
36.626,44.004
28.068,52.101
34.112,65.36
33.599,54.539
31.355,41.548
26.324,50.526
36.765,68.077
28.836,51.98
28.965,59.396
22.16,50.059
34.506,42.355
44.651,57.444
23.826,49.552
38.694,66.288
37.559,53.677
22.634,48.584
36.923,40.434
19.259,55.238
25.778,40.725
34.406,52.535
37.9,46.941
23.841,49.8
37.18,56.611
27.431,48.822
20.586,58.206
26.977,64.075
26.911,42.911
34.887,47.452
35.887,48.702
37.807,51.79
27.971,46.431
29.671,67.519
31.833,48.474
32.656,51.584
36.116,57.533
32.475,60.7
29.387,68.824
28.493,60.928
36.2,32.172
32.028,49.255
35.861,52.344
34.653,41.231
31.82,46.622
23.946,38.306
19.937,49.253
26.744,44.988
38.316,44.34
31.305,48.293
24.647,52.75
27.814,56.018
