signup_order,spend
13839,282.09
13840,238.6
13841,243.49
13842,334.91
13843,245.96
13844,302.46
13845,311.43
13846,302.74
13847,258.63
13848,163.4
13849,230.74
13850,240.86
13851,256.91
13852,197.97
13853,301.94
13854,251.14
13855,247.46
13856,196.16
13857,257.68
13858,289.82
13859,181.62
13860,277.24
13861,230.88
13862,250.08
13863,194.27
13864,221.42
13865,296.32
13866,217.2
13867,196.49
13868,244.87
13869,219.22
13870,270.08
13871,218.14
13872,199.75
13873,202.53
13874,268.95
13875,169.07
13876,250.04
13877,304.43
13878,307.92
13879,222.25
13880,292.2
13881,252.64
13882,190.92
13883,259.09
13884,287.22
13885,302.75
13886,157.82
13887,197.11
13888,186.54
13889,196.62
13890,239.07
13891,240.59
13892,204.13
13893,240.26
13894,350.31
13895,267.63
13896,295.95
13897,277.04
13898,217.74
13899,259.03
13900,250.05
13901,268.62
13902,272.75
13903,315.48
13904,313.18
13905,220.4
13906,289.95
13907,279.96
13908,262.89
13909,245.75
13910,303.01
13911,260.98
13912,227.56
13913,171.15
13914,282.43
13915,251.36
13916,340.67
13917,223.91
13918,163.77
13919,226.38
13920,208.95
13921,270.74
13922,250.99
13923,193.46
13924,222.98
13925,315.52
13926,276.05
13927,269.66
13928,237.09
13929,311.13
13930,217.33
13931,255.02
13932,190.13
13933,241.31
13934,297.51
13935,245.61
13936,209.86
13937,305.78
13938,218.94
13939,299.09
13940,137.38
13941,254.32
13942,240.34
13943,220.96
13944,267.78
13945,201.99
13946,197.97
13947,214.19
13948,263.26
13949,246.07
13950,225.1
13951,319.46
13952,277.99
13953,257.27
13954,276.63
13955,200.33
13956,183.75
13957,278.92
13958,223.11
13959,156.76
13960,229.86
13961,217.09
13962,191.62
13963,242.62
13964,221.58
13965,197.26
13966,268.48
13967,278.19
13968,219.5
13969,351.93
13970,247.57
13971,285.27
13972,253.12
13973,280.85
13974,253.43
13975,183.5
13976,223.31
13977,215.01
13978,259.32
13979,291.29
13980,316.93
13981,273.38
13982,270.29
13983,236.61
13984,221.64
13985,202.58
13986,249.61
13987,263.58
13988,141.13
13989,238.66
13990,269.94
13991,222.51
13992,261.19
13993,272.21
13994,311.22
13995,235.15
13996,256.65
13997,182.26
13998,148.7
13999,204.24
14000,236.89
14001,311.1
14002,245.23
14003,253.58
14004,262.24
14005,279.67
14006,203.02
14007,220.21
14008,337.79
14009,248.09
14010,149.99
14011,276.5
14012,184.1
14013,287.3
14014,277.34
14015,206.79
14016,285.98
14017,220.18
14018,243.15
14019,227.36
14020,261.36
14021,181.52
14022,241.08
14023,217.94
14024,296.3
14025,196.12
14026,265.7
14027,211.33
14028,177.86
14029,297.96
14030,235.4
14031,225.83
14032,208.29
14033,266.14
14034,235.27
14035,253.84
14036,221.32
14037,321.18
14038,225.26
14039,195.24
14040,264.87
14041,280.92
14042,259.95
14043,360.08
14044,254.65
14045,276.83
14046,236.23
14047,251.03
14048,266.03
14049,241.48
14050,239.42
14051,263.35
14052,206.0
14053,284.23
14054,253.14
14055,186.63
14056,195.38
14057,235.94
14058,274.66
14059,235.34
14060,274.95
14061,253.74
14062,247.6
14063,203.48
14064,210.59
14065,223.27
14066,262.55
14067,239.47
14068,254.11
14069,217.67
14070,296.92
14071,272.93
14072,211.64
14073,258.09
14074,223.06
14075,341.98
14076,348.67
14077,246.55
14078,244.16
14079,257.19
14080,193.84
14081,295.54
14082,180.74
14083,222.53
14084,233.96
14085,180.37
14086,276.6
14087,287.09
14088,204.63
14089,289.41
14090,226.07
14091,227.0
14092,324.74
14093,233.05
14094,267.2
14095,251.5
14096,303.79
14097,236.04
14098,219.78
14099,330.07
14100,210.25
14101,278.73
14102,276.37
14103,290.02
14104,206.11
14105,282.79
14106,185.46
14107,286.62
14108,251.92
14109,308.05
14110,275.86
14111,158.24
14112,213.5
14113,230.0
14114,233.17
14115,221.28
14116,205.72
14117,253.56
14118,200.97
14119,244.43
14120,239.66
14121,294.86
14122,298.51
14123,259.39
14124,273.78
14125,273.53
14126,139.17
14127,225.58
14128,265.35
14129,190.25
14130,231.8
14131,238.97
14132,243.2
14133,242.08
14134,262.33
14135,309.36
14136,266.29
14137,307.22
14138,260.68
14139,235.89
14140,246.61
14141,227.46
14142,255.1
14143,240.01
14144,217.57
14145,287.41
14146,261.78
14147,246.3
14148,257.48
14149,294.12
14150,276.31
14151,228.49
14152,268.17
14153,354.33
14154,288.58
14155,310.42
14156,306.81
14157,231.94
14158,248.08
14159,381.2
14160,231.74
14161,234.98
14162,230.07
14163,245.44
14164,303.22
14165,293.95
14166,262.1
14167,229.89
14168,341.56
14169,238.55
14170,225.09
14171,245.26
14172,223.6
14173,285.11
14174,312.87
14175,207.46
14176,233.95
14177,272.02
14178,293.98
14179,175.35
14180,263.66
14181,210.84
14182,205.01
14183,252.69
14184,212.99
14185,287.83
14186,220.64
14187,305.16
14188,217.45
14189,275.9
14190,316.13
14191,276.07
14192,226.18
14193,154.52
14194,301.52
14195,258.5
14196,279.77
14197,229.25
14198,244.36
14199,169.29
14200,230.24
14201,246.09
14202,264.34
14203,269.31
14204,202.9
14205,311.57
14206,261.84
14207,252.24
14208,285.49
14209,264.77
14210,218.57
14211,222.88
14212,260.21
14213,222.42
14214,268.79
14215,155.89
14216,286.95
14217,165.01
14218,200.36
14219,233.63
14220,253.68
14221,270.43
14222,318.64
14223,199.07
14224,211.18
14225,160.01
14226,264.36
14227,236.28
14228,269.1
14229,240.83
14230,201.04
14231,263.1
14232,272.45
14233,252.19
14234,260.99
14235,198.65
14236,301.51
14237,267.8
14238,147.57
14239,252.55
14240,329.57
14241,313.31
14242,301.18
14243,186.17
14244,246.08
14245,188.89
14246,290.76
14247,234.33
14248,263.38
14249,218.87
14250,224.08
14251,253.91
14252,314.47
14253,186.77
14254,266.21
14255,188.28
14256,286.43
14257,200.92
14258,295.02
14259,261.17
14260,273.23
14261,306.56
14262,303.78
14263,281.9
14264,349.26
14265,316.06
14266,250.56
14267,233.17
14268,262.01
14269,202.16
14270,215.59
14271,257.82
14272,235.22
14273,291.34
14274,262.23
14275,185.24
14276,259.58
14277,329.85
14278,201.52
14279,278.23
14280,254.28
14281,240.09
14282,301.64
14283,264.23
14284,245.08
14285,231.55
14286,277.84
14287,181.95
14288,243.48
14289,260.08
14290,287.43
14291,159.35
14292,228.83
14293,264.06
14294,226.05
14295,215.25
14296,340.49
14297,255.39
14298,266.14
14299,289.48
14300,224.49
14301,242.86
14302,256.11
14303,280.73
14304,220.07
14305,225.78
14306,217.32
14307,340.1
14308,292.92
14309,274.44
14310,208.74
14311,226.94
14312,320.07
14313,279.69
14314,200.64
14315,327.99
14316,270.44
14317,263.61
14318,160.65
14319,199.76
14320,287.61
14321,227.71
14322,266.21
14323,331.27
14324,258.0
14325,289.68
14326,200.68
14327,237.74
14328,190.85
14329,285.57
14330,256.03
14331,245.84
14332,236.5
14333,248.43
14334,274.71
14335,215.84
14336,231.86
14337,221.08
14338,218.32
14339,245.61
14340,245.25
14341,264.11
14342,296.76
14343,292.27
14344,232.2
14345,222.22
14346,247.81
14347,309.61
14348,244.31
14349,302.16
14350,251.02
14351,291.56
14352,329.79
14353,272.41
14354,240.42
14355,243.35
14356,223.63
14357,259.31
14358,264.66
14359,206.54
14360,288.2
14361,170.31
14362,233.29
14363,312.23
14364,180.63
14365,266.12
14366,245.56
14367,220.85
14368,248.34
14369,263.48
14370,237.84
14371,256.98
14372,286.7
14373,245.49
14374,236.73
14375,295.84
14376,257.88
14377,255.11
14378,264.56
14379,172.92
14380,286.95
14381,237.57
14382,224.77
14383,262.83
14384,341.25
14385,248.09
14386,231.62
14387,218.54
14388,275.47
14389,283.28
14390,222.25
14391,230.9
14392,275.92
14393,316.24
14394,199.74
14395,268.77
14396,224.06
14397,291.67
14398,216.55
14399,216.9
14400,257.08
14401,311.75
14402,248.03
14403,324.45
14404,290.28
14405,312.37
14406,232.76
14407,312.44
14408,261.18
14409,328.78
14410,221.57
14411,293.95
14412,168.58
14413,246.03
14414,187.7
14415,305.12
14416,200.93
14417,259.87
14418,238.61
14419,270.58
14420,190.43
14421,259.24
14422,246.87
14423,281.22
14424,201.54
14425,250.17
14426,240.71
14427,251.52
14428,206.3
14429,290.29
14430,231.7
14431,244.2
14432,317.07
14433,200.86
14434,217.38
14435,284.0
14436,331.45
14437,230.55
14438,196.98
14439,279.69
14440,222.48
14441,286.25
14442,226.16
14443,314.31
14444,185.06
14445,208.03
14446,255.14
14447,171.32
14448,272.84
14449,303.14
14450,272.2
14451,193.41
14452,216.57
14453,246.09
14454,304.54
14455,216.17
14456,225.75
14457,297.31
14458,246.25
14459,274.89
14460,289.35
14461,306.81
14462,252.45
14463,203.79
14464,198.25
14465,269.17
14466,250.36
14467,272.1
14468,174.01
14469,230.47
14470,217.95
14471,218.46
14472,239.27
14473,283.56
14474,264.53
14475,343.86
14476,209.2
14477,194.19
14478,280.74
14479,180.07
14480,220.81
14481,278.6
14482,330.56
14483,226.95
14484,258.44
14485,225.08
14486,315.76
14487,273.39
14488,258.35
14489,243.77
14490,281.65
14491,259.84
14492,219.47
14493,220.94
14494,225.63
14495,231.95
14496,284.52
14497,265.53
14498,252.22
14499,246.3
14500,219.31
14501,252.51
14502,245.23
14503,196.7
14504,215.66
14505,252.4
14506,261.16
14507,318.46
14508,146.38
14509,290.68
14510,244.26
14511,151.63
14512,181.92
14513,262.91
14514,225.75
14515,250.48
14516,287.95
14517,214.36
14518,210.44
14519,290.25
14520,332.18
14521,266.83
14522,227.58
14523,271.12
14524,293.94
14525,231.23
14526,286.72
14527,259.44
14528,235.28
14529,236.99
14530,329.71
14531,191.55
14532,154.67
14533,244.21
14534,237.42
14535,319.19
14536,278.23
14537,226.43
14538,282.87
14539,225.72
14540,299.62
14541,287.24
14542,174.83
14543,191.23
14544,255.48
14545,292.51
14546,213.39
14547,246.48
14548,273.88
14549,222.55
14550,198.51
14551,237.14
14552,206.23
14553,271.64
14554,203.03
14555,298.5
14556,217.06
14557,183.17
14558,249.14
14559,309.86
14560,162.8
14561,308.02
14562,325.03
14563,241.92
14564,243.21
14565,327.35
14566,340.82
14567,259.12
14568,212.73
14569,249.94
14570,271.77
14571,202.75
14572,257.6
14573,141.52
14574,246.81
14575,227.17
14576,282.79
14577,210.72
14578,326.86
14579,276.46
14580,284.38
14581,210.74
14582,232.54
14583,220.35
14584,227.59
14585,314.61
14586,225.87
14587,205.3
14588,277.55
14589,221.07
14590,213.08
14591,204.97
14592,305.98
14593,313.65
14594,296.18
14595,306.68
14596,234.3
14597,234.45
14598,211.55
14599,238.54
14600,242.85
14601,253.07
14602,310.23
14603,236.2
14604,300.84
14605,238.06
14606,264.4
14607,283.63
14608,259.23
14609,197.14
14610,213.34
14611,296.24
14612,246.1
14613,209.13
14614,305.5
14615,257.09
14616,199.45
14617,350.51
14618,227.58
14619,306.88
14620,243.99
14621,214.83
14622,194.05
14623,241.4
14624,261.02
14625,251.52
14626,160.81
14627,295.73
14628,220.38
14629,278.48
14630,164.84
14631,319.59
14632,328.62
14633,186.54
14634,306.26
14635,177.6
14636,351.86
14637,282.19
14638,272.33
14639,184.77
14640,288.92
14641,235.96
14642,290.31
14643,259.11
14644,213.08
14645,218.38
14646,319.58
14647,269.6
14648,190.54
14649,247.21
14650,227.8
14651,241.87
14652,237.58
14653,301.14
14654,241.87
14655,286.05
14656,211.21
14657,151.8
14658,176.55
14659,340.32
14660,246.73
14661,210.73
14662,263.73
14663,223.53
14664,282.83
14665,204.31
14666,219.38
14667,254.4
14668,239.22
14669,250.44
14670,272.2
14671,276.91
14672,224.59
14673,230.65
14674,167.51
14675,219.28
14676,251.06
14677,276.21
14678,293.63
14679,271.97
14680,248.12
14681,282.51
14682,209.75
14683,264.29
14684,232.91
14685,231.46
14686,236.13
14687,197.27
14688,225.77
14689,268.85
14690,244.67
14691,223.48
14692,271.23
14693,309.34
14694,207.28
14695,300.24
14696,242.08
14697,258.63
14698,250.75
14699,270.9
14700,215.98
14701,268.94
14702,200.49
14703,263.91
14704,272.6
14705,232.63
14706,258.96
14707,237.61
14708,197.09
14709,230.45
14710,217.07
14711,213.27
14712,343.37
14713,313.6
14714,266.84
14715,203.53
14716,202.83
14717,256.41
14718,314.24
14719,240.12
14720,250.03
14721,243.96
14722,237.25
14723,209.02
14724,286.42
14725,267.88
14726,243.21
14727,169.55
14728,272.18
14729,234.44
14730,241.29
14731,226.15
14732,233.83
14733,186.94
14734,206.77
14735,297.33
14736,143.02
14737,271.73
14738,234.53
14739,295.42
14740,302.76
14741,261.52
14742,235.03
14743,288.09
14744,187.65
14745,271.54
14746,287.29
14747,317.79
14748,274.81
14749,318.64
14750,283.24
14751,222.95
14752,232.99
14753,222.34
14754,191.09
14755,211.32
14756,218.99
14757,299.57
14758,239.97
14759,257.28
14760,209.83
14761,244.8
14762,247.09
14763,248.77
14764,246.68
14765,312.28
14766,308.2
14767,252.26
14768,168.38
14769,249.42
14770,268.43
14771,248.77
14772,284.81
14773,258.63
14774,227.03
14775,262.13
14776,286.66
14777,215.24
14778,154.11
14779,205.08
14780,268.11
14781,200.57
14782,243.95
14783,272.02
14784,211.18
14785,272.22
14786,278.53
14787,267.69
14788,254.2
14789,268.63
14790,212.02
14791,239.37
14792,241.39
14793,169.45
14794,284.98
14795,242.59
14796,234.39
14797,294.72
14798,177.48
14799,184.88
14800,250.75
14801,170.58
14802,284.16
14803,269.6
14804,241.59
14805,330.14
14806,298.32
14807,244.93
14808,305.82
14809,212.92
14810,263.74
14811,218.38
14812,289.62
14813,193.98
14814,288.08
14815,246.42
14816,242.41
14817,228.68
14818,233.11
14819,227.95
14820,216.63
14821,214.61
14822,240.14
14823,187.58
14824,204.94
14825,286.44
14826,301.9
14827,291.37
14828,306.62
14829,176.6
14830,276.56
14831,294.69
14832,210.92
14833,295.96
14834,351.86
14835,306.79
14836,301.13
14837,235.77
14838,257.28
14839,257.5
14840,222.6
14841,219.19
14842,276.75
14843,231.39
14844,311.51
14845,270.52
14846,205.34
14847,282.37
14848,344.0
14849,285.69
14850,223.91
14851,273.14
14852,194.58
14853,277.37
14854,306.44
14855,167.9
14856,264.52
14857,260.3
14858,239.1
14859,231.54
14860,232.82
14861,247.31
14862,300.65
14863,272.59
14864,328.9
14865,311.63
14866,308.76
14867,210.93
14868,189.19
14869,195.44
14870,274.05
14871,230.14
14872,233.31
14873,215.37
14874,143.02
14875,217.92
14876,312.27
14877,209.07
14878,238.66
14879,184.83
14880,283.4
14881,237.9
14882,291.01
14883,330.34
14884,315.54
14885,255.14
14886,250.94
14887,290.39
14888,284.69
14889,264.46
14890,169.38
14891,243.27
14892,255.86
14893,207.79
14894,163.05
14895,201.59
14896,326.0
14897,196.93
14898,227.47
14899,193.12
14900,258.55
14901,136.97
14902,251.01
14903,254.84
14904,190.57
14905,298.99
14906,298.38
14907,281.42
14908,263.41
14909,277.64
14910,235.0
14911,265.82
14912,267.66
14913,221.78
14914,277.6
14915,255.98
14916,232.25
14917,311.77
14918,279.91
14919,238.66
14920,261.43
14921,219.01
14922,267.49
14923,244.95
14924,239.6
14925,201.16
14926,369.45
14927,210.51
14928,198.92
14929,316.59
14930,202.64
14931,255.98
14932,238.44
14933,294.65
14934,277.51
14935,211.7
14936,330.91
14937,289.31
14938,243.07
14939,255.06
14940,294.69
14941,274.48
14942,293.45
14943,226.99
14944,250.17
14945,265.6
14946,180.95
14947,197.92
14948,182.46
14949,239.64
14950,223.72
14951,246.72
14952,247.59
14953,186.66
14954,264.24
14955,244.31
14956,233.88
14957,253.83
14958,287.06
14959,260.64
14960,237.38
14961,197.11
14962,325.23
14963,168.11
14964,185.36
14965,278.85
14966,258.92
14967,269.94
14968,274.87
14969,230.57
14970,231.08
14971,257.57
14972,230.26
14973,289.73
14974,221.44
14975,209.33
14976,234.09
14977,291.64
14978,292.91
14979,198.45
14980,274.83
14981,291.46
14982,217.42
14983,249.78
14984,294.6
14985,228.49
14986,307.83
14987,261.92
14988,278.39
14989,141.13
14990,269.06
14991,327.55
14992,168.33
14993,272.49
14994,242.96
14995,212.27
14996,247.2
14997,279.38
14998,265.58
14999,324.28
15000,203.96
15001,234.72
15002,223.4
15003,274.97
15004,257.81
15005,275.19
15006,219.14
15007,181.93
15008,238.42
15009,175.46
15010,254.55
15011,207.52
15012,305.46
15013,260.46
15014,316.27
15015,308.1
15016,226.08
15017,205.06
15018,258.83
15019,327.31
15020,239.02
15021,215.01
15022,217.74
15023,332.89
15024,241.22
15025,227.25
15026,276.28
15027,301.25
15028,241.48
15029,242.81
15030,280.04
15031,225.38
15032,243.64
15033,247.8
15034,215.72
15035,266.41
15036,227.37
15037,196.33
15038,219.74
15039,276.18
15040,217.29
15041,303.98
15042,214.27
15043,271.01
15044,273.5
15045,259.24
15046,315.82
15047,310.48
15048,225.33
15049,263.44
15050,233.74
15051,287.42
15052,233.08
15053,271.74
15054,231.35
15055,197.56
15056,255.68
15057,241.46
15058,256.8
15059,237.12
15060,237.87
15061,224.25
15062,266.91
15063,206.09
15064,252.26
15065,250.82
15066,212.45
15067,336.01
15068,246.21
15069,287.06
15070,243.07
15071,254.16
15072,194.46
15073,229.02
15074,247.13
15075,278.52
15076,343.32
15077,282.55
15078,201.68
15079,232.56
15080,285.38
15081,264.06
15082,266.78
15083,246.68
15084,295.41
15085,224.97
15086,257.48
15087,278.0
15088,299.63
15089,283.77
15090,260.26
15091,239.98
15092,313.63
15093,206.42
15094,255.43
15095,262.36
15096,250.57
15097,264.93
15098,276.63
15099,287.39
15100,199.07
15101,237.28
15102,257.21
15103,260.72
15104,245.15
15105,226.54
15106,277.31
15107,190.19
15108,293.35
15109,280.38
15110,230.98
15111,283.19
15112,218.94
15113,236.8
15114,282.82
15115,270.96
15116,290.98
15117,180.31
15118,270.94
15119,275.85
15120,254.85
15121,237.94
15122,292.57
15123,253.08
15124,252.56
15125,201.88
15126,227.25
15127,225.89
15128,265.73
15129,336.53
15130,239.12
15131,222.48
15132,235.26
15133,297.83
15134,278.3
15135,227.98
15136,250.17
15137,284.55
15138,289.37
15139,184.86
15140,282.99
15141,271.44
15142,244.77
15143,169.66
15144,220.44
15145,252.97
15146,227.5
15147,231.11
15148,281.8
15149,331.0
15150,192.13
15151,250.52
15152,234.9
15153,165.57
15154,264.07
15155,211.55
15156,249.5
15157,264.58
15158,293.49
15159,308.98
15160,284.38
15161,213.84
15162,282.56
15163,257.29
15164,266.33
15165,234.54
15166,215.44
15167,327.01
15168,203.7
15169,263.17
15170,215.1
15171,244.74
15172,269.1
15173,253.27
15174,272.5
15175,319.21
15176,220.82
15177,261.48
15178,253.7
15179,216.54
15180,268.9
15181,211.24
15182,223.97
15183,186.29
15184,259.2
15185,237.23
15186,253.83
15187,264.56
15188,251.24
15189,236.95
15190,201.91
15191,278.29
15192,256.01
15193,251.12
15194,268.0
15195,255.37
15196,272.4
15197,287.85
15198,230.57
15199,245.91
15200,302.88
15201,305.66
15202,251.8
15203,265.01
15204,261.45
15205,207.4
15206,248.1
15207,214.42
15208,328.82
15209,213.43
15210,249.03
15211,262.67
15212,268.33
15213,269.57
15214,270.24
15215,225.19
15216,247.58
15217,234.95
15218,225.67
15219,227.77
15220,274.2
15221,184.35
15222,255.06
15223,272.74
15224,254.78
15225,178.42
15226,208.66
15227,235.79
15228,234.19
15229,304.2
15230,235.44
15231,236.17
15232,246.77
15233,308.34
15234,236.1
15235,310.41
15236,288.84
15237,267.9
15238,216.18
15239,184.12
15240,228.69
15241,242.31
15242,223.52
15243,272.11
15244,246.73
15245,226.23
15246,260.93
15247,301.51
15248,244.57
15249,292.53
15250,261.26
15251,205.24
15252,260.21
15253,250.5
15254,207.89
15255,225.34
15256,265.65
15257,282.32
15258,216.3
15259,268.83
15260,208.6
15261,250.29
15262,214.49
15263,328.61
15264,262.53
15265,244.5
15266,224.93
15267,245.64
15268,181.39
15269,241.17
15270,211.59
15271,288.9
15272,243.77
15273,279.12
15274,282.86
15275,315.84
15276,196.94
15277,212.21
15278,279.95
15279,294.88
15280,298.02
15281,258.65
15282,320.85
15283,293.14
15284,237.88
15285,226.32
15286,180.69
15287,200.2
15288,328.32
15289,230.82
15290,219.53
15291,262.74
15292,277.14
15293,179.85
15294,216.52
15295,279.75
15296,266.43
15297,232.98
15298,296.05
15299,227.6
15300,252.2
15301,233.62
15302,256.28
15303,333.65
15304,208.91
15305,354.82
15306,229.61
15307,235.33
15308,418.44
15309,242.86
15310,175.46
15311,312.89
15312,290.64
15313,259.53
15314,256.79
15315,260.72
15316,197.06
15317,251.82
15318,199.8
15319,224.19
15320,227.44
15321,231.05
15322,292.51
15323,184.89
15324,234.0
15325,261.89
15326,280.77
15327,237.61
15328,260.71
15329,156.91
15330,252.07
15331,239.86
15332,170.47
15333,226.94
15334,191.83
15335,242.65
15336,311.62
15337,242.64
15338,273.69
15339,197.4
15340,344.88
15341,248.87
15342,222.2
15343,261.83
15344,283.84
15345,282.83
15346,221.81
15347,282.29
15348,279.44
15349,257.42
15350,270.09
15351,202.3
15352,241.38
15353,245.51
15354,232.75
15355,238.9
15356,246.81
15357,234.62
15358,295.74
15359,307.92
15360,304.04
15361,271.39
15362,232.33
15363,230.9
15364,265.55
15365,208.6
15366,235.98
15367,269.67
15368,219.87
15369,346.51
15370,272.8
15371,245.22
15372,218.97
15373,287.82
15374,307.23
15375,273.85
15376,211.08
15377,208.05
15378,338.88
15379,237.14
15380,246.33
15381,265.44
15382,157.81
15383,279.47
15384,333.94
15385,174.07
15386,274.92
15387,214.4
15388,274.55
15389,193.22
15390,258.29
15391,195.0
15392,254.36
15393,343.21
15394,287.08
15395,273.91
15396,253.91
15397,213.19
15398,234.58
15399,271.31
15400,264.06
15401,223.68
15402,276.22
15403,304.02
15404,299.65
15405,206.52
15406,257.27
15407,258.35
15408,264.24
15409,188.69
15410,294.32
15411,240.85
15412,259.01
15413,312.5
15414,290.56
15415,254.75
15416,235.47
15417,238.39
15418,230.66
15419,298.46
15420,188.98
15421,242.61
15422,208.58
15423,239.2
15424,245.06
15425,233.62
15426,269.98
15427,312.8
15428,286.43
15429,270.83
15430,287.96
15431,281.0
15432,289.03
15433,337.03
15434,268.45
15435,272.64
15436,268.98
15437,257.86
15438,225.48
15439,255.43
15440,205.2
15441,275.3
15442,311.32
15443,217.67
15444,296.16
15445,265.71
15446,307.56
15447,315.91
15448,166.88
15449,240.18
15450,290.86
15451,178.77
15452,199.29
15453,223.14
15454,235.5
15455,273.64
15456,214.44
15457,256.82
15458,257.81
15459,213.17
15460,268.12
15461,211.51
15462,299.43
15463,199.88
15464,257.63
15465,270.25
15466,242.62
15467,273.04
15468,127.06
15469,267.91
15470,263.31
15471,249.72
15472,252.68
15473,258.37
15474,286.39
15475,280.05
15476,241.38
15477,271.65
15478,218.28
15479,211.88
15480,244.98
15481,280.66
15482,225.33
15483,277.36
15484,203.75
15485,238.39
15486,230.45
15487,264.21
15488,202.29
15489,243.75
15490,267.38
15491,246.78
15492,211.72
15493,329.29
15494,259.54
15495,181.51
15496,186.1
15497,243.84
15498,285.78
15499,228.6
15500,266.84
15501,250.85
15502,286.33
15503,259.43
15504,319.34
15505,295.74
15506,260.99
15507,202.7
15508,237.48
15509,252.98
15510,275.27
15511,278.14
15512,297.91
15513,180.91
15514,215.96
15515,289.03
15516,250.0
15517,218.52
15518,287.76
15519,262.63
15520,202.56
15521,255.69
15522,294.91
15523,200.32
15524,250.2
15525,289.25
15526,244.96
15527,236.27
15528,181.55
15529,275.68
15530,289.9
15531,323.39
15532,198.31
15533,297.29
15534,313.31
15535,203.93
15536,262.14
15537,365.16
15538,212.51
15539,222.28
15540,187.5
15541,221.61
15542,316.45
15543,293.05
15544,294.46
15545,275.69
15546,251.76
15547,254.35
15548,290.91
15549,270.02
15550,241.79
15551,203.75
15552,177.58
15553,221.83
15554,272.27
15555,305.52
15556,264.65
15557,268.73
15558,262.05
15559,257.96
15560,208.3
15561,233.84
15562,236.34
15563,284.22
15564,338.29
15565,246.87
15566,208.36
15567,284.79
15568,242.09
15569,270.23
15570,243.21
15571,303.49
15572,251.4
15573,232.11
15574,296.01
15575,291.54
15576,227.08
15577,284.47
15578,165.51
15579,270.72
15580,270.5
15581,251.72
15582,321.58
15583,262.3
15584,293.74
15585,220.81
15586,313.29
15587,234.58
15588,229.14
15589,274.19
15590,283.37
15591,207.01
15592,248.31
15593,263.1
15594,285.18
15595,256.78
15596,329.36
15597,159.15
15598,283.33
15599,262.81
15600,228.04
15601,238.48
15602,323.28
15603,224.38
15604,219.96
15605,283.99
15606,251.23
15607,290.65
15608,269.07
15609,327.59
15610,198.64
15611,257.47
15612,259.42
15613,274.2
15614,321.83
15615,218.86
15616,314.2
15617,283.83
15618,314.44
15619,230.18
15620,231.4
15621,238.11
15622,235.66
15623,248.49
15624,239.89
15625,261.57
15626,317.12
15627,268.54
15628,249.97
15629,253.31
15630,259.17
15631,298.56
15632,197.51
15633,232.56
15634,285.32
15635,253.65
15636,279.8
15637,279.87
15638,302.01
15639,236.1
15640,161.5
15641,288.61
15642,293.75
15643,316.27
15644,262.96
15645,180.59
15646,182.13
15647,211.82
15648,219.43
15649,204.08
15650,281.22
15651,246.55
15652,271.53
15653,276.77
15654,231.81
15655,228.44
15656,262.9
15657,293.58
15658,290.35
15659,252.86
15660,288.86
15661,259.26
15662,266.82
15663,270.47
15664,304.67
15665,257.31
15666,186.74
15667,215.14
15668,244.91
15669,260.58
15670,331.92
15671,345.2
15672,213.31
15673,216.59
15674,337.72
15675,250.27
15676,269.92
15677,208.72
15678,276.89
15679,212.86
15680,288.05
15681,279.36
15682,259.92
15683,297.7
15684,204.39
15685,258.25
15686,224.79
15687,170.24
15688,313.22
15689,234.57
15690,242.52
15691,270.7
15692,288.3
15693,238.82
15694,198.71
15695,260.68
15696,235.35
15697,293.9
15698,287.45
15699,245.12
15700,200.8
15701,302.87
15702,223.35
15703,203.75
15704,213.43
15705,270.62
15706,241.33
15707,254.62
15708,255.15
15709,210.61
15710,270.41
15711,251.58
15712,240.26
15713,309.54
15714,326.78
15715,342.02
15716,249.98
15717,245.91
15718,316.3
15719,322.34
15720,266.89
15721,235.96
15722,284.57
15723,210.22
15724,235.14
15725,256.0
15726,253.78
15727,245.3
15728,221.24
15729,230.07
15730,257.46
15731,258.59
15732,268.77
15733,202.76
15734,282.3
15735,275.36
15736,267.19
15737,278.82
15738,297.25
15739,225.31
15740,255.3
15741,258.04
15742,237.76
15743,240.25
15744,192.72
15745,253.39
15746,263.04
15747,198.58
15748,314.32
15749,319.12
15750,251.18
15751,298.68
15752,257.66
15753,235.32
15754,223.26
15755,274.83
15756,288.23
15757,252.48
15758,275.26
15759,277.84
15760,236.55
15761,308.08
15762,242.56
15763,251.63
15764,220.13
15765,262.24
15766,249.23
15767,304.64
15768,222.88
15769,243.89
15770,247.95
15771,305.84
15772,233.77
15773,302.69
15774,219.09
15775,290.65
15776,215.87
15777,243.87
15778,201.27
15779,252.25
15780,293.07
15781,225.47
15782,291.86
15783,231.22
15784,311.45
15785,258.94
15786,229.6
15787,277.58
15788,276.64
15789,277.09
15790,215.81
15791,212.33
15792,247.33
15793,304.57
15794,300.5
15795,203.48
15796,276.19
15797,256.63
15798,271.01
15799,253.5
15800,289.31
15801,237.17
15802,281.37
15803,214.65
15804,253.01
15805,231.58
15806,275.8
15807,277.18
15808,324.83
15809,209.25
15810,253.85
15811,301.63
15812,243.49
15813,336.5
15814,214.25
15815,213.85
15816,164.8
15817,300.46
15818,259.18
15819,238.52
15820,223.2
15821,226.94
15822,213.72
15823,199.6
15824,286.72
15825,323.63
15826,300.72
15827,253.09
15828,274.15
15829,264.5
15830,253.82
15831,235.57
15832,286.54
15833,175.63
15834,211.16
15835,237.44
15836,279.93
