hour,status,response_ms
2,200,24.3
2,200,72.38
11,200,86.13
22,200,62.63
14,200,102.86
18,200,64.2
10,200,129.32
21,200,57.3
18,200,94.04
3,200,45.32
8,200,63.68
0,404,166.36
22,200,64.95
6,200,290.18
20,200,10.27
15,200,6.45
10,200,58.1
14,200,208.57
10,200,27.22
14,200,60.72
16,200,49.22
23,200,61.46
8,404,68.6
7,200,54.2
5,200,61.49
5,200,211.45
8,200,116.07
17,200,175.42
1,500,88.1
2,200,58.22
22,200,24.65
10,200,94.26
19,200,119.31
4,200,9.61
7,200,41.76
14,200,12.02
5,200,5.76
0,200,82.89
20,200,67.74
11,200,31.53
4,200,71.25
4,200,46.24
22,200,70.25
18,200,103.42
14,200,43.44
12,200,33.8
22,500,79.13
10,200,43.57
21,200,154.69
13,200,78.59
7,200,37.46
21,200,38.02
17,200,164.36
10,200,92.67
9,200,187.7
9,200,256.98
18,200,24.72
12,200,217.2
17,200,31.23
17,200,47.38
16,200,1.15
18,200,106.4
11,200,16.93
1,404,189.48
13,500,60.43
6,200,30.61
3,200,62.21
9,200,7.97
11,200,55.42
5,200,127.13
0,200,161.44
13,200,201.77
10,200,33.19
17,200,115.25
8,200,164.82
21,200,25.92
3,200,10.03
16,200,44.75
3,200,80.51
21,200,69.3
15,200,92.47
8,200,93.66
0,200,41.26
18,200,18.17
9,200,17.9
5,200,69.24
23,200,69.11
12,200,30.39
22,200,71.63
6,200,63.62
18,200,134.05
11,200,233.88
6,500,52.52
6,200,152.93
9,200,60.98
21,200,77.3
13,200,108.22
9,200,230.4
18,200,70.73
5,200,241.06
6,200,102.85
14,200,171.22
10,200,53.85
6,200,99.85
4,200,141.48
8,200,122.2
12,200,156.13
19,200,141.12
9,200,7.62
22,200,53.41
6,200,12.98
18,200,67.0
15,200,203.73
14,404,138.18
4,200,83.56
12,200,77.27
0,200,11.54
7,200,31.27
6,200,178.84
6,200,38.29
17,200,170.76
20,200,45.93
22,200,24.23
11,200,148.96
23,200,21.61
19,200,190.52
17,200,137.03
9,200,13.62
0,200,48.37
10,200,96.4
21,200,42.55
10,200,97.18
23,200,48.45
10,200,88.05
6,200,53.78
16,200,13.87
13,200,24.12
14,200,140.98
0,200,87.1
7,200,12.54
15,200,118.08
3,200,82.68
1,200,79.14
10,200,132.21
21,200,221.98
22,200,75.77
22,200,51.07
16,200,50.62
4,200,50.21
0,200,22.2
10,200,62.51
5,200,209.19
3,200,7.57
16,200,196.55
6,200,47.27
23,200,22.18
3,404,93.38
7,200,26.29
10,500,87.46
3,200,59.87
16,200,12.36
13,500,112.31
1,200,140.6
18,200,180.49
4,200,129.78
18,500,108.81
9,200,137.14
17,200,11.23
13,200,223.83
14,200,152.56
10,200,58.68
1,200,129.04
2,200,33.8
19,200,67.79
19,500,37.92
17,200,26.13
15,200,107.78
18,200,129.08
12,200,96.67
22,200,211.64
2,200,76.35
23,500,114.21
5,200,40.8
5,200,67.16
9,200,117.11
21,200,100.93
18,200,188.93
19,200,68.76
13,200,84.63
10,200,38.52
12,200,20.84
5,200,36.08
0,200,58.86
13,200,32.53
22,200,124.35
21,200,37.15
15,200,105.55
9,200,33.63
13,200,169.8
20,200,80.03
22,200,19.83
19,200,42.94
11,200,89.45
2,200,158.14
2,200,11.74
20,200,54.21
22,200,65.91
20,200,36.0
8,200,22.95
18,200,120.74
14,200,27.63
4,200,38.34
10,200,17.3
7,200,79.72
1,200,40.14
20,200,163.13
20,200,28.51
19,200,26.89
19,200,152.63
5,200,67.3
18,200,80.18
4,200,17.75
2,200,51.28
18,200,84.45
14,404,26.0
10,200,95.99
19,200,292.0
12,200,90.69
8,200,53.93
3,404,34.27
16,200,21.83
12,200,63.43
0,200,38.85
13,200,171.87
14,200,40.48
6,200,104.46
3,200,55.67
1,200,75.95
17,200,63.4
22,200,60.99
14,200,97.66
0,200,76.06
1,200,26.82
9,200,127.72
16,200,206.77
0,200,63.37
9,200,85.74
18,404,106.07
22,200,88.9
21,200,129.31
7,200,69.64
19,200,73.51
6,200,198.27
13,200,127.82
19,200,112.43
3,404,24.06
4,200,92.38
10,200,117.5
11,200,88.0
14,200,44.83
22,404,108.26
10,200,39.44
19,200,146.63
13,200,51.88
10,200,28.59
19,200,130.59
23,200,201.27
0,200,102.71
0,200,17.42
5,200,102.25
10,200,90.68
1,200,83.74
17,200,170.03
15,200,58.95
11,200,27.81
23,200,56.21
21,200,15.38
14,200,88.07
1,200,10.26
3,200,116.31
8,404,123.61
16,200,36.23
7,200,272.27
2,200,73.91
5,404,39.73
7,200,75.16
21,200,91.91
18,200,124.07
13,200,24.34
18,200,182.53
2,200,114.43
6,200,24.04
5,200,31.63
15,200,85.41
4,200,210.86
15,200,7.99
8,500,137.7
7,200,122.74
1,200,66.95
11,200,61.25
17,200,40.86
15,200,173.18
8,404,134.21
0,404,32.54
12,200,149.02
1,404,22.77
21,200,212.52
5,200,28.4
9,200,36.18
0,200,43.9
2,200,36.53
11,500,27.45
15,200,173.76
22,200,124.34
9,200,179.28
18,500,95.34
21,200,236.08
23,404,54.55
11,200,29.67
7,200,29.93
16,200,27.42
20,200,88.92
16,200,11.45
11,200,49.11
12,200,108.81
17,200,34.99
8,200,41.19
8,200,61.8
21,200,92.62
12,200,94.27
6,200,92.12
19,404,95.41
9,200,164.83
12,200,134.36
16,200,126.18
21,200,30.03
21,200,101.6
18,200,43.15
13,200,123.69
15,200,107.66
13,200,99.61
4,200,93.5
8,200,43.4
10,200,316.3
17,200,128.04
16,200,30.46
0,200,39.35
10,200,143.88
18,200,41.79
16,200,162.64
19,200,88.27
15,200,92.77
15,200,61.06
18,200,118.2
6,200,43.43
8,200,73.8
19,200,99.62
3,404,318.08
23,200,51.07
20,200,20.73
2,200,117.75
13,200,94.44
6,200,18.37
20,200,40.57
2,200,121.88
6,500,39.78
4,200,63.98
17,200,86.74
14,200,119.94
18,200,104.18
19,200,117.64
18,200,17.66
18,200,211.83
4,200,8.85
22,200,100.48
10,200,57.72
8,200,69.31
22,200,73.3
19,200,72.12
7,200,149.77
7,200,78.31
18,200,31.13
11,404,32.98
10,200,101.39
10,200,243.61
16,200,85.07
18,200,83.56
0,200,15.61
11,200,18.44
17,200,117.22
14,200,57.96
3,200,52.37
4,200,116.19
0,200,79.03
6,200,52.66
22,200,56.25
11,200,81.35
5,200,39.68
7,200,80.76
16,200,18.13
1,200,28.95
15,200,145.37
6,200,27.88
5,200,73.21
19,200,11.63
21,200,198.48
3,404,104.31
2,200,43.34
14,200,48.88
14,200,51.26
23,200,67.21
23,200,82.29
19,200,78.81
7,200,110.15
4,200,135.81
14,200,46.37
21,200,32.74
9,200,25.35
22,200,63.36
14,200,80.07
20,200,149.45
2,200,56.35
22,200,62.41
23,200,20.34
23,200,106.58
3,200,135.22
1,200,59.18
21,200,65.6
18,200,53.55
10,200,117.1
10,200,28.44
11,200,62.47
18,200,94.44
21,200,180.96
0,200,108.79
23,200,70.85
5,200,56.41
2,200,34.33
7,200,151.52
17,200,72.32
4,200,73.67
13,200,48.89
0,200,46.29
2,200,173.07
21,200,54.85
13,200,24.82
2,200,84.3
21,200,118.53
3,200,103.17
17,200,59.42
1,200,89.47
4,200,55.52
4,200,130.46
12,404,78.14
22,200,24.13
21,200,110.12
15,200,16.53
22,200,74.27
20,200,108.82
15,200,26.36
19,200,226.09
13,200,59.62
11,200,70.64
12,200,30.66
8,200,22.9
20,200,17.79
16,200,83.84
22,200,1.4
5,200,203.36
10,200,127.46
16,200,74.47
13,200,58.67
14,200,145.92
4,200,71.92
11,200,9.14
2,200,84.27
8,200,74.32
1,200,152.13
14,200,49.96
15,200,86.71
17,200,50.38
11,200,30.8
23,200,33.74
11,200,121.05
2,200,82.84
9,200,198.96
16,200,38.08
12,200,87.87
14,200,123.15
21,200,90.43
13,200,68.5
11,200,44.02
2,404,145.47
3,200,85.92
15,404,49.05
18,200,44.4
1,200,9.67
18,200,76.52
0,200,12.45
6,200,80.23
12,200,81.5
13,200,86.01
0,200,57.67
10,200,148.55
16,200,25.54
0,200,28.03
16,200,98.86
22,200,177.22
8,200,104.41
19,200,130.75
11,200,191.44
9,200,142.41
7,200,104.61
9,200,22.59
16,200,63.59
22,200,12.97
17,200,22.77
11,200,81.64
2,200,211.27
12,200,38.53
3,200,67.14
1,200,99.03
10,200,58.56
8,200,11.9
7,200,61.36
0,200,32.46
10,200,37.73
15,200,101.56
4,200,60.7
5,200,398.97
12,200,53.23
13,200,74.95
21,200,20.61
20,404,100.9
4,200,56.51
13,200,17.68
14,200,19.68
0,200,55.92
13,200,24.68
7,200,135.4
20,404,104.83
21,200,146.8
15,200,20.75
21,200,100.86
16,200,122.72
16,200,108.42
14,200,130.51
18,200,177.34
14,200,90.42
3,200,35.88
22,200,41.23
1,200,83.35
21,200,29.79
21,200,49.39
7,200,31.88
20,200,160.42
10,200,152.17
23,200,66.87
15,200,36.98
6,200,226.8
16,200,130.54
15,200,46.92
16,200,25.92
23,200,137.38
20,200,44.88
11,200,26.32
18,404,435.62
4,200,76.11
19,200,116.85
4,200,95.63
5,200,118.68
15,200,67.96
16,200,65.86
5,200,83.83
22,200,37.34
3,200,71.82
6,200,195.53
21,200,278.51
0,200,162.68
0,200,49.35
16,200,56.13
14,200,64.13
1,200,14.34
5,200,33.07
22,200,139.02
20,200,59.24
19,200,33.36
11,200,34.57
18,200,65.07
20,200,105.53
2,200,58.38
6,404,97.81
17,200,68.53
21,200,7.72
19,200,176.91
13,200,76.6
23,200,63.62
20,200,109.1
0,200,24.9
5,200,62.74
19,200,218.77
22,200,100.99
21,200,105.2
20,200,194.09
11,500,125.96
19,200,23.59
7,200,44.68
6,200,32.93
23,200,105.14
6,200,14.42
2,200,34.12
21,200,32.67
17,200,17.22
6,200,50.53
6,200,36.92
5,200,166.87
22,200,22.27
17,200,95.13
2,200,43.53
19,200,96.8
12,200,81.18
6,200,10.59
14,200,120.3
20,404,135.78
16,200,38.93
4,200,122.78
15,200,56.31
0,200,58.54
19,404,72.67
16,200,66.03
13,200,37.01
4,200,32.88
19,200,126.05
6,200,96.63
6,200,61.26
13,200,111.01
13,200,94.35
21,200,96.26
21,200,69.74
17,200,91.73
2,200,80.16
19,200,17.96
15,200,28.39
16,200,42.11
22,200,12.33
7,200,39.0
19,200,136.55
11,200,36.91
21,200,89.15
23,200,171.55
6,200,216.96
7,200,11.07
14,500,31.05
17,404,32.68
12,200,79.95
0,200,31.68
13,200,71.35
20,200,108.64
16,200,87.85
17,200,115.97
11,500,71.96
13,200,173.46
4,200,43.74
7,200,72.18
5,200,154.42
11,200,27.4
12,200,94.63
3,200,70.71
5,200,174.01
18,200,129.38
1,200,208.25
2,200,34.23
13,200,24.45
7,200,66.8
1,200,13.7
0,200,22.92
19,200,128.05
17,200,5.86
22,200,127.35
2,200,33.08
21,200,167.86
23,200,25.83
4,200,203.94
2,200,39.08
21,200,27.29
6,200,82.92
3,500,82.57
14,200,31.59
12,200,53.7
16,200,76.91
21,200,78.35
20,200,58.21
0,200,15.94
11,200,24.33
13,200,36.71
7,200,134.07
18,200,91.26
23,200,47.19
16,200,176.87
5,404,119.52
10,200,174.1
18,200,51.59
18,200,55.34
22,200,100.57
5,404,123.84
10,200,24.5
22,200,51.42
5,200,104.01
16,200,57.42
13,404,228.67
21,200,56.74
21,200,268.33
21,200,45.46
21,200,14.97
13,200,30.08
17,200,72.68
20,200,127.53
1,200,88.27
10,200,128.56
14,200,70.37
9,200,48.65
16,200,18.4
3,200,39.56
16,200,123.7
6,200,85.12
16,200,94.51
9,200,21.53
5,200,36.91
18,200,16.33
23,200,47.56
18,200,12.22
9,200,27.94
15,200,111.32
22,200,16.15
5,200,114.29
13,404,81.07
18,200,73.85
4,200,59.81
9,200,150.0
4,200,45.89
0,200,117.22
3,200,83.05
12,200,78.57
1,200,90.39
9,200,86.91
4,200,46.39
12,200,97.28
20,200,90.03
14,200,86.99
18,200,43.61
12,200,58.18
9,200,112.62
2,200,32.58
12,200,151.48
20,404,64.32
21,200,78.64
10,200,62.86
14,200,183.29
4,200,16.61
20,200,31.49
13,200,190.76
5,200,67.56
0,200,16.29
20,200,108.31
16,200,129.14
5,200,84.16
22,200,58.6
3,200,66.2
9,200,73.34
6,200,80.1
12,200,45.49
15,200,74.7
18,200,56.87
7,200,99.49
10,200,179.84
3,200,16.12
11,200,50.0
19,200,87.46
15,200,51.23
2,200,116.3
22,200,94.66
20,200,66.6
5,200,129.38
9,200,96.9
11,200,132.05
12,200,14.74
14,200,15.68
10,200,49.11
20,200,81.37
12,200,28.83
0,200,99.74
13,200,87.44
18,200,182.07
13,200,113.3
14,200,126.69
19,200,27.66
19,200,18.25
4,200,41.2
11,200,227.95
12,200,137.25
17,200,57.01
23,200,296.95
6,200,31.01
3,200,62.59
2,200,55.63
7,200,78.54
7,200,136.95
7,200,21.95
19,404,86.07
11,200,81.95
3,200,43.46
18,200,48.83
13,200,25.62
11,200,69.9
18,404,138.23
2,200,180.06
21,200,10.75
8,404,104.29
18,200,61.56
2,200,29.41
16,200,69.48
7,200,12.63
12,200,237.69
23,200,120.41
6,200,176.69
10,200,286.39
18,200,135.27
13,200,60.28
22,404,14.02
19,200,115.64
13,200,72.68
16,200,124.34
18,200,41.2
11,200,271.48
9,200,42.33
23,200,76.29
9,200,273.25
21,200,121.91
22,404,21.06
16,500,119.91
19,200,71.32
3,200,15.07
11,200,63.73
22,200,65.52
5,200,65.75
23,200,58.78
15,200,114.87
5,200,127.29
7,200,17.84
15,200,37.16
11,200,13.04
11,200,22.77
10,200,33.48
8,200,42.65
7,200,38.9
20,200,121.99
0,200,159.27
16,200,55.1
19,200,22.01
10,200,251.6
5,200,26.91
16,200,92.91
8,200,39.81
17,200,67.61
18,200,52.04
8,200,52.32
22,404,24.26
16,200,51.73
9,200,14.79
21,200,40.41
19,200,227.39
20,200,96.23
16,200,78.57
8,200,28.59
14,200,107.63
11,200,12.98
8,200,30.92
2,200,84.32
7,200,64.52
11,200,9.78
3,200,25.44
12,200,58.08
23,200,94.45
6,200,9.9
16,200,42.36
7,200,56.84
20,200,117.2
20,200,19.65
6,500,73.88
11,200,49.16
3,200,35.04
18,200,46.75
19,200,119.84
23,200,104.96
8,200,83.75
8,200,43.63
11,200,81.02
4,404,107.37
2,200,158.96
18,200,64.7
3,200,50.57
19,200,19.77
9,200,64.11
20,200,70.47
8,200,71.37
12,200,91.83
23,200,112.35
23,200,66.24
11,200,88.83
6,200,55.78
19,200,253.71
18,200,78.44
7,200,68.43
6,200,143.63
9,200,75.26
2,200,155.78
0,200,187.47
11,200,98.08
13,200,35.54
18,200,99.44
7,200,33.22
6,200,44.22
20,200,75.2
9,200,68.51
18,200,52.87
13,200,37.71
3,200,37.39
9,200,20.61
1,200,94.06
16,200,68.37
10,200,36.36
1,200,137.07
22,200,113.59
7,200,64.65
3,200,189.6
6,404,145.65
1,200,115.3
2,200,94.06
9,200,107.04
23,200,50.87
0,200,96.95
3,200,77.6
14,200,16.13
5,404,75.69
10,200,110.55
4,200,128.94
20,200,126.86
5,200,67.51
14,200,149.73
9,200,98.61
2,200,139.64
2,200,90.07
21,200,44.73
7,200,35.94
17,200,33.08
15,200,29.28
5,200,94.6
0,200,323.23
21,200,18.67
0,200,23.34
7,200,30.39
20,200,57.35
10,200,110.49
14,200,47.91
14,200,153.02
10,404,46.83
19,200,74.42
19,200,47.24
13,200,74.82
14,200,68.85
6,200,11.45
13,200,219.2
23,200,170.98
22,200,119.45
11,200,27.71
5,500,16.29
3,200,87.08
4,200,87.23
7,200,20.19
15,200,54.9
2,200,74.95
3,200,98.63
9,200,41.19
19,200,25.83
14,200,86.43
16,200,91.81
1,200,86.11
2,200,73.47
17,200,19.66
1,200,50.67
0,200,160.26
0,200,12.19
11,200,21.67
15,500,128.07
23,200,43.97
10,200,92.59
22,200,23.35
1,200,87.84
17,404,53.45
4,200,78.46
21,500,81.8
3,200,32.42
10,200,70.14
17,200,194.24
5,200,100.43
15,200,69.66
12,200,34.57
4,200,89.53
18,200,4.61
21,200,30.64
14,200,49.57
8,200,90.15
23,200,51.0
18,200,177.04
0,200,179.9
1,200,12.34
21,200,30.4
19,200,51.13
20,200,54.96
21,200,48.74
20,200,83.72
16,200,15.06
10,200,17.96
23,200,8.16
4,200,94.14
1,200,71.74
14,200,63.7
20,404,53.85
2,200,16.34
18,200,103.13
0,200,44.66
17,200,84.27
8,404,182.9
18,200,92.7
3,200,7.07
10,200,57.42
13,200,32.74
0,200,45.11
2,200,33.93
18,200,18.69
0,200,134.25
14,200,3.41
13,200,55.8
3,200,64.41
7,200,68.82
16,200,88.25
3,404,69.21
0,200,11.11
6,200,118.44
10,200,14.28
10,200,186.49
4,200,190.67
10,200,41.26
4,200,120.94
5,200,33.62
15,200,25.51
20,200,15.36
12,200,7.97
16,200,52.8
10,200,61.57
6,200,102.5
22,200,37.17
7,200,38.32
18,200,58.85
15,200,60.7
23,200,74.36
2,200,56.62
5,200,139.9
7,200,61.68
9,200,53.81
19,200,37.36
11,200,60.97
18,200,34.41
12,200,135.12
18,200,45.1
2,200,32.93
13,200,131.39
11,200,7.51
0,200,76.05
11,200,32.08
22,200,37.18
17,200,85.9
0,200,31.61
16,200,51.79
11,200,64.39
10,200,65.62
21,200,41.98
1,200,78.15
14,500,13.98
20,404,90.35
6,200,87.15
13,500,121.13
3,200,47.46
11,200,108.61
19,404,42.47
9,200,14.88
9,200,133.24
18,200,48.46
2,200,38.04
2,200,64.12
0,200,55.4
4,200,127.35
1,200,179.46
1,404,51.99
12,200,83.73
22,200,64.79
13,200,34.38
21,200,30.47
6,200,59.84
0,200,73.27
10,200,26.52
16,200,101.34
9,200,72.87
2,200,105.26
22,200,53.07
5,200,8.28
8,200,87.11
11,200,116.96
21,200,52.09
12,200,57.35
16,500,83.87
6,200,105.4
8,200,71.92
18,200,111.16
9,200,18.47
2,200,22.05
15,200,49.27
23,200,46.65
5,200,50.31
13,200,69.12
8,200,237.69
6,200,46.29
13,200,42.45
13,200,24.33
15,200,53.03
3,200,81.14
11,200,136.58
18,200,111.92
2,200,195.11
16,200,169.89
4,200,45.92
22,200,180.72
0,200,44.91
19,200,38.24
17,200,60.91
18,200,18.11
18,404,45.15
9,200,46.11
0,200,77.46
21,200,55.61
18,200,10.66
5,200,116.29
23,200,13.38
3,200,41.05
0,200,33.03
3,404,79.13
7,200,137.56
8,200,85.57
18,200,173.98
7,200,147.01
12,200,8.39
9,200,55.97
6,200,102.9
7,200,64.65
8,200,48.73
13,200,18.39
17,200,58.47
17,404,129.27
6,200,54.13
16,200,153.85
21,200,64.93
0,200,82.19
1,404,153.0
12,404,43.65
16,500,110.55
9,200,48.59
7,200,53.05
4,200,130.26
20,404,54.29
13,200,40.09
17,200,64.33
1,200,86.08
11,200,79.22
17,200,50.95
17,200,95.95
10,200,135.38
2,200,88.97
17,200,48.3
17,200,65.89
17,200,105.89
8,200,20.32
8,200,74.31
10,200,34.0
0,200,197.28
20,500,242.81
16,200,52.45
7,200,74.81
21,200,59.05
10,200,19.94
14,200,28.06
6,200,10.07
18,500,162.04
9,200,71.16
22,200,84.67
6,200,25.16
8,200,136.86
0,200,79.57
12,200,168.37
9,200,155.1
3,200,61.47
11,200,14.62
5,200,30.32
10,200,145.21
17,200,84.09
22,200,119.21
18,200,30.04
17,200,46.06
14,404,84.91
12,200,10.45
0,200,85.78
11,200,41.59
23,200,50.65
4,200,254.72
22,200,114.29
19,200,76.61
17,200,191.04
5,200,34.77
8,200,71.61
14,200,87.6
11,404,110.96
16,200,24.18
17,200,217.27
20,200,27.68
23,200,197.46
20,200,167.3
2,200,96.54
9,200,33.61
17,200,186.98
17,200,59.88
22,200,125.76
12,200,40.48
23,200,109.36
19,200,319.68
3,200,95.44
20,200,151.95
19,200,45.01
3,404,26.67
18,200,51.16
11,200,78.95
16,200,68.26
0,200,51.85
15,200,58.28
12,200,81.17
7,200,179.94
10,200,30.16
3,200,89.42
12,200,70.91
21,404,199.61
16,200,73.94
22,200,86.13
19,200,35.67
12,200,79.88
5,500,102.87
2,200,79.8
15,200,133.58
6,200,79.08
18,200,21.49
0,200,38.04
3,200,301.05
17,200,37.77
21,200,160.43
8,200,17.72
9,200,104.95
9,200,68.91
5,200,19.85
0,500,91.91
15,200,42.53
11,200,43.99
13,200,136.71
21,200,60.06
19,200,90.74
1,200,98.51
8,200,84.88
14,200,122.64
12,200,17.32
2,200,66.17
3,200,97.04
14,200,78.05
7,200,77.23
16,500,23.15
18,404,52.29
15,200,46.47
10,200,174.69
11,200,46.52
16,200,67.4
18,200,65.09
21,200,15.3
0,200,84.8
2,200,127.34
17,200,59.1
12,200,92.12
13,500,115.74
8,200,207.93
13,200,41.25
5,200,64.09
16,200,122.02
22,500,33.92
5,200,45.61
14,200,122.84
22,200,18.24
17,200,98.36
6,200,75.32
1,200,128.81
11,200,50.68
6,200,73.06
6,500,233.38
17,200,303.54
17,200,28.18
21,200,168.78
18,200,165.97
21,200,42.02
19,200,40.0
7,200,57.09
15,200,85.49
8,404,14.51
12,404,105.93
22,200,27.87
7,200,54.33
19,200,191.14
19,200,148.31
10,200,210.81
10,200,93.42
14,404,48.9
20,200,102.88
7,200,38.8
16,200,158.85
17,200,112.3
4,200,165.53
11,200,13.45
3,200,173.9
18,200,86.43
0,200,105.7
9,404,49.63
15,200,52.36
21,200,13.67
13,200,25.43
20,200,121.17
13,200,28.41
23,200,20.21
6,200,30.64
0,200,183.75
13,200,56.18
14,200,49.69
3,200,90.19
18,200,32.64
16,200,37.34
10,200,89.01
17,200,32.88
23,200,100.17
20,404,76.22
18,200,151.89
4,200,116.8
6,200,64.31
18,200,8.65
19,200,80.57
3,200,48.28
5,200,67.01
9,200,21.07
23,200,113.15
23,200,42.64
2,200,39.1
9,404,108.06
5,200,14.81
21,200,68.38
2,200,124.55
6,200,67.34
4,200,156.71
11,200,81.6
9,200,35.3
1,200,17.39
5,200,20.33
22,200,87.21
1,200,41.42
14,200,96.21
2,200,65.82
8,200,19.53
10,200,65.34
19,200,119.76
19,200,100.22
7,200,67.05
14,200,33.62
21,200,255.49
19,200,101.96
7,200,233.71
3,200,132.65
15,200,12.43
9,200,65.44
16,200,46.17
14,200,104.85
6,200,173.02
16,200,56.73
22,200,33.8
7,200,21.21
22,200,50.17
9,200,86.81
19,200,131.61
12,200,89.43
3,200,16.85
6,200,57.2
4,200,27.99
3,200,103.35
4,200,51.89
16,200,23.07
9,200,89.67
23,200,80.57
9,200,36.76
4,200,25.46
6,200,92.59
20,200,86.43
11,200,173.06
11,200,222.37
16,200,118.74
13,200,98.71
21,200,65.97
22,200,81.91
8,200,77.68
21,200,33.87
10,200,26.59
13,200,3.15
0,200,112.94
19,200,115.84
0,200,64.59
0,404,372.21
6,200,94.56
13,200,55.52
21,200,54.83
5,500,195.66
22,200,58.22
0,200,111.67
2,200,49.64
5,200,85.79
19,200,64.29
13,200,14.25
1,200,28.53
10,200,34.26
4,200,21.54
20,200,171.03
8,200,241.52
13,200,120.57
22,200,41.3
0,200,123.02
23,200,89.78
8,404,41.92
4,200,22.73
2,200,14.82
2,200,86.96
16,500,32.75
22,200,26.7
11,200,55.44
8,404,135.08
6,200,129.1
5,200,171.17
14,200,28.37
1,200,131.7
15,200,61.95
23,200,34.42
8,200,1.83
0,200,56.56
10,200,135.57
5,200,84.31
3,200,20.72
23,200,110.87
13,200,232.53
18,200,65.83
9,200,26.37
12,200,59.68
10,200,47.92
23,200,60.73
23,200,101.25
14,200,9.4
8,200,68.34
12,200,99.3
14,200,187.51
8,200,78.64
11,200,62.33
4,200,81.21
9,200,19.93
5,200,30.56
18,404,112.05
6,200,65.8
9,200,55.93
18,200,63.19
10,200,35.53
6,200,105.09
6,200,144.52
2,200,304.0
15,200,28.71
17,200,42.5
12,200,23.47
7,200,28.75
16,200,33.39
6,200,77.62
7,200,58.61
23,200,52.28
11,200,123.51
23,200,34.95
10,200,31.8
7,404,136.48
1,404,168.09
5,200,56.71
6,200,69.92
12,200,139.38
19,200,79.6
3,200,37.84
13,200,75.92
19,200,11.08
14,200,91.11
23,200,16.13
0,200,81.31
12,200,88.0
19,500,43.2
4,200,17.0
21,200,161.65
2,200,163.32
12,200,123.66
10,200,97.57
0,200,25.04
7,200,15.53
21,200,18.02
8,200,130.03
4,200,221.89
3,200,193.87
14,200,8.35
5,200,168.5
20,200,105.7
0,200,41.29
19,200,127.77
18,200,39.71
19,200,103.04
11,200,73.94
23,404,13.02
4,200,66.38
10,200,137.96
17,200,31.95
16,200,44.81
8,200,55.58
22,200,56.96
10,200,82.46
6,200,110.67
22,200,9.72
10,200,31.63
9,200,33.85
15,404,52.09
11,200,68.04
17,200,232.9
19,200,28.35
16,404,43.27
1,200,53.88
20,200,56.4
23,200,31.57
20,200,220.35
14,500,54.24
8,200,118.85
2,200,21.01
20,200,37.48
12,200,44.36
15,200,109.26
20,200,0.41
15,200,32.79
14,200,61.49
9,200,37.69
7,200,170.31
1,200,27.27
4,200,50.9
14,200,20.84
16,200,29.4
16,200,98.89
12,200,19.37
19,200,18.59
13,200,2.21
0,200,79.9
15,200,71.56
0,200,72.69
12,200,162.67
4,200,23.99
19,200,32.25
11,404,131.28
10,200,135.96
21,200,18.95
20,200,26.63
1,200,55.02
0,200,102.43
23,200,28.25
4,200,114.52
21,200,115.36
17,200,42.81
13,200,27.71
10,200,41.94
2,200,22.57
13,200,84.42
22,200,84.79
21,404,165.06
4,200,58.15
12,200,59.47
12,200,74.36
18,200,32.01
11,200,86.1
19,200,142.46
19,200,140.49
11,200,79.61
22,200,141.23
8,200,62.69
16,200,59.12
23,200,83.44
21,200,161.41
13,200,58.52
5,200,111.75
3,200,65.49
20,404,198.95
4,200,80.0
19,200,237.69
13,200,130.47
3,200,71.4
18,404,5.36
11,200,44.92
6,200,26.76
17,200,41.6
16,200,144.49
4,200,86.87
13,200,198.58
6,200,135.69
4,200,30.07
5,200,45.06
19,200,70.4
6,200,189.47
16,200,31.87
5,200,62.71
10,200,76.28
0,200,9.92
1,200,103.09
9,200,151.88
2,200,197.44
10,200,37.89
12,200,65.79
23,200,95.42
12,200,103.66
18,200,20.47
4,200,38.12
5,200,39.39
14,200,63.77
21,200,5.67
23,200,18.39
22,200,86.01
15,500,26.68
17,200,132.63
6,200,41.76
17,200,167.25
11,200,87.6
14,200,202.22
11,200,11.68
1,200,126.94
2,200,85.1
0,200,43.77
3,200,50.01
19,200,57.59
12,200,86.91
4,404,35.64
14,200,86.57
10,200,99.0
21,200,86.29
1,200,63.3
21,200,81.91
19,200,70.25
8,200,118.32
18,200,64.45
4,200,72.23
5,200,24.68
9,200,5.89
17,200,61.72
12,200,25.51
23,200,248.04
1,200,67.87
17,200,98.8
10,200,162.58
10,200,78.58
17,200,184.86
5,200,80.12
11,200,48.26
15,200,31.74
4,200,87.71
22,200,105.82
20,200,23.07
12,200,140.57
14,200,59.06
11,200,64.3
8,200,81.92
10,200,74.59
10,404,102.4
13,200,88.67
20,200,33.15
2,200,31.73
23,200,77.6
23,200,78.16
7,200,29.16
23,200,165.64
18,200,79.6
0,200,57.25
10,200,50.36
6,200,32.28
11,200,60.81
0,200,135.64
5,200,44.14
17,200,69.47
19,200,34.8
4,200,34.89
0,200,40.86
4,200,17.23
11,200,88.34
13,200,65.77
2,200,61.44
13,200,76.19
5,200,48.64
5,404,45.51
12,200,66.41
23,200,146.34
11,200,49.92
5,200,17.79
9,200,34.42
12,200,215.49
23,200,52.03
21,200,38.2
16,200,158.21
9,200,8.88
7,200,98.54
22,200,112.16
13,200,102.51
18,200,7.34
7,200,65.02
19,200,209.68
19,200,95.16
11,200,105.61
14,200,71.27
16,200,23.26
12,200,93.49
13,200,80.13
6,200,28.26
7,200,59.27
7,200,86.26
