income_right_skewed,height_symmetric,easy_exam_left_skewed
75276.0,178.93,94.83
52723.6,166.39,88.31
52583.7,160.23,90.71
50036.1,179.01,98.08
57782.6,158.94,91.79
57265.9,171.79,95.99
53079.8,166.78,93.43
12726.6,162.49,82.75
26307.7,163.97,88.34
21111.4,174.53,86.36
10395.1,165.97,81.94
25764.9,164.22,85.55
36899.1,150.12,73.57
18801.9,158.12,95.01
72191.7,154.05,75.32
95679.6,162.68,86.78
44909.9,172.2,73.43
131804.4,174.03,94.32
19173.7,169.03,87.74
25039.1,155.46,96.2
50354.5,168.42,82.48
32983.9,176.48,92.14
11432.4,154.73,89.37
119153.7,163.67,92.5
85570.6,171.86,77.9
32181.1,155.93,94.96
17019.4,181.81,89.3
63778.1,161.27,92.0
80817.6,168.25,72.43
104095.9,164.31,80.24
35402.0,160.34,83.45
31654.3,172.11,87.93
56216.0,160.3,89.24
51017.0,159.11,98.79
19600.6,168.53,79.34
60482.9,160.27,96.26
50260.9,168.79,89.79
40382.2,175.43,76.08
54682.2,151.11,88.74
102042.5,155.45,82.17
27950.2,177.37,94.08
133645.8,143.17,68.89
64115.3,167.2,94.49
12937.3,155.1,86.02
60735.8,164.45,97.14
11915.6,163.99,98.81
94566.6,162.02,95.64
53403.8,167.51,95.64
130951.3,161.12,90.97
22236.4,164.63,97.61
24850.9,173.01,93.12
32001.8,184.52,81.17
80201.7,178.39,85.22
1535.1,177.8,86.68
45492.9,162.43,82.08
17201.0,153.08,88.42
16468.2,168.99,95.2
22776.0,180.95,85.73
59115.0,165.21,89.36
38663.3,161.32,82.46
22954.2,167.21,86.42
11479.5,168.6,98.47
111736.9,156.51,88.91
89237.0,162.86,89.84
67491.0,170.77,97.17
115216.9,158.48,89.35
74699.8,158.76,94.97
82086.6,145.95,67.96
11604.1,165.02,80.65
19742.3,166.74,86.48
9136.6,166.71,92.61
29224.5,170.61,78.91
38082.7,160.82,96.46
26940.7,159.16,94.14
54400.8,153.43,89.72
26684.6,165.37,96.19
91158.4,175.83,89.23
33578.1,173.69,89.65
45296.8,159.16,88.03
5127.3,176.18,94.09
64144.0,161.44,92.05
21309.2,158.55,92.68
85946.7,168.76,95.38
16847.8,157.54,88.82
81307.5,155.2,86.13
24293.6,161.12,97.56
17381.9,157.13,80.07
43563.6,154.38,94.8
15397.8,176.7,77.99
38450.0,184.6,84.97
21215.0,177.09,92.85
2488.7,163.49,81.51
50516.8,154.46,85.17
34382.2,160.52,87.35
31943.1,166.43,83.48
14339.1,165.88,92.26
50713.4,175.13,84.11
52019.2,173.08,88.9
15112.0,167.98,93.18
42761.5,167.04,90.03
22107.0,160.43,88.02
67869.3,170.53,96.68
52052.3,171.75,95.6
32923.2,165.83,83.5
50258.5,173.51,91.54
52953.2,165.21,85.14
73014.0,160.13,82.4
2152.5,174.92,87.32
34946.6,158.69,86.65
11749.7,186.77,95.25
21245.6,166.69,97.24
1429.4,178.6,83.97
46081.9,162.28,91.13
68153.3,153.23,93.62
19345.8,171.15,95.83
30537.3,167.08,80.07
13396.2,158.54,85.81
48015.4,168.69,72.58
40737.8,169.94,92.74
19466.6,170.8,80.2
42825.3,171.92,91.52
30118.0,156.5,99.05
54668.8,157.88,80.5
75183.6,160.41,93.21
28126.5,177.3,95.96
53215.4,151.76,94.2
13253.3,171.1,98.34
48488.9,166.64,88.31
96792.5,169.09,90.81
12218.4,154.87,77.24
4848.9,172.31,78.95
30759.2,154.29,98.9
100733.0,154.56,88.97
24469.0,178.18,90.06
75417.6,168.06,79.84
10150.2,158.25,89.89
16393.8,170.99,96.89
19974.8,155.61,94.43
54990.2,178.34,90.53
5591.5,163.68,94.77
19628.7,154.36,99.12
18797.7,164.76,80.33
92735.5,154.48,98.38
48101.8,173.9,92.46
61082.4,161.66,89.12
24485.9,175.23,96.08
55240.0,172.34,93.94
34930.4,179.77,95.03
17473.6,175.03,96.44
34954.5,176.79,82.04
72329.4,166.85,96.2
34230.1,160.91,93.45
76388.3,176.76,81.33
33652.6,156.78,83.76
19990.5,168.3,93.58
11929.1,168.65,88.67
31287.2,166.68,93.81
72409.8,176.43,92.15
35277.0,173.25,90.59
66471.4,160.97,92.74
42700.0,173.36,99.38
16523.9,163.44,94.43
26317.3,149.88,77.56
35697.5,159.7,81.8
11017.4,167.42,95.86
4933.8,163.91,93.06
25788.2,169.67,86.19
66113.1,164.36,88.47
26891.1,166.14,88.77
66350.0,168.03,89.11
17243.9,170.62,82.1
12748.1,166.26,87.44
31753.8,149.94,83.4
12428.7,172.2,97.99
31244.2,161.18,90.68
37291.3,150.91,76.79
83832.7,170.69,93.3
55662.6,158.52,96.09
69942.0,159.21,89.54
55782.6,171.3,83.0
51523.3,158.14,83.03
51114.2,163.19,52.09
25430.3,161.68,98.3
35625.6,168.9,90.51
16725.5,184.59,81.51
63450.4,154.9,95.89
42401.0,157.9,84.36
83278.1,162.62,93.62
49259.9,145.94,93.82
74566.0,159.88,92.05
3251.4,154.62,92.32
1344.2,163.35,81.21
17122.0,173.11,80.28
51621.5,170.37,68.1
47201.4,159.8,93.55
93009.9,160.65,87.74
24139.8,157.79,91.86
13234.4,173.0,88.32
43597.8,164.86,98.72
5997.7,170.29,88.95
15084.2,174.85,81.3
58729.0,156.23,93.81
41416.0,158.17,85.04
13865.0,153.5,89.89
3860.6,180.56,92.61
15398.8,166.03,47.2
57709.6,180.67,88.67
39942.3,165.73,83.6
1664.4,170.6,75.6
47122.5,179.48,84.88
70949.3,177.76,85.32
55420.2,162.19,93.08
31783.1,158.78,92.65
13852.4,175.17,98.16
56993.0,179.53,94.02
55921.4,163.62,89.26
20245.1,178.71,94.46
18232.9,151.81,85.58
41851.0,154.47,89.01
78775.7,152.26,94.2
10702.2,154.85,80.33
37912.8,171.13,96.91
11879.9,164.78,91.39
63469.1,169.64,78.66
22064.7,167.52,91.02
44905.2,153.76,87.94
99216.8,171.93,86.89
44363.6,156.94,71.83
66875.0,170.98,90.55
53713.9,163.61,97.76
130266.7,162.74,90.74
20197.4,164.17,95.48
5860.7,170.09,79.7
89688.0,168.73,88.2
28256.7,157.17,84.4
47059.4,179.55,84.01
14364.8,155.48,81.4
20912.2,146.78,89.71
13305.8,167.54,83.32
19183.6,148.1,82.34
12025.4,164.82,88.38
41684.9,184.96,99.04
57906.9,169.6,95.03
37143.9,181.78,95.32
62702.8,156.17,98.52
5781.8,160.84,88.19
33214.9,161.94,97.5
77627.1,158.57,71.91
61219.4,160.63,97.68
101280.1,154.83,88.08
85559.0,169.59,69.19
11946.6,178.32,91.68
19153.9,164.67,91.83
16405.4,177.95,92.23
31604.4,165.59,82.28
48911.3,151.4,91.07
25864.0,155.59,85.75
78124.7,169.42,74.22
7150.5,165.87,83.92
7734.7,169.31,75.25
21922.6,172.2,93.13
25776.4,157.1,78.57
41537.3,163.2,91.18
57301.3,163.93,86.48
80575.9,161.58,82.84
10896.2,164.8,95.27
33617.7,153.21,87.57
43479.8,173.05,89.93
7066.6,170.67,82.06
118486.6,171.01,97.77
8740.7,177.76,77.86
39923.4,177.37,71.28
35750.2,188.42,87.61
14974.9,157.0,91.05
24446.4,183.9,96.84
52097.6,160.89,97.41
29189.0,169.15,83.01
23469.3,156.79,90.52
52500.5,189.16,96.01
49986.4,169.3,90.36
25522.3,161.0,92.26
18948.4,153.87,89.15
27898.7,169.11,93.66
83527.3,168.17,90.49
40015.5,165.14,99.68
54888.2,163.26,93.89
93074.4,169.97,66.61
22104.2,164.78,93.69
44655.8,180.3,94.21
34027.9,147.57,86.15
59031.8,162.82,93.09
17215.2,170.31,95.11
13627.6,153.84,88.03
76907.9,159.11,77.53
86568.6,188.67,93.68
85447.6,166.17,84.81
42127.2,158.66,90.1
24713.1,159.8,95.22
27775.8,166.13,82.77
19347.6,144.59,97.65
41470.9,175.65,92.52
86349.9,151.06,80.93
48512.5,170.76,85.75
125893.5,165.19,80.86
14372.1,179.67,94.03
27059.5,165.47,98.04
12492.1,148.62,83.66
14937.1,163.0,72.5
51129.6,180.41,91.26
15949.7,166.19,92.96
99438.4,164.85,66.92
19819.5,165.86,83.32
52381.6,188.27,80.71
6303.0,161.93,96.91
7534.2,180.84,93.05
113083.2,156.54,94.27
76636.2,156.46,92.6
11325.0,172.96,87.58
28727.6,175.36,94.5
7327.8,170.65,97.63
37686.2,160.87,86.81
39286.3,161.29,91.48
78292.2,162.57,78.25
61725.9,152.28,91.78
42572.9,159.23,89.24
5212.2,162.53,79.1
28532.1,154.0,76.82
18583.2,158.81,97.0
13811.1,151.41,93.21
5679.2,174.69,80.85
3765.9,164.36,89.01
92386.6,166.39,90.77
9573.2,158.61,72.8
50125.2,168.6,98.41
42238.2,166.04,77.25
11318.3,174.53,94.47
11797.7,174.05,98.94
64553.0,153.84,89.22
74696.2,180.27,88.76
17315.0,175.67,81.89
36004.2,153.19,88.83
10439.1,163.49,91.76
20554.0,181.1,91.41
40728.1,161.26,87.88
29812.3,181.57,84.89
38536.6,150.28,94.75
12018.5,160.61,89.5
24398.3,165.9,80.32
32248.9,164.07,88.87
39606.0,169.36,88.17
16805.9,168.66,94.61
29158.2,149.13,93.23
18364.4,163.11,90.01
40505.7,165.5,87.4
24351.8,171.34,93.79
46596.7,174.62,86.93
30657.6,171.72,83.83
17728.2,156.85,73.69
21660.7,160.36,94.35
51654.7,155.65,54.34
31689.6,182.79,91.37
64406.9,179.48,68.51
56609.2,172.27,92.23
32123.3,159.01,95.8
30183.9,175.57,83.21
15265.9,170.75,87.78
22602.7,169.96,58.56
14169.5,158.3,90.53
31149.0,171.16,82.63
8345.4,172.36,89.56
64252.6,165.78,85.64
36819.9,165.14,76.31
58160.4,168.6,92.61
34573.7,173.54,49.24
54973.0,160.2,74.59
15557.7,170.42,88.71
58288.5,169.19,90.71
64094.3,169.95,90.94
49907.6,159.16,91.84
26757.2,159.58,71.09
41107.0,164.21,81.98
15503.9,169.83,92.66
26801.6,167.14,76.95
32990.3,168.83,91.71
66906.3,166.97,95.11
13294.7,156.15,96.01
27921.3,164.58,97.68
69550.7,164.26,98.36
47406.2,160.43,84.64
29728.7,161.56,85.9
12907.0,166.1,96.69
39662.8,156.78,85.07
27202.7,170.48,85.49
38074.6,183.52,79.81
36144.0,163.42,86.19
15175.4,161.42,91.3
23719.2,171.98,71.05
4137.2,162.45,90.2
41964.1,164.43,86.96
34612.8,154.58,86.13
29847.8,168.01,97.94
81162.3,152.17,98.31
79472.8,177.22,88.78
10658.1,175.63,81.11
31321.3,170.81,95.07
12178.9,176.88,90.19
20458.7,161.44,86.83
34319.6,172.72,85.4
13011.1,164.0,85.47
108110.0,152.64,74.69
18458.7,156.06,82.85
64545.4,159.15,71.06
29404.3,150.07,80.78
15150.0,175.17,93.58
47674.7,165.09,87.34
7924.8,150.42,86.55
19085.3,170.46,93.34
9209.3,172.15,81.57
24822.5,174.87,78.55
28380.6,149.34,87.83
6121.0,168.15,96.63
133693.1,164.88,83.88
9976.8,162.35,90.83
20639.1,163.24,84.45
29753.5,166.98,84.06
7923.2,163.65,98.5
32626.5,154.96,80.24
49648.4,165.44,90.48
99565.6,166.5,92.42
19506.3,161.55,84.56
102961.5,157.5,79.96
50254.6,161.05,90.45
9739.2,164.46,73.27
31064.5,162.73,99.5
69636.7,160.09,87.85
8308.1,155.47,89.55
31134.5,158.15,91.42
41253.3,161.6,93.11
16170.9,162.94,90.22
14185.9,156.64,99.43
17413.6,164.29,80.5
137053.7,161.93,83.54
160870.9,155.12,89.79
21407.7,163.88,96.15
41738.1,179.86,82.86
22904.2,171.18,87.02
21839.8,166.29,93.67
19454.4,173.03,82.52
54905.2,171.42,98.1
32981.6,171.4,96.28
50496.6,176.69,95.74
123753.8,165.02,79.17
57123.5,157.15,73.04
191810.7,177.96,88.14
22943.8,164.12,91.06
2083.6,171.58,88.75
4467.5,153.89,82.43
84589.3,164.32,84.94
17102.6,156.34,95.03
19865.7,160.19,81.03
27515.4,153.75,77.13
25496.6,161.36,66.48
40375.2,168.04,89.8
37370.3,177.26,55.2
6001.5,159.91,79.97
19063.8,170.36,96.23
48967.0,167.95,67.59
53556.0,167.15,97.57
4842.9,155.91,94.49
33919.5,169.79,88.96
15953.8,166.87,88.77
36407.7,161.47,90.91
78530.2,153.22,75.96
26344.1,172.23,95.63
6975.4,172.02,97.37
66192.2,160.06,93.59
20762.8,159.65,93.48
45781.6,147.65,87.64
17556.8,166.2,95.01
86753.9,172.56,91.74
70024.1,173.43,95.85
59329.5,163.98,94.92
30842.9,163.52,96.38
28870.8,156.28,95.78
25918.5,156.05,92.65
35253.0,151.89,88.66
19097.2,170.06,93.85
50555.0,155.94,90.23
44723.9,164.47,58.46
5846.4,176.62,81.8
22676.4,159.48,93.98
46173.3,159.83,94.44
33306.6,163.53,93.12
7623.5,161.94,84.62
61817.4,152.09,88.78
67139.4,176.57,85.39
2793.8,171.19,93.86
60843.6,164.46,92.78
25850.1,156.47,95.68
32435.9,162.38,97.33
80714.7,163.93,69.93
38451.2,165.89,93.25
76810.1,181.12,86.27
66176.3,167.23,88.77
49471.4,164.16,91.59
44224.6,167.25,75.14
20763.4,168.48,84.01
19030.5,160.49,89.4
30966.9,160.75,83.95
19586.7,158.08,92.6
5002.9,172.16,87.57
51359.9,147.12,94.89
4352.7,162.65,80.94
33323.5,165.03,89.23
33531.1,171.54,77.09
43585.4,154.4,80.76
64886.7,153.86,98.47
31626.5,161.61,95.41
25515.2,162.89,95.42
23577.5,175.83,95.68
111640.3,162.88,84.04
26290.1,173.46,70.9
33746.0,164.14,92.04
8329.3,168.09,90.45
63289.6,175.48,84.68
57223.7,165.86,68.64
57553.5,154.31,94.51
67343.0,167.92,93.64
88152.1,155.4,63.52
25840.6,160.66,94.02
23817.4,170.27,83.46
38831.7,152.54,79.53
41421.7,161.59,92.98
65414.8,158.85,90.05
55635.2,159.7,99.12
37585.0,157.52,92.3
25367.0,166.87,92.69
66279.3,183.5,84.95
25352.7,162.9,86.96
16980.8,160.52,91.15
56606.2,161.47,98.27
32209.0,162.1,62.56
42142.3,157.74,93.91
18859.6,177.42,92.97
22714.6,164.81,90.46
42127.7,159.84,88.87
35998.4,168.24,86.99
16906.9,159.84,71.44
47586.0,170.96,93.53
101527.8,155.38,90.9
29677.9,153.06,92.7
14448.4,165.2,85.1
71709.3,175.46,82.11
45233.6,150.38,95.34
7428.4,141.25,64.31
65622.7,162.4,80.15
12578.6,170.99,83.06
108167.5,171.49,89.43
19756.3,159.07,80.03
53604.1,156.71,93.11
8663.4,163.47,86.96
6686.5,160.94,64.34
73423.4,160.63,91.03
27208.3,167.24,91.98
89702.8,166.29,92.3
34866.7,162.47,80.09
30987.8,162.29,90.53
23362.8,166.84,95.29
32860.3,164.64,88.04
9398.1,150.66,94.04
52289.2,171.26,89.19
32710.6,156.84,79.44
76356.3,185.03,95.76
15001.4,163.54,80.39
20981.1,156.12,73.94
38008.1,174.03,97.68
35775.8,162.56,82.97
74890.4,157.87,90.06
90988.5,167.96,95.7
48437.4,159.7,87.54
33725.8,175.05,75.89
34544.7,169.79,89.64
82611.1,181.5,79.83
72495.5,160.24,78.27
46658.9,161.07,77.91
75819.7,156.06,92.57
59323.0,154.07,85.75
36762.4,150.85,85.98
23140.6,154.36,91.26
23857.1,172.46,97.3
9330.0,173.7,90.28
67383.8,169.21,87.21
98108.3,158.83,76.29
142344.7,155.89,79.86
44719.3,166.08,96.4
8529.4,164.22,86.14
49535.2,160.86,93.78
23856.0,163.47,90.84
2493.3,153.24,93.24
8800.2,150.59,96.87
57470.0,157.77,88.72
10949.8,150.33,84.87
71886.7,140.22,91.73
40593.9,163.12,78.69
8154.5,163.02,81.91
10422.6,154.15,96.59
26049.9,165.0,91.52
19597.3,166.57,96.52
63164.0,175.44,85.12
62228.7,165.65,96.46
57648.8,158.37,83.58
58575.7,157.66,77.51
46264.9,168.12,90.9
26722.6,154.77,93.41
10691.9,164.07,97.09
14874.9,150.61,86.67
62196.3,163.05,82.9
29579.2,165.22,89.26
42144.8,167.1,89.79
35314.7,160.08,97.24
12301.3,165.74,91.87
167495.1,156.76,91.65
26502.6,155.99,67.82
47487.9,172.26,92.16
22735.5,165.11,85.65
28003.4,160.73,87.75
33456.3,161.37,91.5
3524.2,166.87,89.32
1116.9,165.08,67.42
121101.8,154.76,82.21
86830.9,175.67,91.86
43888.6,162.76,88.78
73363.0,178.01,83.26
11887.9,174.71,92.63
7644.0,164.19,89.72
66761.6,169.67,91.1
76269.7,150.39,96.22
16786.6,164.13,81.36
28334.6,166.91,92.65
35147.8,174.94,93.01
34958.3,162.15,97.33
31511.4,180.31,90.14
65366.7,162.35,89.38
72256.8,172.58,90.42
118696.0,175.83,82.18
10191.6,163.23,89.67
17285.0,176.51,96.59
28438.3,169.49,98.73
71138.3,173.81,81.0
9347.8,157.94,84.87
8640.6,157.79,92.37
12600.4,178.29,96.8
60665.9,176.7,68.01
34025.0,175.59,98.09
9339.5,167.62,82.74
23810.1,169.7,94.74
22921.4,163.15,87.3
37045.0,162.29,84.84
96593.1,159.71,93.23
10578.1,158.06,79.23
11392.8,165.83,75.56
38378.6,165.92,78.18
44311.2,159.15,81.89
39675.8,160.95,96.8
58239.1,179.16,75.93
84078.6,169.65,86.54
55871.5,169.46,77.59
117367.2,178.88,66.98
34113.9,165.56,97.46
34012.6,170.61,90.49
3938.6,182.08,55.93
10999.4,162.91,89.44
48153.7,164.67,87.8
28549.1,177.32,87.78
91175.6,161.84,95.16
13363.4,179.34,90.89
26082.0,157.71,82.75
45428.5,162.06,87.9
25913.8,173.1,94.65
10005.6,162.23,67.64
49502.1,164.85,90.52
8987.1,177.98,97.91
10610.0,157.44,86.93
59011.7,167.41,87.05
30644.0,166.4,98.58
39722.3,167.05,87.48
4322.5,180.9,96.67
27348.6,154.19,96.21
22314.3,164.97,98.24
90643.2,155.12,94.87
114909.0,176.01,89.63
95695.8,167.32,86.79
41512.4,168.19,77.01
29668.1,164.42,86.46
40555.7,153.37,76.73
24425.3,156.42,85.5
67514.9,170.63,86.09
51656.7,165.31,92.38
56389.6,168.29,93.68
34802.8,166.17,85.76
22310.8,154.87,91.63
26653.0,168.74,89.21
32607.4,166.66,83.07
64365.6,180.43,89.5
26573.0,176.17,83.46
75736.4,169.47,94.24
63557.5,164.53,97.76
31354.0,155.38,89.67
46923.7,170.69,67.87
22329.8,164.74,84.54
66458.7,163.78,96.0
39193.9,163.22,88.51
51374.7,162.4,67.58
76995.3,163.43,97.1
25854.5,166.87,74.6
41054.0,155.37,81.0
30077.0,177.59,84.4
13918.3,163.92,95.53
88917.7,157.98,84.83
39725.5,165.92,86.53
37162.8,163.03,90.48
39669.5,169.25,85.77
20410.1,162.99,95.76
73708.8,165.91,50.1
24525.0,162.32,82.37
41169.6,171.6,74.85
13996.4,159.76,94.84
14065.4,158.8,90.92
8269.2,163.75,97.86
34307.9,169.12,93.06
62744.8,152.46,96.46
2474.8,154.85,90.94
75383.9,163.68,97.22
58233.1,175.26,77.7
60755.6,173.09,91.51
85835.5,162.87,88.42
53885.9,152.15,59.11
56646.8,180.73,90.93
100198.5,153.2,94.64
52453.5,167.48,94.56
11381.7,154.39,90.65
14210.1,159.13,89.49
74657.4,169.44,83.52
100070.8,159.05,93.87
658.1,161.66,89.63
24606.3,161.69,92.04
102773.7,162.44,85.19
71911.9,181.48,84.08
31330.6,161.61,86.73
102928.7,156.64,89.96
13737.3,175.23,92.32
8629.1,148.51,95.34
11315.1,168.46,96.81
40203.8,176.53,95.33
88964.5,173.72,79.77
37106.5,169.48,96.02
33854.5,158.8,91.95
116493.5,170.56,78.47
14119.3,156.53,90.01
67108.0,157.63,85.42
23962.6,183.55,87.83
38715.7,176.83,88.46
30770.1,179.04,95.09
53279.9,156.98,79.44
11698.1,165.51,94.54
20159.2,167.86,94.03
40857.1,159.35,74.87
28717.3,175.65,90.35
35154.3,162.67,74.93
21375.8,162.71,91.72
34719.3,176.27,72.98
81947.8,181.1,99.55
44812.4,156.62,83.02
43967.1,151.27,86.81
4454.7,160.69,96.51
60476.7,171.2,90.77
21994.7,170.13,91.89
5906.1,165.6,98.23
45193.5,160.7,97.6
30120.0,160.98,89.56
74556.6,154.31,85.33
26651.3,171.47,75.77
32742.4,169.82,90.4
58199.5,162.77,89.82
9455.1,184.06,92.91
18936.3,169.31,95.05
72341.7,168.77,76.79
119432.1,153.14,89.15
40795.9,176.15,83.96
32100.5,141.82,96.9
82632.2,169.81,95.48
29926.2,170.7,83.69
33300.1,159.85,85.68
33132.3,148.05,96.44
66707.2,167.89,77.31
13981.0,172.98,97.32
30796.5,155.43,69.27
41588.7,172.59,73.4
51574.7,175.67,94.41
20262.1,177.92,86.59
9158.2,175.83,90.19
34884.9,149.77,93.04
35193.5,173.95,91.89
58131.7,158.38,94.72
45709.1,168.41,97.06
27971.0,164.14,88.89
2187.2,178.34,95.62
21483.1,167.27,95.16
82759.6,173.36,87.33
43993.2,169.66,90.39
9416.9,171.08,92.61
29276.7,172.2,93.59
13401.8,167.24,94.41
49695.1,157.89,87.99
6762.8,168.8,72.97
12883.6,162.47,86.9
24093.1,164.95,94.11
11447.1,167.07,75.59
29194.8,167.06,85.7
34145.1,165.55,82.79
67122.4,190.97,68.86
17382.8,187.83,96.76
24041.9,176.4,95.77
30933.0,156.13,88.38
5702.7,150.95,97.96
63986.6,160.55,91.38
40560.2,161.87,86.98
8040.3,165.86,81.5
27439.3,161.72,86.96
62597.1,171.84,91.02
15650.1,169.1,96.82
16132.3,165.02,94.46
11019.0,175.48,93.42
18208.4,174.67,90.88
66033.2,166.91,82.69
34259.1,160.67,96.38
17516.4,174.11,82.66
19322.0,179.32,95.05
10889.3,163.43,78.8
14355.2,162.31,90.87
23282.4,158.05,93.98
42467.9,153.94,95.81
11502.1,153.88,89.03
37392.3,168.06,93.89
68292.8,166.18,84.09
26151.2,156.02,95.66
93980.0,166.34,84.15
5852.6,166.04,79.97
12821.2,159.6,95.6
22099.8,171.21,89.84
23398.5,171.54,70.95
35671.5,168.14,91.57
35127.5,177.69,88.72
58775.4,166.82,72.28
25728.9,166.33,93.46
35704.0,160.35,97.79
46803.2,168.53,63.78
10238.8,170.5,90.52
35102.1,166.6,79.24
21947.4,166.3,94.88
42008.2,159.69,96.72
5996.5,172.05,88.76
9894.4,163.15,97.98
19062.2,167.12,90.39
1948.3,149.25,89.49
12655.2,165.9,92.53
50831.6,158.83,91.54
36626.1,160.56,83.34
17686.1,160.9,87.55
30688.7,155.78,98.04
124022.4,152.1,93.42
17914.6,172.45,88.07
6141.4,167.06,97.68
34712.4,161.45,88.53
76075.7,168.03,95.2
28111.8,164.09,89.02
7675.6,158.29,95.9
5678.9,166.12,92.71
8451.9,173.4,90.86
140186.2,175.36,94.5
53026.7,162.94,93.74
2176.7,177.39,87.06
13228.1,152.23,95.18
11481.9,169.91,81.17
23230.3,176.8,92.08
149222.4,175.33,97.55
22943.7,171.02,66.63
12064.3,147.5,86.91
58544.4,160.34,60.06
4578.1,156.66,78.75
85748.5,166.47,81.57
14482.6,174.26,83.43
1694.6,167.89,96.29
32293.7,158.83,92.06
74590.3,146.77,90.91
39089.6,183.31,81.94
62573.8,168.63,81.69
26108.0,145.95,79.51
2939.3,148.32,92.49
18250.5,165.12,76.64
26549.2,157.43,91.61
31203.4,166.34,87.93
28977.6,160.61,89.88
24333.0,171.53,83.3
65598.2,171.35,82.81
43041.2,167.29,97.15
34172.7,141.8,97.52
28117.5,179.25,96.75
52525.3,169.09,76.68
52772.4,184.78,88.79
98908.3,158.98,77.39
15285.1,167.22,93.2
47896.3,169.78,90.85
16265.5,173.06,86.62
75865.7,180.84,91.02
35374.8,172.51,93.57
115967.3,185.72,93.88
9905.6,166.26,96.37
78575.7,150.79,96.93
9447.6,167.11,79.09
46124.4,159.01,87.27
18464.2,167.79,94.22
103060.6,167.91,58.85
23628.9,163.07,85.05
7758.1,155.52,90.07
41238.8,170.39,95.28
29298.1,167.58,90.83
52494.5,160.58,86.57
49578.9,174.51,94.47
33591.4,172.46,81.58
49521.5,177.86,76.7
82883.0,164.26,82.14
55192.8,145.3,86.42
5623.4,156.43,93.61
12492.7,157.8,80.36
22542.2,164.15,73.57
26269.6,156.58,95.14
28049.7,153.47,91.59
36860.0,172.7,88.34
97097.5,162.82,93.28
27567.5,166.85,90.47
54585.5,177.76,94.95
16461.3,168.7,93.62
39865.4,169.56,96.15
56981.7,158.76,93.51
84740.9,171.77,87.18
88091.7,164.0,84.44
30892.3,160.71,87.81
53551.5,170.37,97.74
82465.0,160.22,82.7
68683.9,169.97,92.87
50911.8,165.08,94.27
10089.3,163.1,88.95
26090.5,167.0,90.93
13260.9,164.28,92.25
74482.8,171.65,98.13
54015.3,166.1,86.0
144927.6,164.52,93.2
9909.7,156.86,84.83
10436.8,163.72,91.65
16762.0,159.41,93.62
90022.7,160.2,99.43
49815.4,158.73,76.32
84487.8,165.16,86.99
4881.1,185.83,93.94
47682.8,172.95,77.85
24070.5,179.33,92.45
10700.5,161.15,90.75
17463.8,168.42,89.4
16694.8,173.84,64.19
7208.0,172.31,96.43
58375.9,149.97,91.18
14281.0,167.06,82.75
69625.3,169.76,95.4
40585.4,159.19,92.29
85519.6,150.74,92.3
55195.6,162.82,89.13
6717.0,167.62,82.04
62557.4,182.36,81.77
54020.1,164.04,77.54
51108.6,159.04,87.09
44425.5,180.68,97.85
25495.2,162.08,95.0
25253.7,164.36,86.98
53165.7,164.4,95.23
62825.4,170.68,97.34
11535.6,143.9,92.7
17288.3,152.13,90.14
36473.9,159.9,96.66
54792.5,170.53,87.27
9304.1,164.78,93.8
19550.4,166.88,82.72
40042.3,168.43,85.27
16367.0,171.7,88.86
18816.9,172.37,90.33
8743.7,172.54,87.75
51520.3,172.83,59.25
12988.2,151.89,84.51
17592.1,165.68,97.53
25202.0,169.76,79.68
47981.8,152.36,85.17
44519.6,181.38,87.87
53438.4,156.87,96.33
37115.3,167.0,92.0
45007.0,149.1,84.17
40826.2,174.6,91.75
53793.5,167.48,87.93
37051.9,178.4,91.31
17316.1,169.58,91.24
17707.0,178.48,90.35
20280.8,180.01,89.66
11459.2,163.86,95.58
25863.3,165.12,95.5
44844.2,157.93,83.74
33565.2,176.09,96.84
120072.4,157.82,93.77
27512.3,168.23,94.52
25599.7,168.95,97.37
26449.0,175.44,97.07
39099.5,163.77,97.95
34677.9,164.82,96.19
36740.2,167.36,94.53
32270.4,178.33,57.49
17323.5,178.23,95.47
68189.5,171.49,80.38
18278.3,186.47,86.35
32132.3,152.42,92.93
10644.1,168.57,65.76
24886.1,164.06,92.75
34393.0,171.51,91.97
24827.3,179.38,78.17
55724.8,172.23,91.09
38932.0,166.12,82.18
85760.7,170.37,85.31
36311.6,171.0,88.23
9265.2,156.46,86.63
5486.4,179.71,97.66
14018.7,162.91,90.06
58322.2,161.56,96.04
13641.3,162.1,89.39
52271.7,160.66,92.27
46310.7,161.29,91.28
88047.1,173.94,96.19
1569.6,159.95,98.94
43670.8,172.94,89.6
38219.1,161.99,96.17
18659.4,168.25,97.44
30500.9,175.62,85.56
48917.2,165.35,86.13
1715.0,164.44,82.21
73438.9,180.1,97.62
49800.7,166.05,95.39
19474.8,169.66,72.61
6812.4,166.44,96.29
1313.8,154.72,90.83
101412.2,162.52,84.77
8055.3,170.47,91.52
50043.8,173.27,86.73
24797.4,162.51,84.33
12357.8,171.58,92.69
44803.5,170.83,91.34
35091.6,177.6,94.42
68966.3,141.29,97.64
85193.3,176.37,99.21
22004.6,169.09,99.88
64393.5,160.98,87.07
8896.4,159.05,89.61
17285.8,168.06,97.7
5716.3,164.23,93.32
70076.9,175.41,69.37
10776.8,148.07,94.42
53342.5,165.55,61.35
39807.6,166.39,92.64
30948.9,162.85,87.0
