basket_id,items
1179,"coffee,sugar"
1180,"butter,jam,rice"
1181,milk
1182,"coffee,jam"
1183,"coffee,milk,sugar,tea"
1184,milk
1185,"rice,sugar"
1186,"jam,oil"
1187,"butter,rice"
1188,"coffee,eggs,rice"
1189,"eggs,jam,oil"
1190,coffee
1191,"bread,butter,eggs,milk"
1192,"jam,sugar"
1193,"butter,jam,tea"
1194,milk
1195,oil
1196,"bread,butter,coffee,jam,sugar"
1197,"oil,sugar"
1198,oil
1199,"bread,butter,sugar"
1200,"bread,butter,coffee,sugar"
1201,milk
1202,"eggs,jam,sugar"
1203,"jam,rice,tea"
1204,"butter,jam"
1205,"butter,eggs,jam,sugar"
1206,"coffee,oil,sugar,tea"
1207,"bread,butter,jam"
1208,coffee
1209,"oil,rice,tea"
1210,"bread,butter,jam,oil"
1211,"milk,sugar"
1212,tea
1213,oil
1214,milk
1215,"coffee,tea"
1216,milk
1217,"butter,milk,oil"
1218,sugar
1219,"butter,jam"
1220,tea
1221,"butter,jam,rice"
1222,"bread,butter,eggs,jam,oil"
1223,"bread,butter,sugar"
1224,"coffee,milk,sugar"
1225,"milk,tea"
1226,"coffee,oil,sugar"
1227,jam
1228,"bread,butter,eggs,oil"
1229,sugar
1230,"coffee,sugar"
1231,"bread,butter,jam,rice,sugar"
1232,butter
1233,"coffee,sugar"
1234,sugar
1235,"bread,butter,oil"
1236,jam
1237,tea
1238,"butter,coffee,jam,sugar,tea"
1239,"bread,coffee,milk,sugar"
1240,"butter,jam,oil"
1241,"milk,sugar"
1242,"milk,oil"
1243,"butter,jam,tea"
1244,"butter,coffee,sugar"
1245,jam
1246,"bread,butter,jam"
1247,"bread,rice"
1248,"oil,tea"
1249,tea
1250,"eggs,milk,tea"
1251,sugar
1252,"jam,milk,sugar"
1253,"jam,milk,sugar"
1254,oil
1255,eggs
1256,"butter,jam,milk"
1257,"butter,coffee,eggs,jam"
1258,"bread,butter,milk"
1259,"butter,coffee,jam,sugar"
1260,"coffee,tea"
1261,"jam,milk"
1262,"oil,sugar,tea"
1263,"coffee,eggs,sugar"
1264,"bread,butter,tea"
1265,sugar
1266,"butter,coffee,jam,milk,sugar"
1267,"bread,butter,jam,rice"
1268,oil
1269,"butter,jam,milk,sugar"
1270,"bread,eggs,sugar"
1271,"milk,sugar"
1272,"oil,tea"
1273,"coffee,eggs,sugar"
1274,butter
1275,"coffee,eggs,sugar"
1276,"eggs,tea"
1277,"butter,jam,milk"
1278,"butter,jam,oil,sugar"
1279,"rice,sugar"
1280,"butter,coffee,jam,sugar"
1281,"bread,butter,coffee,jam,rice,sugar"
1282,sugar
1283,"bread,butter,tea"
1284,"bread,butter,jam"
1285,"bread,butter,jam,milk"
1286,rice
1287,"coffee,jam,sugar"
1288,milk
1289,"butter,jam,oil"
1290,"coffee,oil,sugar"
1291,"eggs,milk,sugar"
1292,"milk,rice"
1293,"bread,butter"
1294,"butter,jam,tea"
1295,"jam,rice"
1296,"eggs,jam,milk"
1297,"milk,sugar,tea"
1298,"eggs,jam"
1299,"jam,milk"
1300,"butter,jam,milk,sugar"
1301,"butter,jam,oil"
1302,"eggs,jam,tea"
1303,"milk,oil,tea"
1304,butter
1305,"coffee,milk,sugar"
1306,"coffee,sugar,tea"
1307,tea
1308,"milk,tea"
1309,"jam,oil,sugar"
1310,butter
1311,"bread,butter,jam"
1312,"bread,butter,jam"
1313,"eggs,jam"
1314,"bread,rice,sugar"
1315,"eggs,jam,sugar"
1316,sugar
1317,"butter,milk,sugar"
1318,"butter,tea"
1319,"rice,sugar,tea"
1320,"butter,coffee,jam"
1321,"coffee,oil,tea"
1322,"bread,butter,jam"
1323,"coffee,eggs,milk,sugar"
1324,"bread,butter,jam,milk"
1325,sugar
1326,"butter,jam,oil"
1327,oil
1328,"butter,jam"
1329,"bread,butter,jam"
1330,"milk,rice,tea"
1331,"butter,oil"
1332,"coffee,rice"
1333,"oil,rice"
1334,eggs
1335,"jam,rice"
1336,"butter,oil,tea"
1337,"eggs,milk"
1338,"coffee,eggs,sugar,tea"
1339,"eggs,milk"
1340,"coffee,sugar"
1341,jam
1342,"coffee,oil,sugar"
1343,"coffee,jam,milk,sugar"
1344,"bread,butter,coffee,jam,sugar"
1345,"eggs,milk"
1346,sugar
1347,"butter,eggs,rice"
1348,"bread,oil,tea"
1349,"butter,eggs,jam,sugar"
1350,eggs
1351,tea
1352,"butter,jam,rice"
1353,"butter,coffee,jam,sugar"
1354,milk
1355,"jam,rice"
1356,"coffee,milk,rice,sugar"
1357,"butter,eggs,jam,milk"
1358,tea
1359,oil
1360,"bread,butter,jam,milk"
1361,"coffee,sugar"
1362,"jam,oil"
1363,"eggs,sugar,tea"
1364,"bread,butter,eggs"
1365,"coffee,eggs,jam,sugar"
1366,eggs
1367,"bread,butter,jam,tea"
1368,"coffee,sugar,tea"
1369,"butter,coffee,eggs,sugar"
1370,"milk,oil"
1371,"butter,eggs,milk"
1372,butter
1373,"coffee,eggs,milk,sugar"
1374,butter
1375,"coffee,jam"
1376,"bread,butter,jam,oil"
1377,tea
1378,"bread,butter,jam,milk"
1379,"eggs,rice,sugar"
1380,"bread,butter,jam"
1381,coffee
1382,oil
1383,"butter,jam,milk,oil"
1384,"coffee,sugar"
1385,"bread,butter,coffee,sugar"
1386,"bread,butter,jam,milk"
1387,"oil,sugar"
1388,"butter,jam,tea"
1389,milk
1390,"coffee,tea"
1391,"bread,butter,milk,tea"
1392,rice
1393,"bread,butter,milk,oil"
1394,milk
1395,tea
1396,"oil,rice,tea"
1397,bread
1398,"bread,butter,coffee,eggs,jam,sugar"
1399,rice
1400,"rice,sugar"
1401,sugar
1402,jam
1403,"jam,oil"
1404,"bread,butter,milk,oil"
1405,"oil,sugar"
1406,"coffee,rice,sugar"
1407,"butter,jam"
1408,"bread,butter,jam,oil"
1409,"jam,oil,rice"
1410,"eggs,oil,sugar"
1411,"bread,butter,jam"
1412,rice
1413,"oil,tea"
1414,"milk,rice"
1415,"jam,rice"
1416,"bread,butter,jam,sugar"
1417,"coffee,jam,sugar"
1418,"bread,coffee,rice"
1419,"milk,oil,sugar"
1420,jam
1421,"bread,butter,coffee,oil,sugar"
1422,eggs
1423,"butter,jam,tea"
1424,bread
1425,oil
1426,"coffee,jam,oil,sugar"
1427,"bread,butter,coffee,jam,oil"
1428,"jam,sugar"
1429,rice
1430,"coffee,oil,sugar"
1431,"jam,oil"
1432,"bread,butter,jam"
1433,"milk,rice"
1434,"butter,jam,oil"
1435,"coffee,sugar"
1436,rice
1437,"bread,butter,sugar"
1438,"bread,butter,jam"
1439,"bread,butter,jam"
1440,"butter,eggs,jam,rice"
1441,rice
1442,"butter,jam,rice"
1443,"bread,butter"
1444,"butter,coffee,jam,sugar"
1445,sugar
1446,"sugar,tea"
1447,"bread,jam,oil"
1448,"jam,oil,sugar"
1449,milk
1450,rice
1451,"coffee,rice,sugar"
1452,oil
1453,jam
1454,"eggs,jam,milk"
1455,"butter,coffee,jam,sugar,tea"
1456,jam
1457,"butter,coffee,eggs,jam"
1458,"butter,jam"
1459,"jam,oil"
1460,"jam,oil,tea"
1461,"coffee,sugar"
1462,"bread,jam"
1463,"coffee,sugar"
1464,"bread,eggs,tea"
1465,eggs
1466,sugar
1467,"oil,rice,sugar"
1468,"milk,rice,sugar"
1469,sugar
1470,jam
1471,"bread,butter,coffee,jam"
1472,"oil,rice"
1473,jam
1474,"butter,coffee,sugar"
1475,rice
1476,milk
1477,"oil,rice"
1478,"eggs,jam,milk"
1479,"rice,tea"
1480,jam
1481,milk
1482,"butter,jam,milk,oil"
1483,"eggs,oil,sugar"
1484,"butter,coffee,milk,sugar"
1485,"eggs,milk,oil"
1486,"coffee,eggs,jam,sugar"
1487,jam
1488,"coffee,rice,sugar"
1489,"milk,rice"
1490,"bread,butter,oil"
1491,"coffee,jam,rice,sugar"
1492,"bread,butter,jam,tea"
1493,"coffee,sugar"
1494,sugar
1495,"coffee,rice"
1496,"butter,jam,tea"
1497,"jam,rice"
1498,"bread,butter,jam,milk,sugar"
1499,"bread,butter,jam,tea"
1500,"bread,butter,jam,oil"
1501,"butter,jam,oil"
1502,eggs
1503,"butter,jam"
1504,jam
1505,"butter,jam"
1506,jam
1507,"eggs,jam,milk"
1508,"butter,jam"
1509,eggs
1510,milk
1511,rice
1512,"coffee,eggs,milk,sugar"
1513,"bread,butter,coffee,jam,sugar"
1514,"coffee,rice,sugar,tea"
1515,"coffee,eggs,sugar,tea"
1516,jam
1517,"bread,butter"
1518,"coffee,sugar"
1519,"bread,butter,coffee,eggs,jam,sugar"
1520,"rice,sugar"
1521,"jam,rice,sugar"
1522,"jam,oil,rice"
1523,"butter,jam,rice"
1524,coffee
1525,oil
1526,"eggs,jam,milk"
1527,"bread,butter,eggs,jam"
1528,rice
1529,"butter,jam,milk"
1530,"coffee,rice,sugar"
1531,"bread,butter,eggs,jam,milk"
1532,"coffee,sugar"
1533,"oil,rice"
1534,"butter,jam,oil"
1535,"bread,butter"
1536,"rice,tea"
1537,"coffee,sugar,tea"
1538,"coffee,sugar"
1539,sugar
1540,"coffee,jam,sugar,tea"
1541,milk
1542,butter
1543,"eggs,jam,sugar"
1544,"bread,butter,jam,milk"
1545,"bread,butter,coffee,jam,oil,sugar"
1546,"coffee,eggs,jam,sugar"
1547,"butter,coffee,jam,sugar"
1548,milk
1549,"coffee,oil,sugar"
1550,tea
1551,"rice,sugar"
1552,"butter,jam,rice"
1553,"butter,jam,milk,sugar"
1554,"butter,oil,rice"
1555,milk
1556,"eggs,rice"
1557,sugar
1558,"butter,eggs,jam,milk"
1559,oil
1560,"bread,butter,jam,sugar,tea"
1561,"oil,rice,tea"
1562,"milk,tea"
1563,"eggs,oil,sugar"
1564,"eggs,milk,oil"
1565,rice
1566,"butter,jam,oil,rice"
1567,"butter,jam"
1568,"butter,jam"
1569,sugar
1570,"milk,sugar"
1571,"eggs,milk,tea"
1572,"bread,butter,jam,rice,tea"
1573,jam
1574,milk
1575,milk
1576,sugar
1577,"bread,butter,jam"
1578,"bread,butter,tea"
1579,"coffee,eggs,sugar"
1580,"jam,milk,rice"
1581,"eggs,jam,tea"
1582,milk
1583,"eggs,milk"
1584,"milk,rice,tea"
1585,"bread,butter,jam,milk,oil"
1586,"bread,butter,milk"
1587,"eggs,milk"
1588,oil
1589,"jam,sugar"
1590,"bread,butter,eggs"
1591,"coffee,jam,oil,sugar"
1592,"coffee,oil,sugar"
1593,butter
1594,"butter,jam,sugar"
1595,oil
1596,rice
1597,milk
1598,"bread,butter,jam,oil,rice"
1599,"oil,tea"
1600,"butter,jam"
1601,"butter,oil"
1602,"jam,milk"
1603,tea
1604,jam
1605,"butter,jam,oil"
1606,"bread,butter,tea"
1607,"oil,rice,sugar"
1608,"bread,butter,sugar"
1609,"rice,sugar"
1610,oil
1611,"butter,eggs,jam,sugar"
1612,"jam,milk,oil"
1613,"rice,tea"
1614,"bread,butter,jam"
1615,oil
1616,"bread,butter,oil,rice"
1617,"butter,eggs,jam,oil"
1618,"butter,coffee,jam,sugar"
1619,"eggs,jam,tea"
1620,"jam,oil"
1621,sugar
1622,"eggs,sugar,tea"
1623,oil
1624,"oil,tea"
1625,"coffee,jam,milk"
1626,"coffee,sugar"
1627,milk
1628,"jam,sugar,tea"
1629,"butter,jam,tea"
1630,"butter,coffee,sugar,tea"
1631,"bread,butter,coffee,jam,sugar"
1632,"coffee,sugar,tea"
1633,rice
1634,"jam,oil,tea"
1635,jam
1636,"eggs,milk,tea"
1637,jam
1638,"butter,jam,rice,tea"
1639,"eggs,rice,sugar"
1640,"coffee,eggs"
1641,"coffee,eggs,sugar"
1642,"bread,butter,jam"
1643,"butter,jam,oil"
1644,"milk,sugar"
1645,"bread,butter,oil"
1646,"milk,rice,sugar"
1647,"butter,eggs"
1648,"coffee,milk,sugar"
1649,"coffee,oil,tea"
1650,"eggs,milk,rice"
1651,jam
1652,"butter,rice"
1653,"oil,rice"
1654,"bread,butter,oil,sugar"
1655,"bread,tea"
1656,"jam,rice"
1657,milk
1658,"coffee,jam,tea"
1659,"oil,tea"
1660,"butter,sugar"
1661,"butter,jam,tea"
1662,milk
1663,"jam,milk"
1664,"coffee,sugar"
1665,eggs
1666,"coffee,sugar"
1667,"eggs,tea"
1668,"bread,butter,tea"
1669,"jam,sugar,tea"
1670,"bread,butter,jam"
1671,sugar
1672,"butter,jam"
1673,"butter,eggs,jam,oil"
1674,"jam,tea"
1675,bread
1676,"rice,tea"
1677,"jam,milk,tea"
1678,rice
1679,sugar
1680,"bread,butter,jam"
1681,tea
1682,"butter,jam,oil"
1683,"coffee,rice,sugar,tea"
1684,"sugar,tea"
1685,"bread,butter,tea"
1686,tea
1687,coffee
1688,"butter,jam,milk"
1689,"bread,butter,coffee,oil,sugar"
1690,"butter,jam"
1691,"bread,butter,oil,rice"
1692,"coffee,oil,sugar"
1693,jam
1694,"milk,sugar,tea"
1695,"bread,butter,rice"
1696,milk
1697,"eggs,jam"
1698,"oil,sugar"
1699,"coffee,eggs,tea"
1700,"butter,coffee,eggs,sugar"
1701,"bread,butter,eggs,rice"
1702,"coffee,rice,sugar"
1703,milk
1704,"butter,jam,rice"
1705,oil
1706,"butter,jam"
1707,"bread,butter,milk"
1708,"jam,tea"
1709,"eggs,jam"
1710,"bread,butter,coffee,sugar"
1711,"butter,milk,sugar"
1712,"bread,butter,jam,oil,sugar"
1713,butter
1714,"butter,coffee,jam,rice,sugar"
1715,"jam,sugar"
1716,"eggs,jam,tea"
1717,"eggs,milk"
1718,"bread,butter,jam,rice"
1719,"oil,sugar,tea"
1720,"coffee,sugar"
1721,"butter,eggs,jam"
1722,"eggs,jam,tea"
1723,tea
1724,"oil,sugar,tea"
1725,"oil,rice"
1726,tea
1727,"bread,butter,jam,oil,sugar"
1728,"bread,butter,jam,milk,oil"
1729,"rice,tea"
1730,"coffee,rice,sugar,tea"
1731,"bread,butter,jam,oil"
1732,coffee
1733,"milk,oil,tea"
1734,"butter,sugar"
1735,"bread,rice,sugar"
1736,"coffee,milk,tea"
1737,"bread,butter,jam,milk"
1738,"jam,rice"
1739,"eggs,jam,sugar"
1740,"bread,butter,jam"
1741,milk
1742,"butter,eggs,jam,rice"
1743,eggs
1744,"coffee,milk,oil,sugar"
1745,oil
1746,"bread,butter"
1747,sugar
1748,"jam,oil,sugar"
1749,"butter,jam,rice"
1750,"bread,sugar"
1751,"coffee,sugar"
1752,"coffee,jam,oil,sugar"
1753,"coffee,oil,sugar"
1754,eggs
1755,oil
1756,"coffee,jam,sugar"
1757,"bread,butter,oil"
1758,jam
1759,"coffee,eggs,sugar"
1760,butter
1761,jam
1762,"bread,coffee,milk"
1763,"coffee,milk,tea"
1764,milk
1765,"coffee,oil,sugar"
1766,jam
1767,tea
1768,"milk,sugar"
1769,"bread,butter,eggs,jam,rice"
1770,"jam,oil"
1771,eggs
1772,"jam,sugar"
1773,sugar
1774,"jam,oil,sugar"
1775,"butter,eggs,oil"
1776,"oil,sugar,tea"
1777,"butter,jam,tea"
1778,"jam,sugar"
1779,"eggs,tea"
1780,"bread,butter,jam,sugar"
1781,"butter,jam,tea"
1782,"bread,butter,coffee,milk,sugar"
1783,"milk,rice"
1784,oil
1785,"bread,butter,jam,rice,sugar"
1786,"butter,eggs,jam,oil"
1787,"bread,jam"
1788,"bread,milk"
1789,"butter,milk,sugar"
1790,oil
1791,"oil,rice"
1792,"bread,butter,milk"
1793,rice
1794,eggs
1795,bread
1796,"bread,butter,eggs"
1797,"coffee,milk,sugar"
1798,"coffee,sugar"
1799,"coffee,eggs,oil,sugar"
1800,"bread,butter,jam"
1801,"coffee,sugar"
1802,"bread,butter,jam,milk"
1803,"milk,tea"
1804,"bread,butter,eggs"
1805,"coffee,eggs,sugar"
1806,"jam,milk"
1807,"coffee,sugar"
1808,tea
1809,rice
1810,"coffee,rice,sugar,tea"
1811,"coffee,sugar"
1812,"butter,eggs,jam"
1813,sugar
1814,"bread,butter,eggs,jam"
1815,"bread,eggs,milk"
1816,"butter,jam,milk,rice"
1817,"coffee,milk,oil,sugar"
1818,eggs
1819,"eggs,sugar"
1820,"butter,jam,rice,sugar"
1821,"oil,sugar"
1822,tea
1823,"eggs,rice"
1824,"milk,sugar"
1825,coffee
1826,"milk,oil,rice"
1827,"oil,rice,tea"
1828,"coffee,jam,oil,sugar"
1829,"eggs,oil,tea"
1830,"eggs,jam,tea"
1831,"butter,jam"
1832,tea
1833,oil
1834,"oil,sugar,tea"
1835,eggs
1836,"eggs,tea"
1837,"coffee,milk,oil"
1838,sugar
1839,"milk,sugar"
1840,"eggs,oil,rice"
1841,"bread,butter,jam,milk,rice"
1842,oil
1843,"milk,tea"
1844,"bread,butter,jam,milk"
1845,"eggs,oil,tea"
1846,"bread,butter,coffee,rice,sugar"
1847,"jam,oil"
1848,"milk,rice"
1849,"jam,tea"
1850,"butter,coffee,jam,sugar"
1851,"coffee,milk,sugar,tea"
1852,"jam,tea"
1853,"bread,butter,oil"
1854,"butter,coffee,eggs,jam,sugar"
1855,"eggs,rice,sugar"
1856,milk
1857,rice
1858,"butter,coffee,jam,sugar"
1859,"bread,butter"
1860,oil
1861,"bread,butter,eggs,jam,sugar"
1862,oil
1863,eggs
1864,"butter,milk,tea"
1865,"jam,sugar"
1866,"coffee,oil,rice,sugar"
1867,tea
1868,oil
1869,"coffee,sugar"
1870,"eggs,oil,sugar"
1871,"oil,rice,sugar"
1872,"coffee,milk,sugar,tea"
1873,"rice,sugar"
1874,"milk,oil"
1875,"eggs,jam,rice"
1876,eggs
1877,"coffee,eggs,milk,sugar"
1878,eggs
1879,"eggs,tea"
1880,"milk,oil"
1881,"jam,sugar"
1882,"bread,butter,jam"
1883,"coffee,jam"
1884,"sugar,tea"
1885,tea
1886,"milk,oil"
1887,"milk,oil"
1888,"coffee,eggs,jam,sugar"
1889,"butter,jam"
1890,"butter,jam"
1891,"coffee,oil,tea"
1892,"butter,jam,rice"
1893,"bread,butter,jam,oil,sugar"
1894,"butter,eggs,jam,tea"
1895,"sugar,tea"
1896,"bread,butter"
1897,"jam,sugar"
1898,"butter,jam,milk"
1899,"butter,eggs,jam,tea"
1900,"butter,milk,rice"
1901,"oil,tea"
1902,tea
1903,"bread,butter,jam,sugar"
1904,"butter,jam"
1905,"butter,coffee,sugar,tea"
1906,"rice,sugar"
1907,"bread,butter,eggs,jam"
1908,"milk,tea"
1909,"coffee,sugar,tea"
1910,"butter,jam,sugar"
1911,oil
1912,"coffee,eggs,sugar"
1913,"milk,sugar,tea"
1914,jam
1915,sugar
1916,"butter,jam,oil,tea"
1917,"bread,butter,jam"
1918,"butter,jam,oil"
1919,"jam,oil,sugar"
1920,"bread,butter,eggs,jam,tea"
1921,eggs
1922,"butter,jam,rice"
1923,"eggs,sugar"
1924,sugar
1925,"bread,butter,milk,tea"
1926,"coffee,sugar"
1927,"butter,milk,oil"
1928,oil
1929,"oil,rice,sugar"
1930,"jam,milk,rice"
1931,jam
1932,"oil,tea"
1933,coffee
1934,"butter,jam,tea"
1935,"bread,butter,milk,oil"
1936,eggs
1937,"butter,milk,tea"
1938,"bread,milk"
1939,tea
1940,oil
1941,rice
1942,"coffee,jam,oil,sugar"
1943,"coffee,oil,rice,sugar"
1944,oil
1945,"bread,butter,milk"
1946,rice
1947,"butter,coffee,jam,tea"
1948,"butter,jam,sugar"
1949,tea
1950,"bread,butter,jam,oil,sugar"
1951,"bread,butter,jam,oil,rice"
1952,"butter,jam,oil"
1953,"butter,coffee,jam,milk,sugar"
1954,"coffee,eggs,milk,sugar"
1955,coffee
1956,"butter,jam"
1957,"bread,butter,jam,sugar,tea"
1958,"butter,jam,tea"
1959,"butter,oil"
1960,"eggs,tea"
1961,"bread,jam"
1962,"butter,eggs,jam"
1963,eggs
1964,"coffee,milk"
1965,"bread,butter,jam"
1966,"coffee,milk,rice"
1967,"bread,butter,coffee,sugar,tea"
1968,"coffee,sugar,tea"
1969,"oil,rice"
1970,oil
1971,"eggs,rice,sugar"
1972,"coffee,oil,sugar"
1973,"butter,jam"
1974,"coffee,sugar,tea"
1975,"butter,eggs,jam,milk"
1976,"butter,milk,rice"
1977,"milk,oil"
1978,"bread,butter,jam,sugar"
1979,jam
1980,"bread,butter,jam,oil"
1981,"bread,butter,jam"
1982,jam
1983,"milk,sugar,tea"
1984,eggs
1985,"coffee,oil,sugar"
1986,milk
1987,"jam,sugar,tea"
1988,coffee
1989,"eggs,oil,sugar"
1990,"butter,jam,tea"
1991,butter
1992,"coffee,rice,sugar"
1993,"bread,butter,jam"
1994,"coffee,sugar,tea"
1995,"coffee,jam,sugar"
1996,"bread,butter,jam"
1997,"eggs,oil,tea"
1998,"bread,butter,jam"
1999,coffee
2000,"jam,tea"
2001,oil
2002,"milk,oil"
2003,"coffee,jam"
2004,"coffee,sugar,tea"
2005,"butter,jam"
2006,"bread,butter,eggs,jam,milk"
2007,rice
2008,"bread,butter"
2009,"butter,jam,sugar"
2010,"butter,jam,rice"
2011,"coffee,eggs,milk,sugar"
2012,eggs
2013,"milk,rice"
2014,"eggs,jam,rice"
2015,"butter,jam,rice"
2016,"butter,jam,oil"
2017,"butter,coffee,jam,sugar"
2018,"butter,jam"
2019,"coffee,sugar"
2020,"rice,sugar"
2021,rice
2022,"bread,butter,coffee,sugar,tea"
2023,"coffee,sugar"
2024,eggs
2025,"milk,oil,tea"
2026,"milk,tea"
2027,"milk,rice,sugar"
2028,eggs
2029,oil
2030,"bread,sugar"
2031,tea
2032,"eggs,jam"
2033,"coffee,milk,sugar"
2034,"coffee,jam,sugar"
2035,"oil,sugar,tea"
2036,bread
2037,"eggs,oil,sugar"
2038,"bread,butter,jam"
2039,sugar
2040,"eggs,tea"
2041,"bread,butter,eggs,jam"
2042,"jam,tea"
2043,oil
2044,"bread,butter,jam"
2045,jam
2046,rice
2047,"butter,jam"
2048,butter
2049,"butter,jam,oil,tea"
2050,"coffee,eggs"
2051,"coffee,sugar"
2052,"milk,tea"
2053,"oil,tea"
2054,"bread,butter,jam"
2055,"eggs,sugar,tea"
2056,"butter,jam,sugar"
2057,"bread,butter,jam"
2058,"bread,butter,jam"
2059,tea
2060,"milk,sugar"
2061,"butter,jam,milk"
2062,"milk,oil"
2063,"butter,jam,milk,tea"
2064,"jam,rice,tea"
2065,eggs
2066,"bread,butter"
2067,milk
2068,"bread,butter,jam,tea"
2069,eggs
2070,"milk,sugar"
2071,"bread,butter,jam,sugar"
2072,"rice,tea"
2073,"butter,eggs,jam"
2074,"milk,rice,sugar"
2075,"rice,tea"
2076,"milk,oil,tea"
2077,"jam,oil"
2078,sugar
2079,rice
2080,"coffee,sugar"
2081,milk
2082,"bread,butter"
2083,rice
2084,"bread,butter,jam,sugar"
2085,"coffee,jam"
2086,"jam,rice"
2087,"milk,rice,tea"
2088,"eggs,sugar"
2089,"bread,butter,eggs"
2090,"jam,oil,rice"
2091,"coffee,oil,sugar"
2092,"coffee,oil,rice,sugar"
2093,"butter,tea"
2094,"bread,butter,eggs,jam"
2095,"jam,tea"
2096,"bread,butter,jam"
2097,"oil,tea"
2098,"jam,milk,rice"
2099,"milk,tea"
2100,milk
2101,"bread,oil,sugar"
2102,tea
2103,"bread,butter,eggs,jam"
2104,"sugar,tea"
2105,"jam,oil"
2106,"coffee,eggs,sugar,tea"
2107,"jam,milk,sugar"
2108,"bread,butter,jam,milk,sugar"
2109,"bread,butter,sugar"
2110,"butter,milk"
2111,eggs
2112,"coffee,eggs"
2113,"bread,butter,jam,oil"
2114,"jam,milk"
2115,"bread,jam"
2116,"jam,tea"
2117,milk
2118,"coffee,eggs,tea"
2119,"bread,butter,rice"
2120,"bread,milk,rice"
2121,"eggs,sugar"
2122,sugar
2123,"eggs,sugar,tea"
2124,"bread,butter,jam,rice"
2125,"coffee,eggs,sugar,tea"
2126,sugar
2127,milk
2128,coffee
2129,"bread,butter,coffee,jam,sugar"
2130,"eggs,oil,sugar"
2131,milk
2132,"coffee,sugar,tea"
2133,"coffee,sugar"
2134,"bread,butter,eggs,jam,sugar"
2135,"milk,rice"
2136,milk
2137,sugar
2138,"bread,butter,jam,rice"
2139,"coffee,milk,sugar,tea"
2140,"bread,butter"
2141,tea
2142,"bread,eggs,oil"
2143,"butter,coffee"
2144,"eggs,milk,rice"
2145,"bread,butter,sugar"
2146,"coffee,jam,sugar"
2147,"jam,milk,rice"
2148,"jam,oil"
2149,"bread,butter,eggs,jam"
2150,"butter,jam"
2151,"butter,jam,milk"
2152,"coffee,rice,sugar"
2153,"rice,sugar"
2154,oil
2155,"bread,butter,jam,sugar"
2156,tea
2157,jam
2158,"butter,jam,milk,oil"
2159,"bread,butter,eggs,jam,sugar"
2160,"butter,jam"
2161,jam
2162,"butter,eggs,jam"
2163,"milk,sugar"
2164,tea
2165,"butter,jam,milk"
2166,"bread,butter,jam,milk"
2167,milk
2168,"bread,butter,eggs,jam,milk"
2169,jam
2170,"oil,rice"
2171,coffee
2172,sugar
2173,"eggs,sugar"
2174,"butter,coffee,jam,sugar"
2175,"butter,jam,tea"
2176,"eggs,jam"
2177,"jam,rice"
2178,"coffee,jam,milk,sugar"
2179,"oil,rice,sugar"
2180,"oil,sugar"
2181,"oil,sugar"
2182,jam
2183,"bread,eggs,tea"
2184,"eggs,oil,rice"
2185,"bread,butter,jam,sugar,tea"
2186,milk
2187,"coffee,eggs,tea"
2188,"eggs,milk"
2189,"milk,sugar"
2190,"milk,oil"
2191,"eggs,sugar,tea"
2192,"butter,jam"
2193,"coffee,milk,sugar"
2194,"jam,oil"
2195,milk
2196,"milk,rice"
2197,milk
2198,"butter,coffee,jam,milk,sugar"
2199,jam
2200,"jam,oil,tea"
2201,"bread,butter,jam,rice,sugar"
2202,"bread,butter,coffee"
2203,"butter,sugar"
2204,"jam,rice,tea"
2205,sugar
2206,"coffee,jam,rice,sugar"
2207,"butter,jam"
2208,"oil,tea"
2209,rice
2210,"bread,butter,jam,oil"
2211,"bread,butter,coffee,jam,sugar"
2212,eggs
2213,"bread,butter,eggs,milk"
2214,rice
2215,"coffee,jam,tea"
2216,"butter,coffee,sugar"
2217,"butter,jam,oil,sugar"
2218,milk
2219,"butter,jam,oil"
2220,"butter,jam"
2221,tea
2222,milk
2223,"eggs,rice,tea"
2224,"butter,jam,oil,rice"
2225,"eggs,sugar"
2226,"butter,jam,rice"
2227,"bread,butter,jam,milk,tea"
2228,rice
2229,"butter,oil,rice"
2230,"coffee,oil,rice,sugar"
2231,rice
2232,"bread,butter,jam,rice"
2233,"butter,jam,rice"
2234,oil
2235,coffee
2236,oil
2237,"butter,eggs,jam"
2238,rice
2239,"bread,eggs,oil"
2240,rice
2241,"milk,tea"
2242,"coffee,jam,oil"
2243,"butter,sugar"
2244,"bread,butter,jam,sugar,tea"
2245,"butter,jam,milk,rice"
2246,"bread,butter,jam,milk,rice"
2247,"jam,oil,sugar"
2248,"bread,butter,oil,rice"
2249,rice
2250,"milk,sugar,tea"
2251,"eggs,tea"
2252,"bread,oil,sugar"
2253,jam
2254,"coffee,rice"
2255,"eggs,jam,oil"
2256,"bread,butter,jam"
2257,"coffee,sugar"
2258,"eggs,rice,sugar"
2259,"coffee,rice,sugar"
2260,"butter,jam,tea"
2261,"bread,butter,jam"
2262,tea
2263,"bread,butter,jam,sugar"
2264,"rice,sugar,tea"
2265,"bread,butter,jam"
2266,"bread,butter,coffee,jam,sugar"
2267,milk
2268,"eggs,rice"
2269,"eggs,milk,oil"
2270,jam
2271,"butter,jam,oil"
2272,"butter,jam,oil"
2273,"jam,milk,oil"
2274,oil
2275,"coffee,milk,sugar"
2276,tea
2277,"bread,butter,jam,oil,tea"
2278,"butter,eggs,jam,sugar"
2279,rice
2280,"bread,butter,jam"
2281,"coffee,rice,sugar,tea"
